region,leaf_id,n,part_des_points,moyenne_observee,prediction_moyenne,ecart_a_la_moyenne,regles
Région 7,11,320,0.032,4.1660625,4.182270833333335,0.051038499999998876,type_f2_1 est 2.0 ; Jours_op_recolte ≤ 100.8
Région 6,2,323,0.0323,4.065572755417956,4.04508368200837,-0.04945124458204475,type_f2_1 n'est pas 2.0 ; Jour_Semis ≤ 262.2
Région 3,6,435,0.0435,4.077011494252874,4.057852760736195,-0.038012505747127,type_f2_1 n'est pas 2.0 ; Jour_Semis > 262.2 ; Jours_F2_F3 ≤ 26.47 ; Jour_Semis > 287.5
Région 4,12,334,0.0334,4.152529940119761,4.145573122529646,0.03750594011976016,type_f2_1 est 2.0 ; Jours_op_recolte > 100.8
Région 2,8,1734,0.1734,4.105297001153402,4.0988435114503945,-0.009726998846598889,type_f2_1 n'est pas 2.0 ; Jour_Semis > 262.2 ; Jours_F2_F3 > 26.47 ; Jour_Semis ≤ 274.3
Région 5,5,325,0.0325,4.107538461538462,4.116240000000002,-0.0074855384615393206,type_f2_1 n'est pas 2.0 ; Jour_Semis > 262.2 ; Jours_F2_F3 ≤ 26.47 ; Jour_Semis ≤ 287.5
Région 1,9,6529,0.6529,4.11853882677286,4.122753994264649,0.003514826772859081,type_f2_1 n'est pas 2.0 ; Jour_Semis > 262.2 ; Jours_F2_F3 > 26.47 ; Jour_Semis > 274.3
