annee;jourDebut;jourFin;parcelle;couvert;itk;delta_Corg[kg_eqCO2/ha];tx_MO_fin[%];emissions_N2O_denit[kg_eqCO2/ha];emissions_N2O_nit[kg_eqCO2/ha];emissions_volat[kg_eqCO2/ha];emissions_lixiv[kg_eqCO2/ha];emissions_ferti[kg_eqCO2/ha];bilan_net_GES[kg_eqCO2/ha];ratio_Corg_Arg[%]
2019;213;271;beauce_5_sa_000;solnu;;744.12;1.71;0.0;5.12;0.0;0.0;0.0;749.23;0.07
2019;272;365;beauce_5_sa_000;BTH;BTH;612.42;1.71;12.25;4.13;0.0;1.04;0.0;629.84;0.07
2019;213;260;beauce_5_sa_001;solnu;;649.26;1.71;0.0;4.44;0.0;0.0;0.0;653.7;0.07
2019;261;365;beauce_5_sa_001;BTH;BTH;713.3;1.71;0.8;4.84;0.0;1.14;0.0;720.08;0.07
2019;213;314;beauce_5_sa_002;solnu;;1024.17;1.71;7.14;7.03;0.0;0.0;0.0;1038.34;0.07
2019;315;365;beauce_5_sa_002;BTH;BTH;334.51;1.71;18.38;2.23;0.0;0.95;0.0;356.06;0.07
2019;213;274;beauce_5_sa_003;solnu;;767.29;1.71;0.0;5.26;0.0;0.0;0.0;772.54;0.07
2019;275;365;beauce_5_sa_003;BTH;BTH;591.56;1.71;13.62;4.0;0.0;0.99;0.0;610.17;0.07
2019;213;296;beauce_5_sa_004;solnu;;884.76;1.71;0.0;6.06;0.0;0.0;0.0;890.83;0.07
2019;297;365;beauce_5_sa_004;BTH;BTH;472.63;1.71;24.4;3.19;0.0;0.86;0.0;501.08;0.07
2019;213;283;beauce_5_sa_005;solnu;;813.51;1.71;0.0;5.58;0.0;0.0;0.0;819.1;0.07
2019;284;365;beauce_5_sa_005;BTH;BTH;549.34;1.71;18.96;3.71;0.0;1.06;0.0;573.06;0.07
2019;213;303;beauce_5_sa_006;solnu;;934.48;1.71;0.0;6.39;0.0;0.0;0.0;940.87;0.07
