point_idx,sim_idx,parcelle,feat_0,feat_1,feat_2,feat_3,feat_4,feat_5,feat_6,feat_7,feat_8,feat_9,feat_10,feat_11,feat_12,feat_13,feat_14,feat_15,feat_16,feat_17,feat_18,feat_19,feat_20,feat_21,feat_22,feat_23,feat_24,feat_25,N_lixi,DeltaCorg,Yield
1150,11,beauce_5_sa_050,3.0,1.0,0.0,3.0,1.0,0.0,0.0,3.0,1.0,1.0,0.0,3.0,0.0,1.0,105.7111710322352,-5.421008444757895,237.0374841191348,274.51524901672195,262.43921408026887,349.3066645374055,84.66033419393133,69.20288269582059,49.88548976024735,55.0,40.66811245584248,49.43897327791091,28.03,-619.41,4.3
1151,11,beauce_5_sa_051,2.0,1.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,66.09069652366003,-37.913593559670325,118.68761905023928,261.74985358849324,281.5,329.0766588266527,18.156826028163938,55.0,60.02832374747,55.0,55.0,55.0,19.4,-563.11,4.14
1152,11,beauce_5_sa_052,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,59.013733384338835,-42.44695740678883,114.13825768963852,249.46534446450747,281.5,339.2363195299142,64.2913630551821,55.0,78.02466299544805,49.95800754691469,55.0,55.0,14.11,-567.17,4.17
1153,11,beauce_5_sa_053,1.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,61.63376262860446,-25.437392990440006,316.29825271927257,266.5,281.5,328.83361918024315,56.148552072486595,49.092816758643345,55.0,55.0,55.0,55.0,18.97,-572.49,4.01
1154,11,beauce_5_sa_054,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.33254098294128,-24.0,230.29254908946777,266.5,281.5,358.79543439153105,41.62856235674483,12.358147561940736,55.0,55.0,55.0,55.0,23.53,-599.22,4.15
1155,11,beauce_5_sa_055,2.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0898418977514,-24.0,263.3291466045268,282.37258212637494,281.5,327.37578569047577,46.398580521093216,55.0,17.382870267715234,55.0,55.0,55.0,32.55,-644.82,4.64
1156,11,beauce_5_sa_056,2.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,57.65900749535928,-42.338316814459226,212.59908633236023,286.18152469621157,281.5,344.6124098340948,31.556192887210244,55.0,44.37845285240879,56.11154160512803,55.0,55.0,14.26,-578.46,4.16
1157,11,beauce_5_sa_057,2.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,80.81023587086224,-24.0,212.3002104729537,235.00666599004077,281.5,372.57012308258095,10.939392203802084,55.0,13.72987179887696,55.0,55.0,55.0,27.13,-630.1,4.3
1158,11,beauce_5_sa_058,3.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,2.0,0.0,81.60647730909429,-24.0,184.9384241212465,320.46979457061684,258.3385828428793,323.67141144657666,74.6133433709831,99.84035742133408,77.58060518067795,35.792783576520364,12.673952803013304,49.49546923493191,33.22,-648.81,4.64
1159,11,beauce_5_sa_059,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.8024329810917,-24.0,137.75154270305913,248.91193562607936,250.361312818194,368.7294312107364,24.199068929087055,55.0,20.054282126408783,55.0,55.96077402988859,55.0,24.54,-613.12,4.26
1160,11,beauce_5_sa_060,3.0,1.0,0.0,3.0,1.0,3.0,0.0,2.0,1.0,2.0,0.0,3.0,0.0,2.0,59.96172333313704,-39.66792223739458,254.2145512198057,307.99707920448736,243.00714522458335,339.35041717124216,20.020358602317437,14.083996122924546,64.29162663979245,55.0,61.89980442758719,14.348418879556109,16.58,-554.62,3.99
1161,11,beauce_5_sa_061,2.0,1.0,1.0,3.0,1.0,0.0,0.0,3.0,0.0,0.0,3.0,2.0,0.0,0.0,62.33926375815131,-40.275640233425655,118.50683524104087,260.3146277252372,281.5,358.5041372780902,18.11920707707789,89.27757808737216,41.67126381367656,55.0,55.0,55.0,19.6,-558.71,3.93
1162,11,beauce_5_sa_062,2.0,1.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,103.99009693705196,-42.14022732418617,239.8480850120849,225.47986275891196,281.5,345.5946607269145,98.75121288625031,55.0,92.27295065959969,58.581197688859135,55.0,55.0,22.08,-594.98,4.43
1163,11,beauce_5_sa_063,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,82.86113147309771,-32.30903353811875,214.5,266.5,281.5,327.25394082557904,55.0,55.0,55.0,55.0,55.0,55.0,25.98,-624.15,4.64
1164,11,beauce_5_sa_064,3.0,1.0,0.0,3.0,0.0,3.0,1.0,1.0,0.0,1.0,0.0,0.0,3.0,0.0,54.47256118276407,-42.45892558486423,282.53828006621643,249.33200909331657,249.2375724223207,337.42966713845266,20.13782674376344,55.0,34.51509627872828,76.43575419394709,26.74344230746247,55.0,12.39,-564.26,4.1
1165,11,beauce_5_sa_065,2.0,1.0,0.0,1.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,2.0,3.0,0.0,78.11818949489269,-10.590610358633889,151.64473839750312,238.86274288940987,281.5,355.4666758099154,60.43740959174515,85.22639770472722,87.10133234054808,21.467902776278024,55.0,55.0,23.14,-615.89,4.37
1166,11,beauce_5_sa_066,2.0,1.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,94.95860953568034,-12.14613022668199,171.02067343123483,247.10350437248832,281.5,366.7079434409612,42.31925320807049,55.0,70.70095226788959,14.28361282484607,55.0,55.0,25.81,-625.09,4.42
1167,11,beauce_5_sa_067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.81711321155969,-24.0,214.5,266.5,281.5,327.8784429645987,55.0,55.0,55.0,55.0,55.0,55.0,21.64,-600.64,4.21
1168,11,beauce_5_sa_068,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,68.55734684058578,-25.553450682300458,247.29733519737775,266.5,281.5,326.9595498155886,10.251172513849582,72.79413499612247,55.0,55.0,55.0,55.0,21.67,-615.57,4.37
1169,11,beauce_5_sa_069,1.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,67.27519686881638,-24.20463072046484,322.93714276312255,266.5,281.5,328.05856697090263,90.1799265686991,55.0,55.0,55.0,55.0,55.0,21.49,-615.15,4.34
1170,11,beauce_5_sa_070,2.0,1.0,1.0,3.0,0.0,2.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,92.62946848301549,-37.65044447740189,147.46315296363548,212.90009554466383,281.5,343.8447273871124,64.4647546090452,55.0,81.29551895365,55.0,55.0,55.0,19.88,-572.33,4.17
1171,11,beauce_5_sa_071,2.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,0.0,0.0,0.0,3.0,1.0,0.0,49.0575620677188,-24.0,274.9578671919862,254.08400312975712,281.5,360.9761080047168,98.79846456054588,66.69985721303877,56.76218166892886,36.69991461293192,55.0,55.0,23.85,-608.28,3.81
1172,11,beauce_5_sa_072,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.15276125582977,-33.898401733915655,214.5,266.5,281.5,342.27366024837505,55.0,55.0,55.0,55.0,55.0,55.0,20.32,-578.09,4.2
1173,11,beauce_5_sa_073,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,85.72454680936809,-39.82753538144048,295.59991670832983,266.5,281.5,328.012927117863,77.33041283988656,55.0,55.0,55.0,55.0,55.0,25.74,-613.51,4.54
1174,11,beauce_5_sa_074,2.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,0.0,0.0,1.0,3.0,1.0,0.0,92.48330424219334,-9.98628502878617,143.96957805469884,315.9550858329148,281.5,365.2845255511837,98.2100731919894,69.69113298494774,68.5990793207067,33.26369152279875,55.0,55.0,26.02,-628.88,4.41
1175,11,beauce_5_sa_075,3.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,3.0,97.62430159420065,-24.0,137.5620696206793,241.034217080792,257.27133110193006,346.87814539723206,63.44088172677581,55.0,76.83010006699986,55.0,81.41804247881431,56.29256849375049,26.92,-618.49,4.33
1176,11,beauce_5_sa_076,0.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,88.20862781919345,-25.624968883989048,214.5,266.5,281.5,378.9041610321993,55.0,55.0,55.0,55.0,55.0,55.0,25.42,-589.3,4.07
1177,11,beauce_5_sa_077,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,48.35088943376346,-24.0,192.61458375080116,316.05257354372833,271.22579125473004,334.7675692168822,34.36862993999168,55.0,83.6583419931233,55.0,88.82245427121376,55.0,21.18,-606.58,3.93
1178,11,beauce_5_sa_078,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,63.23954110189167,-24.0,293.44094692200986,270.63601875694275,285.8874050583705,346.6789968177641,59.273731472167974,55.0,25.28282291101401,55.0,94.06035021470394,55.0,22.68,-597.06,4.2
1179,11,beauce_5_sa_079,2.0,1.0,0.0,0.0,1.0,2.0,1.0,2.0,0.0,0.0,0.0,3.0,2.0,0.0,75.58277897099474,-40.57653098447726,245.98227330519376,262.45779633802493,281.5,363.43297020635066,69.0036514009087,62.58776678696084,55.55412755872748,25.04997805523889,55.0,55.0,20.01,-560.03,4.06
1180,11,beauce_5_sa_080,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,63.69005995585179,-38.929273219728614,180.16774934302083,266.5,281.5,348.3766843549685,69.51706673697365,91.10578101649644,55.0,55.0,55.0,55.0,19.88,-556.92,3.93
1181,11,beauce_5_sa_081,2.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,85.620640686804,-43.742495618153185,217.07124005822936,307.12980371453216,281.5,367.2230146870137,21.92962617515242,55.0,54.037589140943126,55.0,55.0,55.0,21.3,-564.71,4.07
1182,11,beauce_5_sa_082,2.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,100.8679124399439,-41.4992774506552,167.9032063624836,308.62722224922743,281.5,379.8014587470361,36.776882902336006,55.0,18.956293469124383,53.18602945525874,55.0,55.0,24.71,-575.56,4.0
1183,11,beauce_5_sa_083,3.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,51.84213198359081,-16.516334041559,276.2867363037391,294.09601981398976,301.76144464449874,327.5317496484765,68.2671099960946,55.0,31.52391493427355,55.0,49.97813208664144,55.0,19.23,-586.17,3.92
1184,11,beauce_5_sa_084,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.81275320466364,-6.3785571847220695,214.5,266.5,281.5,358.2585967607318,55.0,55.0,55.0,55.0,55.0,55.0,25.3,-629.83,4.41
1185,11,beauce_5_sa_085,3.0,1.0,0.0,1.0,1.0,2.0,1.0,2.0,0.0,1.0,0.0,2.0,3.0,0.0,93.7371633097761,-40.38704481034466,278.74951036856237,243.5253888360983,281.24551543598415,323.71918161566055,96.4993444932524,21.032324210715924,93.6747003113033,55.3391677306887,10.71072262002698,55.0,30.02,-628.2,4.49
1186,11,beauce_5_sa_086,1.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,104.4040598254268,-25.486347855591127,139.73057655923537,266.5,281.5,355.75200221735474,54.74398880273359,55.0,55.0,55.0,55.0,55.0,24.4,-620.73,4.48
1187,11,beauce_5_sa_087,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,79.10322550413716,-29.829300478310643,243.7192760876671,266.5,281.5,328.57630578783375,81.46753629733293,55.0,55.0,55.0,55.0,55.0,23.43,-618.49,4.65
1188,11,beauce_5_sa_088,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.97873162856894,-24.0,314.3396580317473,266.5,281.5,353.3575017228644,21.48193454807773,55.0,55.0,55.0,55.0,55.0,24.47,-619.05,4.44
1189,11,beauce_5_sa_089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.71569126818798,-24.0,214.5,266.5,281.5,347.403891386764,55.0,55.0,55.0,55.0,55.0,55.0,25.16,-629.55,4.48
1190,11,beauce_5_sa_090,1.0,1.0,1.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,59.675510054630486,-13.3325774650657,251.8758409601375,266.5,281.5,378.2351201193264,26.309196596104556,58.6089221098621,55.0,55.0,55.0,55.0,26.25,-608.18,3.88
1191,11,beauce_5_sa_091,3.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,56.25709186121344,-15.023716847334704,180.86420850136489,285.2602382333473,282.7345553698964,351.23501891037927,24.853096687090737,11.404525151584613,82.2430344884396,55.0,63.23521146282609,55.0,21.98,-613.2,3.98
1192,11,beauce_5_sa_092,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.79671854372984,-24.0,300.6776981297398,266.5,281.5,371.23128718257186,79.69333233017161,55.0,55.0,55.0,55.0,55.0,28.28,-623.58,4.22
1193,11,beauce_5_sa_093,3.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,1.0,3.0,0.0,2.0,0.0,3.0,103.97544589077184,-24.0,305.8296351179507,274.32921685664616,297.58060224179485,361.4927021856942,74.28339585340888,34.74290034516981,57.59933487286187,55.0,76.4018234415364,16.5574912082212,28.88,-615.68,4.2
1194,11,beauce_5_sa_094,3.0,1.0,1.0,1.0,0.0,3.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,2.0,84.68705985568714,-40.29810802163356,286.7990480334134,281.6928479030375,274.04470055979095,326.759493861312,78.3766017015466,55.0,16.522169437147255,55.0,34.520237430166404,29.657372219071817,25.54,-610.75,4.55
1195,11,beauce_5_sa_095,1.0,1.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,90.5666267784473,-27.01141430913037,169.0311253499464,266.5,281.5,354.3456778717178,41.490202624950555,52.099805363775396,55.0,55.0,55.0,55.0,22.07,-594.71,4.29
1196,11,beauce_5_sa_096,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103.54734539466568,-24.0,151.25771281376137,266.5,281.5,362.59311889900647,54.506005572411546,55.0,55.0,55.0,55.0,55.0,29.02,-614.89,4.19
1197,11,beauce_5_sa_097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.00212987773914,-24.0,214.5,266.5,281.5,353.07580711466676,55.0,55.0,55.0,55.0,55.0,55.0,26.12,-631.04,4.45
1198,11,beauce_5_sa_098,3.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,102.8713166260579,-24.0,200.40224391072343,245.71319703088807,270.02128518846257,353.18528310146763,65.20215804283822,39.03590235094039,82.88850555969223,61.36504938626827,14.700334558325547,42.14823021158269,28.77,-620.91,4.29
1199,11,beauce_5_sa_099,1.0,1.0,1.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,77.24186955632062,-14.97726588884198,155.01338462220372,266.5,281.5,339.04964779344044,70.44547898633978,55.0,55.0,55.0,55.0,55.0,22.83,-618.56,4.44
1200,12,beauce_5_sa_000,3.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,91.47475832668934,-24.0,298.2429549670941,217.0112088921541,267.31100733949245,364.1166065591397,86.46751828642456,95.74079464218173,69.33303771045823,82.33597894651744,68.82082628528369,55.0,26.92,-628.04,4.35
1201,12,beauce_5_sa_001,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.86491775904202,-15.90093032488882,214.5,266.5,281.5,323.04620231083777,55.0,55.0,55.0,55.0,55.0,55.0,21.08,-629.4,4.34
1202,12,beauce_5_sa_002,3.0,0.0,0.0,0.0,1.0,3.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,82.99194496172206,-24.0,251.1920745507334,222.8902058773755,276.5432503713494,376.1173729674489,67.21802072800917,23.279865891428983,86.78793424753083,55.0,52.98100024262569,55.0,27.84,-627.22,4.24
1203,12,beauce_5_sa_003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.3225551120546,-24.0,214.5,266.5,281.5,373.91417955144505,55.0,55.0,55.0,55.0,55.0,55.0,28.65,-626.84,4.25
1204,12,beauce_5_sa_004,1.0,1.0,1.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,89.85901952651726,-8.042264548474627,223.9041024679001,266.5,281.5,369.6674498084298,98.77031121508584,68.5854044674872,55.0,55.0,55.0,55.0,26.6,-633.17,4.39
1205,12,beauce_5_sa_005,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.712491943095685,-24.0,131.97664888836186,266.5,281.5,344.7838612863077,88.93329739815731,55.0,55.0,55.0,55.0,55.0,22.62,-598.61,4.16
1206,12,beauce_5_sa_006,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.21350715748974,-24.0,227.85680357999453,266.5,281.5,374.316315428953,48.24783493331969,55.0,55.0,55.0,55.0,55.0,27.34,-631.62,4.3
1207,12,beauce_5_sa_007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.5900072462448,-24.0,214.5,266.5,281.5,382.1237618028105,55.0,55.0,55.0,55.0,55.0,55.0,28.83,-626.74,4.16
1208,12,beauce_5_sa_008,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.6260095736215,-37.59299604334447,214.5,266.5,281.5,355.0549123560687,55.0,55.0,55.0,55.0,55.0,55.0,21.7,-580.53,4.21
1209,12,beauce_5_sa_009,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.00408493772745,-24.0,213.15993647339585,266.5,281.5,357.9227893136999,21.762163890548557,97.62960443096696,55.0,55.0,55.0,55.0,22.59,-600.3,4.04
1210,12,beauce_5_sa_010,3.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,94.11910151353796,-24.0,117.39398208627402,277.2519003403853,252.35380918340368,351.64135174946466,65.84029280473845,55.0,23.921334944525174,39.3731703074435,97.69986020275164,89.958754220334,26.47,-626.24,4.34
1211,12,beauce_5_sa_011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.87580982181618,-24.0,214.5,266.5,281.5,349.806141081053,55.0,55.0,55.0,55.0,55.0,55.0,23.35,-607.93,4.27
1212,12,beauce_5_sa_012,3.0,1.0,1.0,2.0,0.0,2.0,1.0,3.0,0.0,1.0,1.0,0.0,3.0,0.0,66.46151213756909,-10.9610895863904,307.19715886998705,240.6691768049781,241.98474623591056,347.84167957167875,95.92074162823803,55.0,14.600528213467983,92.00255355116398,25.153619842440655,55.0,22.39,-619.22,4.27
1213,12,beauce_5_sa_013,0.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,62.82380872964315,-37.647460229585874,214.5,266.5,281.5,326.0542968633794,55.0,55.0,55.0,55.0,55.0,55.0,19.43,-571.45,4.13
1214,12,beauce_5_sa_014,3.0,1.0,1.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,102.91541144443804,-39.345973133503435,203.67579992922728,277.18445251538776,258.08693391113127,332.4746035644637,40.54496584927127,28.62643798749718,14.662301569528204,55.0,79.1931471181078,55.0,28.44,-620.19,4.52
1215,12,beauce_5_sa_015,2.0,1.0,0.0,2.0,1.0,2.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,95.61520282609526,-33.93922652818229,181.6762625883757,290.1523282664674,281.5,346.8447310804709,72.2267018682694,90.54895542520435,58.46355906102446,60.962798557116734,55.0,55.0,21.97,-596.53,4.37
1216,12,beauce_5_sa_016,3.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,2.0,2.0,85.26966285581028,-24.0,236.41287938329168,283.3839788678416,295.18610799445725,342.3046055663852,13.786146220280957,55.0,20.981304681773267,89.73639781776495,21.176621342548877,28.98121811863703,26.03,-623.69,4.47
1217,12,beauce_5_sa_017,3.0,1.0,1.0,2.0,1.0,0.0,0.0,3.0,1.0,2.0,3.0,2.0,0.0,1.0,103.2199289220735,-6.268473256114646,318.8604340174255,289.80646820388847,308.8332962649502,356.44420019572027,20.937178241289864,17.087881670958307,26.01195062906811,55.0,28.51551480034166,67.13860683534797,27.02,-622.31,4.38
1218,12,beauce_5_sa_018,2.0,1.0,0.0,3.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,45.19478084589358,-29.800298491102353,317.9113733336422,277.42817907558515,281.5,382.5537080472983,74.79685892906714,55.0,28.727950864517663,55.0,55.0,55.0,18.67,-602.73,4.07
1219,12,beauce_5_sa_019,2.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.40696653586744,-24.0,188.52753563191757,305.8888029760252,281.5,339.2315542999395,21.953220307620175,24.521109379205654,66.06022222729567,55.0,55.0,55.0,25.88,-624.81,4.46
1220,12,beauce_5_sa_020,3.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,1.0,0.0,0.0,2.0,0.0,1.0,63.4079814086181,-24.0,278.4478049443816,231.560708830622,306.4356523954531,375.50755166524175,33.52905198174759,38.8664049459164,93.06605303267942,55.0,58.88207000383447,85.79026843016717,27.19,-602.45,3.95
1221,12,beauce_5_sa_021,3.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0,2.0,0.0,1.0,0.0,0.0,105.10408086117576,-24.0,237.58380110914536,254.875239420053,257.7068036540331,343.43067957083866,60.70643613329587,79.10619972813946,51.60367385743166,55.0,62.2968859395608,43.181698877756375,30.31,-621.94,4.31
1222,12,beauce_5_sa_022,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.9229492910874,-25.00931525330468,214.5,266.5,281.5,331.0172316156758,55.0,55.0,55.0,55.0,55.0,55.0,23.04,-621.29,4.64
1223,12,beauce_5_sa_023,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.92237149674725,-30.883040686956644,214.5,266.5,281.5,360.27456894628284,55.0,55.0,55.0,55.0,55.0,55.0,20.79,-583.79,4.06
1224,12,beauce_5_sa_024,2.0,1.0,1.0,3.0,1.0,2.0,1.0,3.0,0.0,0.0,2.0,1.0,2.0,0.0,64.06644668711067,-30.30071360784395,133.67756296566722,260.4487379160364,281.5,345.03842139201487,17.539519674044065,50.09883312977103,56.00863062477436,91.61567947175872,55.0,55.0,19.88,-565.64,3.94
1225,12,beauce_5_sa_025,2.0,1.0,0.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,49.69908945048502,-33.0398168546738,277.6357517587124,285.6487504896437,281.5,347.10637933709006,22.30407386590781,55.0,53.94580683355103,15.39193501096405,55.0,55.0,14.12,-596.22,4.13
1226,12,beauce_5_sa_026,2.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,92.64559246869,-24.0,204.19983934625307,221.04452798024064,281.5,373.2722413268471,72.61093931801406,55.0,71.86677688798144,55.0,55.0,55.0,27.68,-632.88,4.27
1227,12,beauce_5_sa_027,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.52100933682761,-24.0,233.65378215598537,266.5,281.5,327.8406072733576,60.22273194696061,55.0,55.0,55.0,55.0,55.0,21.43,-598.52,4.18
1228,12,beauce_5_sa_028,2.0,0.0,0.0,0.0,1.0,3.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,90.64001307904132,-24.0,129.76444497196917,267.81354087524215,281.5,375.67741621508014,73.24771970484433,69.95277821014389,68.78437709881621,55.0,55.0,55.0,28.29,-633.8,4.28
1229,12,beauce_5_sa_029,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.93666570488878,-24.0,149.8381732251015,296.82954506379264,281.5,352.08226697421287,51.74486908610843,55.0,90.64555747295692,55.0,55.0,55.0,23.03,-605.01,4.11
1230,12,beauce_5_sa_030,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,85.9086042757524,-24.0,156.12952029373898,222.98059280244968,281.5,330.9401282399034,73.46199153125941,55.0,56.42401981918434,55.0,55.0,55.0,30.6,-637.11,4.65
1231,12,beauce_5_sa_031,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.304993940424,-32.84862799894762,116.42341448552348,266.5,281.5,342.856937690669,37.07782100381078,55.0,55.0,55.0,55.0,55.0,15.87,-577.75,3.91
1232,12,beauce_5_sa_032,1.0,1.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.151135873915,-11.241681830477605,301.96653118543287,266.5,281.5,354.67535993365675,10.775670394753972,33.25189149700408,55.0,55.0,55.0,55.0,24.03,-626.32,4.48
1233,12,beauce_5_sa_033,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,50.270090694982954,-25.789484689590477,214.5,266.5,281.5,334.61458393002084,55.0,55.0,55.0,55.0,55.0,55.0,19.6,-584.44,3.87
1234,12,beauce_5_sa_034,3.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,100.12296439220464,-24.0,158.56853815546387,266.58379007025724,261.6113785637494,354.9673958882721,62.822716041854,17.294222386493193,86.38487000052488,55.0,88.52219049617534,55.0,27.8,-620.35,4.3
1235,12,beauce_5_sa_035,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103.31843901996608,-24.0,108.15582988420526,266.5,281.5,333.00374820145964,41.37631902333382,55.0,55.0,55.0,55.0,55.0,34.63,-630.77,4.39
