point_idx,sim_idx,parcelle,feat_0,feat_1,feat_2,feat_3,feat_4,feat_5,feat_6,feat_7,feat_8,feat_9,feat_10,feat_11,feat_12,feat_13,feat_14,feat_15,feat_16,feat_17,feat_18,feat_19,feat_20,feat_21,feat_22,feat_23,feat_24,feat_25,N_lixi,DeltaCorg,Yield
0,0,beauce_5_sa_000,1.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,79.51491214517847,-9.73006448608838,251.65454090271183,266.5,281.5,365.7686919629186,96.64795212089795,55.0,55.0,55.0,55.0,55.0,24.73,-615.92,4.33
1,0,beauce_5_sa_001,2.0,1.0,0.0,0.0,1.0,2.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,49.36097968200804,-32.27023277695289,261.23668778259304,219.28863890992005,281.5,375.6186837520497,93.774822984618,42.36504117431484,44.735455579569646,27.061440993766492,55.0,55.0,20.41,-608.54,3.99
2,0,beauce_5_sa_002,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,64.71033894240955,-19.512286251929886,214.5,266.5,281.5,360.8918555083435,55.0,55.0,55.0,55.0,55.0,55.0,21.78,-590.79,3.95
3,0,beauce_5_sa_003,1.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,62.17710189045711,-24.0,203.41432518849095,266.5,281.5,344.99508806987336,47.73508658023384,74.75169215293246,55.0,55.0,55.0,55.0,22.36,-600.25,4.17
4,0,beauce_5_sa_004,1.0,1.0,1.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,73.95177032469823,-39.45787287156714,198.7420818559993,266.5,281.5,380.4338960529813,28.88006225884018,55.0,55.0,55.0,55.0,55.0,22.9,-568.7,3.97
5,0,beauce_5_sa_005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.65149650418421,-24.0,214.5,266.5,281.5,331.4790286278843,55.0,55.0,55.0,55.0,55.0,55.0,20.72,-603.35,4.16
6,0,beauce_5_sa_006,2.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,93.45740053169244,-8.192766371430992,304.8614636283287,281.3839941790727,281.5,366.9927851597846,70.3497414778538,98.38885862469525,11.759544389018746,38.769043831126154,55.0,55.0,26.08,-627.18,4.36
7,0,beauce_5_sa_007,3.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,3.0,0.0,1.0,3.0,0.0,70.48768188327341,-24.0,146.57781159623232,313.09158952684686,311.2473436439862,381.7874885394382,66.7222673468585,75.16903806804113,91.50851990968386,91.08994058019891,43.68106303961027,55.0,27.3,-609.73,4.0
8,0,beauce_5_sa_008,1.0,1.0,1.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,61.32189109763584,-24.408491146506694,110.4582682805206,266.5,281.5,324.9989879294626,65.36291276170209,35.17143919707783,55.0,55.0,55.0,55.0,19.94,-594.82,4.11
9,0,beauce_5_sa_009,3.0,1.0,1.0,1.0,0.0,3.0,1.0,3.0,0.0,3.0,1.0,0.0,0.0,0.0,96.40847137452135,-9.184285362480608,267.9360746606487,263.9224517692499,273.2428963185835,349.7734789157608,47.16868012786077,55.0,87.35191742065409,76.71147186214866,76.4627674582344,55.0,25.53,-623.1,4.45
10,0,beauce_5_sa_010,1.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,78.76014947506434,-24.0,319.7558607218782,266.5,281.5,341.08018933405043,20.49126459500915,91.0105131060604,55.0,55.0,55.0,55.0,24.11,-619.47,4.44
11,0,beauce_5_sa_011,3.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,56.76397262207919,-24.0,240.84752936228764,293.7242997613778,250.91831516637035,331.14272987595507,81.73742444425433,74.98402736731332,16.171757750304902,55.0,57.804012355431006,55.0,20.66,-596.34,4.14
12,0,beauce_5_sa_012,0.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,61.15748125191006,-30.13421381885463,214.5,266.5,281.5,379.15989209968274,55.0,55.0,55.0,55.0,55.0,55.0,24.7,-571.31,3.74
13,0,beauce_5_sa_013,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,82.66887383713868,-24.0,159.82910145967273,266.5,281.5,366.2052420652817,25.84228471860546,54.12719430555694,55.0,55.0,55.0,55.0,26.59,-628.16,4.37
14,0,beauce_5_sa_014,3.0,1.0,1.0,3.0,1.0,3.0,1.0,0.0,1.0,3.0,1.0,3.0,1.0,1.0,91.05048302765924,-43.74880441613668,223.63821533710632,293.7744210120029,267.34188846321246,342.94867026573036,88.65960366109125,15.220780988414734,52.29952857563492,43.5305634444802,23.04875240920385,24.450987460716085,20.16,-574.26,4.22
15,0,beauce_5_sa_015,3.0,1.0,0.0,3.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,1.0,3.0,45.45631931014437,-27.7849488895927,238.12832122710583,228.25536464811216,310.74103704720716,369.9425154057856,14.077259692191811,29.330405072654504,97.86194609299848,52.4362320315316,19.46240397354705,57.58595313607963,19.04,-606.57,3.86
16,0,beauce_5_sa_016,1.0,1.0,1.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,46.68009778032718,-20.73727068053976,320.52380925017644,266.5,281.5,376.1069130687326,20.613368571536824,60.54220911414751,55.0,55.0,55.0,55.0,28.64,-616.53,3.7
17,0,beauce_5_sa_017,3.0,1.0,0.0,2.0,0.0,1.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,51.57804429954719,-42.61285669884723,206.13531561303256,272.13009446670435,288.5046574688792,373.4353847190617,99.57231701821333,55.0,42.01144216937679,55.0,11.48990791461514,55.0,15.19,-577.94,4.07
18,0,beauce_5_sa_018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.75836784369422,-24.0,214.5,266.5,281.5,364.2619912466748,55.0,55.0,55.0,55.0,55.0,55.0,23.96,-602.45,3.99
19,0,beauce_5_sa_019,2.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,62.02907301931998,-40.964580065408605,290.86505903194063,218.7042253528693,281.5,346.65092728030027,19.94309006404736,55.0,97.61653480412971,59.37312644287448,55.0,55.0,18.87,-565.17,4.04
20,0,beauce_5_sa_020,2.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,59.213516903250664,-24.0,282.85197707950147,263.4270658903519,281.5,357.1477992558796,47.79873411306301,55.0,98.64834548788458,55.0,55.0,55.0,23.28,-604.19,4.07
21,0,beauce_5_sa_021,2.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,53.6100774510159,-23.82532608640394,197.99119890558904,238.21357323963605,281.5,351.0507450096609,13.903768382525346,55.0,59.67911913043872,55.0,55.0,55.0,21.2,-588.03,3.9
22,0,beauce_5_sa_022,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,78.39745659198095,-27.044329314501944,214.5,266.5,281.5,334.23843209529963,55.0,55.0,55.0,55.0,55.0,55.0,21.25,-606.21,4.43
23,0,beauce_5_sa_023,2.0,1.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,82.78120982229345,-5.2396981426542695,226.19015940456663,320.99705791066555,281.5,353.4552726399637,23.114928230021057,93.72811260287074,58.37586596423733,55.0,55.0,55.0,24.94,-625.52,4.43
24,0,beauce_5_sa_024,2.0,0.0,0.0,0.0,0.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,82.2510061668988,-24.0,145.88302361814564,280.38923527818406,281.5,369.1117248506763,73.44112271114383,55.0,22.76406500569948,70.83223240770127,55.0,55.0,26.63,-633.91,4.43
25,0,beauce_5_sa_025,3.0,1.0,1.0,3.0,0.0,1.0,1.0,0.0,1.0,2.0,3.0,0.0,2.0,3.0,48.924848480086744,-6.439947680438863,263.5711394640049,229.1140058742756,263.0732290215836,354.70278096676924,95.72875661248474,55.0,28.423013094920037,62.71350641787342,96.54305474690052,33.84946987555804,23.4,-626.02,3.85
26,0,beauce_5_sa_026,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.30862768667058,-6.78369317289696,165.64015749829693,266.5,281.5,355.51180770468596,66.09731246125315,55.0,55.0,55.0,55.0,55.0,23.43,-618.42,4.33
27,0,beauce_5_sa_027,3.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,3.0,0.0,2.0,0.0,0.0,81.30260866642774,-24.0,151.30862924727197,229.1245421698037,255.45087517770455,330.4296154330174,29.553477873341595,41.08745653074248,82.87984120876243,55.0,40.71751464040618,55.0,29.34,-639.83,4.7
28,0,beauce_5_sa_028,2.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,52.659114485745945,-24.0,321.9729616886335,236.35471547048317,281.5,349.30108097218357,73.47826605276897,55.0,37.74169766617263,46.20836058236767,55.0,55.0,22.35,-603.13,4.0
29,0,beauce_5_sa_029,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.67748567224172,-24.0,164.6651252348855,266.5,281.5,361.87889941552,24.735796792726667,55.0,55.0,55.0,55.0,55.0,23.57,-598.11,4.1
30,0,beauce_5_sa_030,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.16211826614213,-34.431443135077245,214.5,266.5,281.5,334.61095257988825,55.0,55.0,55.0,55.0,55.0,55.0,23.21,-607.45,4.56
31,0,beauce_5_sa_031,2.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,73.9430165140022,-24.0,169.0007318535254,228.82906252290064,281.5,372.1144165155929,57.91757617789627,55.0,58.8718717422557,55.0,55.0,55.0,25.44,-606.46,4.12
32,0,beauce_5_sa_032,3.0,1.0,1.0,2.0,0.0,1.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,81.6563998236186,-30.08511988259195,312.4719128219019,315.55905991161745,317.776779505517,370.6876555384501,68.37909598370226,55.0,22.930129309397373,55.0,93.93409529525552,55.0,22.68,-578.08,4.01
33,0,beauce_5_sa_033,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,69.47895257955255,-24.67601258988465,308.23301409421236,266.5,281.5,364.2719466917772,36.25214232085306,98.79876771004312,55.0,55.0,55.0,55.0,21.61,-582.04,4.02
34,0,beauce_5_sa_034,2.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,71.08210448696676,-24.0,268.53824278044226,289.95451336736414,281.5,352.4609549250746,60.56528771032581,55.28276593985502,24.280167672918303,95.67116908617469,55.0,55.0,23.39,-603.79,4.21
35,0,beauce_5_sa_035,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,66.0316681142177,-7.296305119616136,214.5,266.5,281.5,339.05460295965514,55.0,55.0,55.0,55.0,55.0,55.0,22.92,-609.92,4.3
36,0,beauce_5_sa_036,3.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,71.63786827571258,-24.0,204.66830184031755,227.90445727167815,312.80343434781497,356.4260839057707,99.59799159464347,55.0,52.01725560888569,77.16937209633963,34.986006042358156,13.720383231013065,23.28,-611.42,4.3
37,0,beauce_5_sa_037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.62607365750833,-24.0,214.5,266.5,281.5,372.2793409475538,55.0,55.0,55.0,55.0,55.0,55.0,25.19,-609.71,4.12
38,0,beauce_5_sa_038,3.0,1.0,1.0,1.0,1.0,0.0,0.0,3.0,1.0,0.0,1.0,2.0,0.0,1.0,91.3980933978836,-29.96641292799053,251.5311582326925,230.51606271426,284.1108574361406,338.1039886330149,33.333413149764624,51.01655433512438,79.51006076566301,55.0,87.90759673994621,83.3862655293431,24.33,-618.86,4.54
39,0,beauce_5_sa_039,2.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,68.93748416712995,-24.0,261.69751359627276,261.5538685825988,281.5,383.5745677397166,80.35946595868683,55.0,13.508883904775074,39.588674830073614,55.0,55.0,27.63,-604.22,3.94
40,0,beauce_5_sa_040,2.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,57.363328983484344,-24.0,313.6896069153771,217.38262797629525,281.5,350.20741400110774,79.56160818080522,55.0,71.17149310442778,55.0,55.0,55.0,22.09,-598.92,4.08
41,0,beauce_5_sa_041,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0230977652836,-42.08927986176996,132.80614123308985,266.5,281.5,373.6315100327853,78.49966621669608,55.0,55.0,55.0,55.0,55.0,17.13,-589.23,4.16
42,0,beauce_5_sa_042,2.0,1.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,85.73242813638902,-33.94349741299287,247.75796142609,313.453840187335,281.5,340.830923413929,30.432872169148155,55.0,37.819906724913814,42.103194288913706,55.0,55.0,20.51,-585.22,4.27
43,0,beauce_5_sa_043,3.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,1.0,0.0,0.0,1.0,3.0,2.0,99.41340343499688,-24.0,141.8409346073762,300.67164447729124,275.12681782006393,340.13603614513346,81.53218781009427,72.7821654747076,64.47713866530336,15.57347376716309,21.94207268480917,60.47152499601749,29.53,-629.81,4.44
44,0,beauce_5_sa_044,3.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,3.0,0.0,1.0,0.0,0.0,69.29808680376667,-24.0,218.60209613711305,248.9628655433374,320.7961894945491,349.3101359686243,79.89895560637157,47.40424904709475,82.1407790375053,55.0,82.7231690405391,56.12439987805932,22.43,-596.51,4.24
45,0,beauce_5_sa_045,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,79.48619969713182,-42.40249085648943,214.5,266.5,281.5,343.9051310606939,55.0,55.0,55.0,55.0,55.0,55.0,19.41,-556.68,4.11
46,0,beauce_5_sa_046,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.09758971888152,-13.27126681307364,214.5,266.5,281.5,353.1543450710431,55.0,55.0,55.0,55.0,55.0,55.0,22.23,-614.2,4.18
47,0,beauce_5_sa_047,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.9420688187112,-32.71320022561776,140.80346095503938,266.5,281.5,372.7255031761151,52.58124470996083,55.0,55.0,55.0,55.0,55.0,24.14,-589.72,4.12
48,0,beauce_5_sa_048,3.0,1.0,0.0,2.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,92.31770191633456,-10.019545706084712,219.4082559632223,262.2305204029071,291.3989335825147,327.28384205185387,98.7192809175334,48.030475595389994,77.25036291313202,12.602549377469506,34.49642181969101,55.0,33.36,-641.72,4.57
49,0,beauce_5_sa_049,1.0,1.0,0.0,3.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,83.69975226474979,-38.370057491621694,135.09849585620128,266.5,281.5,364.1748569658569,60.5508943922819,66.28195555581486,55.0,55.0,55.0,55.0,21.29,-563.93,4.03
50,0,beauce_5_sa_050,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.00836532121892,-24.0,152.6219817917818,266.5,281.5,383.9462017528326,74.9396007208671,55.0,55.0,55.0,55.0,55.0,28.36,-604.75,3.98
51,0,beauce_5_sa_051,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.2839235100594,-24.0,301.97310690234053,266.5,281.5,340.28917262223723,88.17528426240854,55.0,55.0,55.0,55.0,55.0,27.67,-632.34,4.48
52,0,beauce_5_sa_052,2.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,56.194689158189135,-24.0,191.14295002762924,242.52175117118549,281.5,353.47494204315313,20.73427817403048,55.0,97.11653909610835,55.0,55.0,55.0,22.69,-607.71,4.1
53,0,beauce_5_sa_053,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,59.89417241261832,-7.796935879465252,260.5755420688124,246.0252917449097,281.5,382.60285513642793,18.569003857336213,49.788170900384394,32.34484866266304,55.0,55.0,55.0,27.28,-611.81,3.85
54,0,beauce_5_sa_054,2.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,79.18696769480607,-24.0,249.66368858418025,264.34793919546877,281.5,380.07035017125946,43.13302818904956,55.0,79.61000143153792,79.33796500711554,55.0,55.0,27.72,-611.49,4.1
55,0,beauce_5_sa_055,2.0,1.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,85.31816120837556,-13.783941425612667,152.52767036086152,255.4085863686443,281.5,359.91084445662784,18.57041793040476,55.0,35.54505241138618,55.0,55.0,55.0,24.14,-624.65,4.44
56,0,beauce_5_sa_056,1.0,1.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,100.31858779465816,-17.458497057796784,220.08679434971157,266.5,281.5,333.8422713468427,10.848700261952354,55.0,55.0,55.0,55.0,55.0,30.61,-631.61,4.63
57,0,beauce_5_sa_057,1.0,1.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,101.19206891620976,-18.24226970032585,250.71178502340328,266.5,281.5,350.22233388887093,15.493247143123453,48.24830121312988,55.0,55.0,55.0,55.0,24.95,-621.17,4.43
58,0,beauce_5_sa_058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.20427783124663,-24.0,214.5,266.5,281.5,381.3085199295686,55.0,55.0,55.0,55.0,55.0,55.0,28.62,-613.78,3.97
59,0,beauce_5_sa_059,3.0,1.0,1.0,1.0,1.0,0.0,0.0,3.0,0.0,3.0,3.0,1.0,0.0,0.0,82.13331370543465,-21.773147300423823,246.09412179167083,245.86667847211916,288.53001736554234,346.41769765498566,71.67561304421868,98.70215790191124,66.74813165712692,55.0,52.632488714297914,55.0,22.95,-602.64,4.31
60,0,beauce_5_sa_060,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.13921763364215,-24.0,214.5,266.5,281.5,381.9410344891059,55.0,55.0,55.0,55.0,55.0,55.0,28.59,-626.9,4.2
61,0,beauce_5_sa_061,2.0,0.0,0.0,0.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,75.01813318768615,-24.0,301.7971048969374,275.20034251528466,281.5,347.92899033586343,98.06405831800852,94.91884285296624,98.11838044042082,56.748558347371215,55.0,55.0,23.45,-605.4,4.35
62,0,beauce_5_sa_062,1.0,1.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.13103835755733,-36.71745220560935,291.68604406105965,266.5,281.5,360.90480919549987,31.51370713659377,55.0,55.0,55.0,55.0,55.0,20.88,-574.22,4.08
63,0,beauce_5_sa_063,3.0,1.0,0.0,2.0,0.0,2.0,1.0,1.0,1.0,3.0,0.0,0.0,1.0,2.0,95.3418444858532,-31.124666729433695,182.73845955433063,303.5132117942009,245.41027455842976,361.4640547340884,71.8668284198599,55.0,90.69880809057314,18.374744052159738,13.734112117532131,32.48530484800358,22.52,-595.46,4.31
64,0,beauce_5_sa_064,2.0,1.0,0.0,0.0,0.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,79.09903707319381,-10.363159076711112,222.49232270878372,279.4138454678912,281.5,375.21871127713746,46.439433055760254,55.0,28.982467141292545,22.12489606367331,55.0,55.0,25.1,-611.56,4.16
65,0,beauce_5_sa_065,3.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,3.0,0.0,0.0,0.0,3.0,55.77494013318583,-24.0,222.23159712226445,294.7101725208802,317.5645255987231,373.7855600992572,56.42676351739381,52.24355903342134,83.22506365046704,99.77869614272164,51.03187758060323,95.7895911409168,26.7,-608.67,3.85
66,0,beauce_5_sa_066,2.0,1.0,1.0,1.0,0.0,2.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,45.1178321342811,-11.964503741844624,243.3402581730618,302.9864964789581,281.5,359.0184008806006,59.21662662900648,55.0,41.733862796092055,55.0,55.0,55.0,23.86,-620.28,3.78
67,0,beauce_5_sa_067,3.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,57.65108943923124,-24.0,246.67020176852265,294.8486070674978,240.76955886610287,367.7750310767533,96.89592004663174,55.0,42.39177499576133,55.0,59.6926998051642,55.0,25.13,-602.61,3.97
68,0,beauce_5_sa_068,3.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,52.685049718368994,-24.0,284.3808958319272,245.93726184652996,260.98639616863795,383.9420700257867,80.29867346401852,55.0,87.11696193190157,56.80426311427035,28.83782480156268,70.89772467222497,29.33,-608.88,3.69
69,0,beauce_5_sa_069,3.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,1.0,3.0,0.0,3.0,0.0,2.0,81.20291595004014,-24.0,106.20379387653006,233.6496642247223,297.55543917732746,330.63738243920756,23.018006576410897,87.6178337374932,23.84732445014489,55.0,81.96551364726032,18.99016540223488,28.49,-638.02,4.66
70,0,beauce_5_sa_070,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.29663495814597,-24.0,166.87999151589895,266.5,281.5,339.4994001671031,28.721300180709324,55.0,55.0,55.0,55.0,55.0,24.11,-616.47,4.45
71,0,beauce_5_sa_071,3.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,90.62807880755764,-42.360202395723334,227.73712569069107,277.3479973740379,283.72304958075836,328.13533256763924,22.66346376566661,55.0,32.030013082880274,55.0,46.234125627741825,55.0,27.62,-625.13,4.53
72,0,beauce_5_sa_072,3.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,103.83758633392029,-4.04518832235641,278.4714483789795,249.7076405625293,309.5133671131346,359.81201877961064,34.86530397300897,55.0,24.84402434486316,55.0,60.4352896759552,55.0,28.07,-623.74,4.34
73,0,beauce_5_sa_073,3.0,1.0,1.0,1.0,1.0,3.0,1.0,0.0,0.0,3.0,2.0,3.0,0.0,0.0,77.82826324376623,-28.785959743420374,183.22682351915176,234.76779642179892,301.6748585712225,377.1021436603448,67.42083307676339,99.27168498666413,15.437515379571106,84.71962821323885,80.6270956745417,55.0,23.57,-577.75,3.97
74,0,beauce_5_sa_074,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.31202428990284,-24.0,135.6829138650267,266.5,281.5,334.0175051661233,35.505817350323895,55.0,55.0,55.0,55.0,55.0,32.72,-632.87,4.54
75,0,beauce_5_sa_075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.9902309556946,-24.0,214.5,266.5,281.5,361.2146181834423,55.0,55.0,55.0,55.0,55.0,55.0,26.54,-629.51,4.39
76,0,beauce_5_sa_076,2.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,75.35650201429203,-24.0,311.94918997863294,215.28866707145215,281.5,354.62539921208827,10.617162536821548,55.0,30.927456941863365,51.05890809781663,55.0,55.0,23.99,-609.67,4.35
77,0,beauce_5_sa_077,1.0,1.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.758466271266435,-25.39484164350663,191.28294639397075,266.5,281.5,324.93853992821596,79.97516360409921,55.0,55.0,55.0,55.0,55.0,21.06,-606.31,4.21
78,0,beauce_5_sa_078,2.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,53.01774693212808,-24.0,149.2593698756241,229.52597505195624,281.5,370.1282470450041,39.81432549367013,55.0,14.727686552577442,69.58242850813701,55.0,55.0,25.42,-603.28,3.83
79,0,beauce_5_sa_079,3.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,59.86622071764538,-24.0,129.8443858302283,292.40319539383205,292.108554033878,334.537084901189,62.61138609055165,82.29023262588585,98.78673850424735,55.0,82.18667545557432,69.72100858663966,21.82,-592.3,4.13
80,0,beauce_5_sa_080,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.24143467638125,-24.0,213.88097605686184,305.41032524864323,281.5,344.64105268482797,67.48841556102992,55.0,87.61088173701538,55.0,55.0,55.0,26.02,-624.6,4.39
81,0,beauce_5_sa_081,2.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,57.244588885764614,-24.0,203.81297032529784,249.397036859587,281.5,324.5284105785073,69.36672383772441,78.59062293610046,20.17240248468069,95.12076908123994,55.0,55.0,20.44,-603.59,4.18
82,0,beauce_5_sa_082,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.64364613048171,-24.0,280.58527409849853,266.5,281.5,333.8006010291797,45.00647827678593,55.0,55.0,55.0,55.0,55.0,20.84,-604.07,4.03
83,0,beauce_5_sa_083,2.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,73.28835502256291,-24.0,275.5189423469674,223.2944610744289,281.5,334.92602160712556,44.3802687049655,46.08350847036666,16.10711067145633,55.0,55.0,55.0,22.48,-601.08,4.38
84,0,beauce_5_sa_084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.35342172267826,-24.0,214.5,266.5,281.5,329.3792067682653,55.0,55.0,55.0,55.0,55.0,55.0,20.19,-603.68,4.19
85,0,beauce_5_sa_085,2.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,2.0,2.0,0.0,94.64049632118753,-24.0,140.7959941779979,240.90036041473945,281.5,366.05331478396056,84.38173459165783,25.753402561702536,95.4359389332512,90.67602358816376,55.0,55.0,27.36,-625.79,4.33
