ESPECE;maisTP;maisP;maisDP;maisDT;maisT;maisTT;maisEnsilTP;maisEnsilP;maisEnsilDP;maisEnsilDT;maisEnsilT;maisEnsilTT;maisSemence;tournesol;BTH;BDH;orgeh;orgep;triticaleh;poish;poisp;feveroleh;colza;sorgho;soja;betterave;pdt;chanvre;gel;ciColza;ciSorgho;ciPois;ciFeverole;ciTriticaleEnsil;ciOrgehEnsil;ciMoutardeBlanche;ciVesce;mon_espece
RENDEMENT_OPTIMAL;NA;NA;10;NA;14;NA;NA;14;14;14;14;14;NA;3;9;NA;8;7;NA;5;4;NA;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;8;NA;NA;NA;NA
