feat_0,feat_1,feat_2,feat_3,feat_4,feat_5,feat_6,feat_7,feat_8,feat_9,feat_10,feat_11,feat_12,feat_13,Milieu (Climat),Milieu (Sol),N_lixi,dCorg,rdt,point_idx,parcelle
1,1,76.0,-43.0,2.7,14.8,10.0,272.0,383.0,393.0,363.0,38.6,10.0,10.0,0,0,0.8194736842105264,-72.36631578947369,7.447777777777778,140,beauce_5_sa_040
0,0,82.0,-20.0,3.5,15.0,10.0,259.0,383.0,393.0,356.0,10.0,10.0,10.0,0,0,1.6863157894736842,-136.29631578947368,5.386666666666667,141,beauce_5_sa_041
0,2,69.0,-17.0,3.5,21.5,22.7,259.0,383.0,393.0,18.0,10.0,10.0,10.0,0,0,1.546842105263158,-159.1678947368421,5.296666666666667,142,beauce_5_sa_042
1,2,54.0,-28.0,3.5,9.4,9.0,242.0,383.0,393.0,353.0,16.5,10.0,10.0,0,0,0.6236842105263157,-108.7021052631579,6.42,143,beauce_5_sa_043
3,1,76.0,-11.0,2.8,2.2,10.0,163.0,231.0,305.0,330.0,50.7,63.2,11.1,0,0,2.8757894736842107,-40.916315789473686,8.995555555555557,144,beauce_5_sa_044
3,1,85.0,-18.0,4.0,1.1,10.0,150.0,308.0,309.0,11.0,26.4,46.6,74.5,0,0,11.074736842105262,-47.04105263157894,8.875555555555556,145,beauce_5_sa_045
2,1,62.0,-31.0,1.2,16.7,10.0,256.0,257.0,393.0,354.0,10.6,43.5,10.0,0,0,0.9805263157894736,-55.70263157894736,7.812222222222222,146,beauce_5_sa_046
0,2,56.0,-18.0,2.9,10.8,12.3,259.0,383.0,393.0,339.0,10.0,10.0,10.0,0,0,0.7331578947368421,-107.2742105263158,5.404444444444445,147,beauce_5_sa_047
3,1,65.0,-31.0,3.7,12.4,10.0,301.0,302.0,303.0,342.0,30.4,71.7,10.2,0,0,6.934210526315789,-46.235789473684214,8.53888888888889,148,beauce_5_sa_048
1,1,64.0,-14.0,2.5,9.6,10.0,192.0,383.0,393.0,8.0,51.9,10.0,10.0,0,0,1.7584210526315789,-104.82789473684213,7.836666666666667,149,beauce_5_sa_049
3,0,68.0,-20.0,3.3,15.0,10.0,209.0,249.0,286.0,335.0,47.2,29.2,23.8,0,0,1.5710526315789473,-28.53263157894737,8.871111111111112,150,beauce_5_sa_050
2,2,85.0,-30.0,3.9,13.0,20.6,216.0,274.0,393.0,18.0,36.0,33.1,10.0,0,0,1.638421052631579,-62.10842105263159,8.372222222222222,151,beauce_5_sa_051
1,0,80.0,-20.0,1.7,15.0,10.0,278.0,383.0,393.0,1.0,34.6,10.0,10.0,0,0,2.282105263157894,-164.67105263157896,7.472222222222222,152,beauce_5_sa_052
2,2,61.0,-6.0,3.2,22.0,15.6,177.0,256.0,393.0,355.0,15.0,89.4,10.0,0,0,4.017894736842106,-32.74105263157895,8.600000000000001,153,beauce_5_sa_053
3,0,64.0,-20.0,1.0,15.0,10.0,298.0,299.0,320.0,352.0,15.4,33.8,79.0,0,0,9.834736842105263,-36.02894736842105,8.545555555555556,154,beauce_5_sa_054
2,0,64.0,-20.0,1.9,15.0,10.0,198.0,220.0,393.0,339.0,32.3,99.5,10.0,0,0,3.1426315789473684,-93.96052631578948,8.995555555555557,155,beauce_5_sa_055
2,0,54.0,-20.0,3.1,15.0,10.0,168.0,224.0,393.0,15.0,41.2,28.9,10.0,0,0,2.9526315789473685,-119.89842105263156,8.368888888888888,156,beauce_5_sa_056
3,0,84.0,-20.0,1.1,15.0,10.0,114.0,298.0,299.0,5.0,94.3,35.6,38.5,0,0,12.09,-46.695789473684215,8.995555555555557,157,beauce_5_sa_057
1,0,87.0,-20.0,1.2,15.0,10.0,147.0,383.0,393.0,15.0,66.2,10.0,10.0,0,0,4.738947368421053,-142.88842105263157,8.25,158,beauce_5_sa_058
3,1,101.0,-14.0,3.7,6.6,10.0,240.0,241.0,261.0,341.0,49.1,87.3,59.5,0,0,9.347894736842104,12.383157894736842,8.873333333333333,159,beauce_5_sa_059
2,2,93.0,-22.0,2.4,8.8,18.8,112.0,285.0,393.0,348.0,43.0,61.3,10.0,0,0,4.330526315789474,-26.588421052631578,8.82,160,beauce_5_sa_060
1,1,88.0,-19.0,2.9,17.5,10.0,179.0,383.0,393.0,328.0,30.8,10.0,10.0,0,0,2.039473684210526,-54.66789473684211,6.737777777777778,161,beauce_5_sa_061
2,2,75.0,-30.0,3.2,23.8,16.3,235.0,253.0,393.0,352.0,32.8,54.1,10.0,0,0,0.728421052631579,-21.215789473684207,8.747777777777777,162,beauce_5_sa_062
2,0,89.0,-20.0,3.5,15.0,10.0,195.0,290.0,393.0,11.0,70.7,44.0,10.0,0,0,4.270526315789474,-79.4578947368421,8.958888888888888,163,beauce_5_sa_063
0,0,71.0,-20.0,1.7,15.0,10.0,259.0,383.0,393.0,351.0,10.0,10.0,10.0,0,0,1.608947368421053,-161.44473684210524,5.751111111111111,164,beauce_5_sa_064
1,0,58.0,-20.0,1.2,15.0,10.0,177.0,383.0,393.0,332.0,24.3,10.0,10.0,0,0,1.426842105263158,-100.3878947368421,6.76,165,beauce_5_sa_065
0,2,72.0,-28.0,3.6,7.3,21.1,259.0,383.0,393.0,351.0,10.0,10.0,10.0,0,0,0.7168421052631578,-106.35052631578948,5.4255555555555555,166,beauce_5_sa_066
0,1,65.0,-43.0,3.8,21.0,10.0,259.0,383.0,393.0,350.0,10.0,10.0,10.0,0,0,0.6978947368421052,-110.44894736842106,5.493333333333333,167,beauce_5_sa_067
1,0,104.0,-20.0,1.8,15.0,10.0,316.0,383.0,393.0,4.0,83.6,10.0,10.0,0,0,7.968421052631579,-132.09526315789472,8.12,168,beauce_5_sa_068
0,0,71.0,-20.0,1.6,15.0,10.0,259.0,383.0,393.0,1.0,10.0,10.0,10.0,0,0,1.7726315789473683,-179.02684210526317,5.677777777777778,169,beauce_5_sa_069
0,0,104.0,-20.0,1.1,15.0,10.0,259.0,383.0,393.0,19.0,10.0,10.0,10.0,0,0,2.2884210526315787,-160.7836842105263,5.264444444444445,170,beauce_5_sa_070
2,2,92.0,-7.0,1.3,17.6,5.6,212.0,244.0,393.0,355.0,61.8,64.5,10.0,0,0,1.7789473684210524,-11.58736842105263,8.977777777777778,171,beauce_5_sa_071
2,0,91.0,-20.0,1.3,15.0,10.0,217.0,218.0,393.0,350.0,60.1,37.2,10.0,0,0,2.5921052631578947,-75.63526315789473,8.893333333333333,172,beauce_5_sa_072
3,0,87.0,-20.0,3.9,15.0,10.0,245.0,319.0,320.0,360.0,14.6,70.9,89.3,0,0,14.892105263157896,-67.5,8.92,173,beauce_5_sa_073
3,0,52.0,-20.0,1.1,15.0,10.0,265.0,266.0,267.0,13.0,38.1,76.7,77.8,0,0,22.978421052631575,-90.64736842105263,8.731111111111112,174,beauce_5_sa_074
1,2,53.0,-19.0,1.6,14.6,12.8,182.0,383.0,393.0,342.0,92.3,10.0,10.0,0,0,1.2321052631578948,-22.09578947368421,8.805555555555555,175,beauce_5_sa_075
1,2,103.0,-34.0,2.0,9.6,23.2,109.0,383.0,393.0,354.0,78.3,10.0,10.0,0,0,5.747368421052632,-38.5421052631579,8.337777777777777,176,beauce_5_sa_076
0,1,64.0,-30.0,2.2,15.1,10.0,259.0,383.0,393.0,345.0,10.0,10.0,10.0,0,0,0.6826315789473685,-105.63315789473684,5.4,177,beauce_5_sa_077
2,0,76.0,-20.0,3.2,15.0,10.0,201.0,252.0,393.0,11.0,12.2,19.4,10.0,0,0,2.1689473684210525,-134.8621052631579,7.0344444444444445,178,beauce_5_sa_078
3,2,101.0,-17.0,2.4,10.1,7.8,248.0,272.0,316.0,4.0,51.1,14.7,91.2,0,0,7.159473684210527,-19.348421052631583,8.916666666666666,179,beauce_5_sa_079
0,2,104.0,-31.0,2.8,14.5,24.1,259.0,383.0,393.0,359.0,10.0,10.0,10.0,0,0,0.9336842105263156,-101.22,5.386666666666667,180,beauce_5_sa_080
1,2,65.0,-43.0,1.6,5.8,18.7,285.0,383.0,393.0,349.0,56.7,10.0,10.0,0,0,1.206842105263158,-73.94736842105263,7.703333333333333,181,beauce_5_sa_081
1,1,59.0,-17.0,1.8,21.6,10.0,215.0,383.0,393.0,360.0,18.3,10.0,10.0,0,0,1.1968421052631577,-114.41631578947369,6.311111111111111,182,beauce_5_sa_082
1,0,53.0,-20.0,1.3,15.0,10.0,241.0,383.0,393.0,332.0,14.8,10.0,10.0,0,0,1.4847368421052631,-115.4315789473684,6.279999999999999,183,beauce_5_sa_083
0,2,101.0,-21.0,2.8,6.0,21.8,259.0,383.0,393.0,10.0,10.0,10.0,10.0,0,0,1.366842105263158,-131.31578947368422,5.37,184,beauce_5_sa_084
1,2,67.0,-40.0,3.7,7.6,21.5,316.0,383.0,393.0,12.0,46.8,10.0,10.0,0,0,2.5642105263157893,-140.36368421052632,7.205555555555555,185,beauce_5_sa_085
3,0,97.0,-20.0,2.0,15.0,10.0,188.0,312.0,313.0,365.0,89.1,54.0,70.7,0,0,13.76842105263158,-8.480000000000004,8.976666666666667,186,beauce_5_sa_086
2,1,89.0,-10.0,1.9,20.9,10.0,146.0,253.0,393.0,362.0,28.5,70.7,10.0,0,0,2.421578947368421,-63.57578947368421,8.896666666666667,187,beauce_5_sa_087
2,0,83.0,-20.0,2.2,15.0,10.0,260.0,261.0,393.0,342.0,57.4,48.4,10.0,0,0,4.4126315789473685,-21.51315789473684,8.607777777777777,188,beauce_5_sa_088
1,0,82.0,-20.0,3.1,15.0,10.0,175.0,383.0,393.0,346.0,66.8,10.0,10.0,0,0,3.093157894736842,-77.66315789473684,8.19,189,beauce_5_sa_089
3,1,81.0,-41.0,2.9,15.3,10.0,138.0,259.0,260.0,334.0,51.4,98.9,91.3,0,0,15.33578947368421,10.04684210526316,8.931111111111111,190,beauce_5_sa_090
1,0,92.0,-20.0,3.7,15.0,10.0,322.0,383.0,393.0,339.0,77.2,10.0,10.0,0,0,7.680000000000001,-63.02315789473685,7.722222222222222,191,beauce_5_sa_091
0,0,105.0,-20.0,1.8,15.0,10.0,259.0,383.0,393.0,331.0,10.0,10.0,10.0,0,0,3.011052631578947,-119.74947368421051,5.402222222222222,192,beauce_5_sa_092
1,0,67.0,-20.0,1.8,15.0,10.0,281.0,383.0,393.0,359.0,45.9,10.0,10.0,0,0,3.1915789473684213,-150.1315789473684,7.623333333333333,193,beauce_5_sa_093
2,0,59.0,-20.0,3.2,15.0,10.0,213.0,268.0,393.0,325.0,72.3,63.0,10.0,0,0,4.270526315789474,2.9794736842105287,8.916666666666666,194,beauce_5_sa_094
2,2,58.0,-37.0,3.4,23.4,9.0,158.0,282.0,393.0,365.0,98.5,99.6,10.0,0,0,10.918421052631578,-100.6842105263158,8.994444444444445,195,beauce_5_sa_095
2,2,75.0,-7.0,1.1,6.0,24.3,310.0,311.0,393.0,16.0,87.5,58.1,10.0,0,0,13.703684210526315,-68.61315789473684,8.633333333333333,196,beauce_5_sa_096
0,1,57.0,-25.0,2.4,9.7,10.0,259.0,383.0,393.0,10.0,10.0,10.0,10.0,0,0,1.1505263157894736,-164.4036842105263,5.378888888888889,197,beauce_5_sa_097
3,2,61.0,-42.0,3.7,3.9,17.3,276.0,323.0,324.0,1.0,29.4,16.0,31.1,0,0,2.1389473684210527,-109.05210526315788,8.18888888888889,198,beauce_5_sa_098
1,0,75.0,-20.0,1.4,15.0,10.0,268.0,383.0,393.0,362.0,43.1,10.0,10.0,0,0,2.1647368421052633,-133.26263157894735,7.635555555555555,199,beauce_5_sa_099
0,2,60.0,-25.0,2.5,8.8,14.2,259.0,383.0,393.0,345.0,10.0,10.0,10.0,0,0,0.72,-110.7157894736842,5.442222222222222,200,beauce_5_sa_000
1,0,84.0,-20.0,2.7,15.0,10.0,186.0,383.0,393.0,360.0,49.4,10.0,10.0,0,0,2.519473684210526,-133.75526315789477,7.944444444444445,201,beauce_5_sa_001
0,0,77.0,-20.0,3.3,15.0,10.0,259.0,383.0,393.0,10.0,10.0,10.0,10.0,0,0,1.9236842105263157,-158.98473684210526,5.305555555555555,202,beauce_5_sa_002
0,1,85.0,-40.0,3.4,11.1,10.0,259.0,383.0,393.0,5.0,10.0,10.0,10.0,0,0,0.9168421052631578,-121.92,5.444444444444445,203,beauce_5_sa_003
2,1,94.0,-17.0,1.7,17.7,10.0,259.0,260.0,393.0,357.0,71.1,94.0,10.0,0,0,6.939473684210526,-4.665263157894736,8.901111111111112,204,beauce_5_sa_004
0,2,63.0,-35.0,2.1,22.6,14.2,259.0,383.0,393.0,352.0,10.0,10.0,10.0,0,0,0.7521052631578947,-119.50052631578949,5.514444444444444,205,beauce_5_sa_005
0,0,92.0,-20.0,2.2,15.0,10.0,259.0,383.0,393.0,336.0,10.0,10.0,10.0,0,0,2.0889473684210524,-101.50894736842106,5.136666666666667,206,beauce_5_sa_006
3,0,58.0,-20.0,2.0,15.0,10.0,154.0,210.0,292.0,341.0,55.2,45.9,19.2,0,0,2.4410526315789474,-14.583157894736836,8.993333333333332,207,beauce_5_sa_007
1,2,103.0,-10.0,2.2,21.7,20.3,269.0,383.0,393.0,7.0,43.7,10.0,10.0,0,0,1.8005263157894738,-91.71789473684213,7.396666666666666,208,beauce_5_sa_008
1,0,63.0,-20.0,1.6,15.0,10.0,197.0,383.0,393.0,11.0,98.2,10.0,10.0,0,0,3.06,-146.99473684210523,8.973333333333334,209,beauce_5_sa_009
3,0,69.0,-20.0,3.3,15.0,10.0,121.0,229.0,304.0,337.0,78.0,75.0,37.4,0,0,8.57842105263158,-3.52842105263158,8.98,210,beauce_5_sa_010
2,0,63.0,-20.0,1.3,15.0,10.0,211.0,212.0,393.0,354.0,46.0,51.6,10.0,0,0,2.108421052631579,-80.20052631578949,8.918888888888889,211,beauce_5_sa_011
3,2,66.0,-40.0,2.6,22.3,8.7,316.0,317.0,318.0,9.0,26.6,80.1,63.4,0,0,14.846842105263155,-117.5684210526316,8.826666666666666,212,beauce_5_sa_012
0,2,76.0,-43.0,3.5,13.2,18.9,259.0,383.0,393.0,360.0,10.0,10.0,10.0,0,0,0.7399999999999999,-123.79,5.555555555555555,213,beauce_5_sa_013
2,1,46.0,-6.0,1.2,4.1,10.0,132.0,271.0,393.0,8.0,36.6,17.6,10.0,0,0,3.0078947368421054,-122.24105263157894,7.816666666666666,214,beauce_5_sa_014
3,1,103.0,-23.0,1.3,24.6,10.0,242.0,318.0,319.0,353.0,51.6,52.0,92.1,0,0,11.476842105263158,-3.6010526315789506,8.967777777777778,215,beauce_5_sa_015
2,0,81.0,-20.0,2.4,15.0,10.0,312.0,313.0,393.0,330.0,45.7,91.3,10.0,0,0,13.09578947368421,-36.77368421052632,8.598888888888888,216,beauce_5_sa_016
3,2,69.0,-19.0,1.5,9.3,8.9,205.0,267.0,269.0,362.0,30.6,98.5,55.1,0,0,10.091052631578949,-40.63947368421053,8.987777777777778,217,beauce_5_sa_017
0,0,98.0,-20.0,3.4,15.0,10.0,259.0,383.0,393.0,12.0,10.0,10.0,10.0,0,0,2.0810526315789475,-155.46473684210525,5.317777777777778,218,beauce_5_sa_018
3,0,54.0,-20.0,3.7,15.0,10.0,282.0,283.0,284.0,4.0,56.9,47.1,61.0,0,0,15.584210526315792,-100.72526315789472,8.675555555555555,219,beauce_5_sa_019
3,0,80.0,-20.0,1.4,15.0,10.0,138.0,311.0,320.0,7.0,34.0,94.3,69.1,0,0,18.602631578947367,-95.71947368421051,8.973333333333334,220,beauce_5_sa_020
2,0,104.0,-20.0,2.6,15.0,10.0,318.0,319.0,393.0,344.0,53.7,99.9,10.0,0,0,14.219473684210527,-47.78473684210527,8.724444444444444,221,beauce_5_sa_021
3,0,47.0,-20.0,2.1,15.0,10.0,303.0,306.0,307.0,327.0,58.0,15.9,95.9,0,0,13.172105263157896,-18.42842105263158,8.692222222222222,222,beauce_5_sa_022
0,0,49.0,-20.0,3.7,15.0,10.0,259.0,383.0,393.0,326.0,10.0,10.0,10.0,0,0,1.345263157894737,-122.26210526315788,5.401111111111111,223,beauce_5_sa_023
3,0,55.0,-20.0,3.1,15.0,10.0,205.0,243.0,254.0,350.0,29.3,91.9,55.7,0,0,10.369473684210528,-21.098421052631576,8.946666666666665,224,beauce_5_sa_024
3,2,51.0,-33.0,1.2,4.1,14.9,262.0,263.0,264.0,325.0,24.2,44.9,34.9,0,0,3.889473684210526,-51.39736842105263,8.616666666666667,225,beauce_5_sa_025
0,2,84.0,-8.0,3.0,19.3,3.2,259.0,383.0,393.0,329.0,10.0,10.0,10.0,0,0,1.566315789473684,-84.49,5.086666666666667,226,beauce_5_sa_026
3,0,75.0,-20.0,1.1,15.0,10.0,210.0,232.0,315.0,336.0,28.8,87.7,44.8,0,0,4.729473684210526,7.122105263157894,8.986666666666666,227,beauce_5_sa_027
3,2,89.0,-11.0,1.8,9.9,14.2,227.0,250.0,278.0,358.0,48.3,64.1,88.8,0,0,8.475263157894737,5.688421052631577,8.893333333333333,228,beauce_5_sa_028
2,0,105.0,-20.0,2.3,15.0,10.0,311.0,312.0,393.0,337.0,82.1,53.7,10.0,0,0,13.210526315789474,-31.87368421052631,8.485555555555557,229,beauce_5_sa_029
1,1,99.0,-21.0,2.0,2.9,10.0,278.0,383.0,393.0,354.0,23.7,10.0,10.0,0,0,1.3736842105263158,-117.03631578947368,6.946666666666667,230,beauce_5_sa_030
0,0,64.0,-20.0,1.7,15.0,10.0,259.0,383.0,393.0,9.0,10.0,10.0,10.0,0,0,1.9589473684210523,-201.56052631578947,5.737777777777778,231,beauce_5_sa_031
0,2,58.0,-16.0,1.7,14.3,11.8,259.0,383.0,393.0,10.0,10.0,10.0,10.0,0,0,1.1531578947368422,-156.63894736842104,5.301111111111111,232,beauce_5_sa_032
3,0,103.0,-20.0,3.2,15.0,10.0,155.0,257.0,303.0,326.0,19.9,33.4,48.3,0,0,6.547894736842105,-16.04947368421053,8.414444444444445,233,beauce_5_sa_033
1,0,62.0,-20.0,3.5,15.0,10.0,283.0,383.0,393.0,335.0,38.4,10.0,10.0,0,0,2.303157894736842,-78.29421052631578,6.976666666666667,234,beauce_5_sa_034
0,0,59.0,-20.0,3.8,15.0,10.0,259.0,383.0,393.0,361.0,10.0,10.0,10.0,0,0,1.64,-162.56631578947366,5.444444444444445,235,beauce_5_sa_035
2,0,102.0,-20.0,1.5,15.0,10.0,261.0,262.0,393.0,343.0,88.8,56.4,10.0,0,0,6.952105263157895,-47.01947368421053,8.876666666666667,236,beauce_5_sa_036
0,0,53.0,-20.0,2.1,15.0,10.0,259.0,383.0,393.0,342.0,10.0,10.0,10.0,0,0,1.4689473684210526,-121.66736842105264,5.232222222222223,237,beauce_5_sa_037
1,0,57.0,-20.0,2.1,15.0,10.0,296.0,383.0,393.0,8.0,58.6,10.0,10.0,0,0,5.206315789473685,-107.81736842105263,7.258888888888888,238,beauce_5_sa_038
3,1,105.0,-6.0,3.9,21.8,10.0,274.0,275.0,276.0,333.0,64.2,40.1,85.0,0,0,14.420000000000002,14.572631578947371,8.874444444444444,239,beauce_5_sa_039
2,0,81.0,-20.0,2.5,15.0,10.0,317.0,318.0,393.0,363.0,88.4,19.8,10.0,0,0,9.503157894736844,-85.1978947368421,8.413333333333334,240,beauce_5_sa_040
0,1,70.0,-35.0,3.6,24.9,10.0,259.0,383.0,393.0,12.0,10.0,10.0,10.0,0,0,1.066315789473684,-146.62526315789475,5.395555555555556,241,beauce_5_sa_041
2,2,96.0,-34.0,2.2,1.0,24.2,168.0,297.0,393.0,347.0,72.8,33.8,10.0,0,0,3.0521052631578947,-5.744210526315792,8.904444444444444,242,beauce_5_sa_042
1,1,83.0,-26.0,2.8,12.1,10.0,171.0,383.0,393.0,344.0,99.4,10.0,10.0,0,0,3.3652631578947365,-13.36157894736842,8.82,243,beauce_5_sa_043
3,0,93.0,-20.0,3.7,15.0,10.0,270.0,271.0,272.0,12.0,65.3,10.8,50.9,0,0,7.686315789473684,-74.63421052631578,8.75,244,beauce_5_sa_044
3,0,65.0,-20.0,1.6,15.0,10.0,261.0,309.0,310.0,347.0,96.6,57.9,77.7,0,0,21.765263157894736,-88.35526315789474,8.99,245,beauce_5_sa_045
1,0,96.0,-20.0,3.5,15.0,10.0,151.0,383.0,393.0,351.0,70.1,10.0,10.0,0,0,3.802105263157894,-94.3621052631579,8.314444444444444,246,beauce_5_sa_046
3,1,83.0,-17.0,2.6,5.5,10.0,307.0,308.0,309.0,360.0,20.5,93.9,89.2,0,0,19.26684210526316,-42.42736842105263,8.896666666666667,247,beauce_5_sa_047
3,1,83.0,-22.0,3.3,24.8,10.0,161.0,258.0,283.0,336.0,28.9,89.3,78.0,0,0,9.86842105263158,16.38473684210526,8.956666666666667,248,beauce_5_sa_048
2,2,104.0,-10.0,2.5,15.8,4.0,253.0,254.0,393.0,336.0,45.0,59.1,10.0,0,0,3.313684210526316,4.878947368421053,8.62,249,beauce_5_sa_049
2,2,71.0,-4.0,4.0,8.7,15.8,246.0,247.0,393.0,338.0,41.6,71.4,10.0,0,0,3.634736842105263,-6.4263157894736835,8.726666666666667,250,beauce_5_sa_050
1,0,80.0,-20.0,1.2,15.0,10.0,111.0,383.0,393.0,9.0,23.2,10.0,10.0,0,0,2.6315789473684212,-158.2436842105263,6.716666666666667,251,beauce_5_sa_051
0,1,54.0,-18.0,2.7,12.4,10.0,259.0,383.0,393.0,362.0,10.0,10.0,10.0,0,0,0.993157894736842,-146.94,5.358888888888889,252,beauce_5_sa_052
0,0,70.0,-20.0,3.1,15.0,10.0,259.0,383.0,393.0,338.0,10.0,10.0,10.0,0,0,1.3721052631578947,-106.5657894736842,5.216666666666667,253,beauce_5_sa_053
0,1,59.0,-6.0,1.9,13.8,10.0,259.0,383.0,393.0,343.0,10.0,10.0,10.0,0,0,1.2905263157894735,-119.4557894736842,5.275555555555556,254,beauce_5_sa_054
2,0,71.0,-20.0,3.2,15.0,10.0,195.0,307.0,393.0,333.0,44.7,97.9,10.0,0,0,7.819473684210526,-5.431578947368424,8.899999999999999,255,beauce_5_sa_055
1,1,62.0,-34.0,1.8,20.4,10.0,314.0,383.0,393.0,14.0,47.1,10.0,10.0,0,0,3.3105263157894735,-139.06842105263158,7.133333333333334,256,beauce_5_sa_056
1,1,89.0,-21.0,3.8,11.1,10.0,278.0,383.0,393.0,336.0,97.1,10.0,10.0,0,0,4.494736842105263,-6.9036842105263165,8.42,257,beauce_5_sa_057
1,0,92.0,-20.0,1.3,15.0,10.0,173.0,383.0,393.0,350.0,12.1,10.0,10.0,0,0,1.8347368421052632,-129.91947368421052,6.286666666666666,258,beauce_5_sa_058
2,0,101.0,-20.0,1.7,15.0,10.0,319.0,320.0,393.0,335.0,26.8,23.1,10.0,0,0,6.397368421052631,-96.4,7.142222222222222,259,beauce_5_sa_059
0,1,102.0,-32.0,1.8,10.0,10.0,259.0,383.0,393.0,342.0,10.0,10.0,10.0,0,0,1.1178947368421053,-84.7078947368421,5.256666666666667,260,beauce_5_sa_060
3,1,78.0,-34.0,3.9,15.6,10.0,300.0,301.0,302.0,354.0,40.3,39.9,85.1,0,0,13.179473684210526,-45.25157894736842,8.845555555555556,261,beauce_5_sa_061
3,0,50.0,-20.0,2.2,15.0,10.0,267.0,268.0,269.0,3.0,82.1,59.7,37.9,0,0,18.49,-80.31842105263159,8.715555555555556,262,beauce_5_sa_062
1,0,66.0,-20.0,2.2,15.0,10.0,300.0,383.0,393.0,12.0,73.2,10.0,10.0,0,0,6.097368421052632,-105.92894736842103,7.664444444444445,263,beauce_5_sa_063
2,0,86.0,-20.0,1.7,15.0,10.0,229.0,238.0,393.0,7.0,20.8,95.5,10.0,0,0,3.238421052631579,-114.22052631578948,8.965555555555556,264,beauce_5_sa_064
2,2,70.0,-28.0,2.2,12.6,22.3,271.0,279.0,393.0,5.0,97.0,43.6,10.0,0,0,7.930526315789474,-72.65052631578948,8.791111111111112,265,beauce_5_sa_065
2,2,103.0,-21.0,3.5,8.4,5.5,168.0,307.0,393.0,18.0,43.4,76.2,10.0,0,0,6.548947368421053,-63.90842105263158,8.843333333333334,266,beauce_5_sa_066
2,0,78.0,-20.0,3.1,15.0,10.0,215.0,240.0,393.0,16.0,82.8,81.6,10.0,0,0,5.849473684210526,-36.5821052631579,8.953333333333333,267,beauce_5_sa_067
2,1,63.0,-19.0,3.9,21.4,10.0,170.0,262.0,393.0,8.0,46.9,73.5,10.0,0,0,3.8747368421052633,-49.19736842105263,8.947777777777778,268,beauce_5_sa_068
2,0,64.0,-20.0,3.8,15.0,10.0,152.0,261.0,393.0,335.0,51.3,27.6,10.0,0,0,2.4015789473684213,-78.0978947368421,8.644444444444444,269,beauce_5_sa_069
3,0,53.0,-20.0,1.6,15.0,10.0,319.0,320.0,321.0,349.0,45.0,61.7,41.0,0,0,12.860526315789471,-110.5357894736842,8.748888888888889,270,beauce_5_sa_070
1,0,61.0,-20.0,2.4,15.0,10.0,181.0,383.0,393.0,349.0,70.6,10.0,10.0,0,0,2.0189473684210526,-88.27315789473684,8.461111111111112,271,beauce_5_sa_071
0,0,104.0,-20.0,2.1,15.0,10.0,259.0,383.0,393.0,341.0,10.0,10.0,10.0,0,0,2.1226315789473684,-102.4915789473684,5.092222222222222,272,beauce_5_sa_072
3,0,99.0,-20.0,2.3,15.0,10.0,110.0,237.0,318.0,352.0,95.2,76.8,54.0,0,0,13.532631578947369,-9.89473684210526,8.882222222222222,273,beauce_5_sa_073
2,1,96.0,-6.0,1.4,11.3,10.0,237.0,238.0,393.0,7.0,80.1,53.2,10.0,0,0,2.978421052631579,-19.19789473684211,8.947777777777778,274,beauce_5_sa_074
3,0,70.0,-20.0,3.8,15.0,10.0,129.0,232.0,308.0,327.0,23.0,94.1,48.1,0,0,6.7542105263157906,-20.232105263157894,8.986666666666666,275,beauce_5_sa_075
2,1,76.0,-22.0,3.0,18.6,10.0,322.0,323.0,393.0,13.0,16.9,92.7,10.0,0,0,9.437894736842106,-84.03315789473685,8.326666666666666,276,beauce_5_sa_076
3,0,76.0,-20.0,1.1,15.0,10.0,169.0,221.0,262.0,364.0,50.7,98.7,17.8,0,0,4.368421052631579,-29.807894736842105,8.97,277,beauce_5_sa_077
3,0,48.0,-20.0,1.6,15.0,10.0,291.0,292.0,319.0,329.0,64.5,18.2,24.0,0,0,7.656842105263157,-95.27631578947368,8.488888888888889,278,beauce_5_sa_078
2,2,106.0,-11.0,2.2,8.1,19.1,147.0,296.0,393.0,324.0,93.1,95.9,10.0,0,0,14.514736842105265,23.19105263157895,8.986666666666666,279,beauce_5_sa_079
3,2,89.0,-13.0,2.4,13.4,22.1,114.0,213.0,245.0,355.0,95.8,37.2,66.2,0,0,7.941052631578947,15.117894736842103,8.911111111111111,280,beauce_5_sa_080
1,2,75.0,-23.0,3.1,6.7,13.1,147.0,383.0,393.0,358.0,77.3,10.0,10.0,0,0,4.1821052631578945,-43.2278947368421,8.41777777777778,281,beauce_5_sa_081
2,1,104.0,-16.0,3.8,21.1,10.0,175.0,292.0,393.0,350.0,10.7,42.1,10.0,0,0,2.0657894736842106,-60.747368421052634,7.615555555555556,282,beauce_5_sa_082
0,0,52.0,-20.0,3.2,15.0,10.0,259.0,383.0,393.0,356.0,10.0,10.0,10.0,0,0,1.5921052631578947,-147.13052631578947,5.25,283,beauce_5_sa_083
2,0,103.0,-20.0,4.0,15.0,10.0,186.0,225.0,393.0,365.0,66.5,85.8,10.0,0,0,3.621052631578947,-22.90526315789474,8.973333333333334,284,beauce_5_sa_084
0,0,100.0,-20.0,2.4,15.0,10.0,259.0,383.0,393.0,5.0,10.0,10.0,10.0,0,0,1.9142105263157896,-150.06947368421052,5.38,285,beauce_5_sa_085
