,n_ferti,has_prepa,nb_prepa,prepa_1,prepa_2,nb_f1,type_f1_1,type_f1_2,nb_f2,type_f2_1,type_f2_2,nb_f3,type_f3_1,type_f3_2,Jour_Semis,Jours_av_PREPA,Jours_semis_F1,Jours_F1_F2,Jours_F2_F3,Jours_op_recolte,Dose_F1_1,Dose_F1_2,Dose_F2_1,Dose_F2_2,Dose_F3_1,Dose_F3_2
type_f2_2,0.000265660192921513,0.00021539530916114824,0.00027450593445110805,0.0011452002524264815,0.00022708925752845666,0.000877169138911893,6.76364061008572e-05,0.000764785189822148,2.9325593869145017e-05,0.0009873163224982662,0.0,0.0013575535539372963,0.0005446261207430192,0.0006588623657212134,0.0010688030696367479,0.0007496578925936248,0.0009867330391668538,0.0003362622903579915,0.0010462270983445654,0.0004101216479311942,0.000504138314632474,0.0008534679037963677,0.0004934573589506774,0.0012600373008754273,0.0010447500815792266,0.001308229381598025
nb_f3,0.04708998969140277,9.001029073452127e-05,0.00011857648679047816,0.000586203394218221,0.050132137403182675,0.04360811184037283,0.014988838112184433,0.025209736841185548,0.008986335649671662,0.01291401129374592,0.0013575535539372963,0.0,0.011473915256790312,0.00702293456817793,0.0005061377607817885,0.00037872975709796197,0.04347968492497578,0.030842739176567435,0.004479234382753883,0.009290395317717248,0.039232335653087036,0.024414037449465353,0.032048163964972454,0.004151727243228098,0.004158660594860031,0.0017533066346158144
type_f3_1,0.06057195662666204,0.00027722221178316797,0.0001346574264807776,0.0011501318812918715,0.01357583482752489,0.03246666706185741,0.05785116786916178,0.045198300333303854,0.01582488822225414,0.018828412653082327,0.0005446261207430192,0.011473915256790312,0.0,0.013055598776179345,0.00039420897493469553,0.0009017240500340806,0.027426518514617526,0.05884198170882582,0.004705116687077071,0.006411809565819548,0.024786485513848544,0.006956746707113548,0.06137188497949053,0.014172668637010388,0.003911082016066492,0.002320687263014265
type_f3_2,0.04790994823630168,4.611702980494847e-05,3.726663730119206e-05,0.00039650304717808726,0.009429884562557556,0.017741928197436252,0.017116155169237923,0.02278542462064337,0.04634311607318786,0.034878621307914304,0.0006588623657212134,0.00702293456817793,0.013055598776179345,0.0,0.0008574274216535116,0.00020984775627574948,0.013949762500615415,0.029174127590485766,0.00841538604445291,0.0027249417829776634,0.012678126731939021,0.005912429869266322,0.02905389446028528,0.004204111144907263,0.007956987026479179,0.005025502778262081
Jour_Semis,0.0010444217957391588,0.00031558779087381694,0.00022857504259743422,0.0002683784266274136,0.00014039436658419557,0.0006340015587045222,0.00068409077354048,0.0009224565019900766,0.00022394883675058708,0.0006642186927575677,0.0010688030696367479,0.0005061377607817885,0.00039420897493469553,0.0008574274216535116,0.0,0.0007441951320921181,0.0009684875775775037,0.0013716536600218987,0.0009841911296009087,0.0009701175938148232,0.0009703775288207872,0.00205489060543107,0.0015707750796997155,0.001486520840487393,0.0012881611069548438,0.001791841481306733
Jours_av_PREPA,0.0007760624082862044,0.0009981009443704725,0.0004753192258887262,0.0013058836563315523,0.0002255231823633519,0.0006268282962920146,0.0005533814592572073,0.0010154544287998002,0.00021063907975193974,0.0006344348320367343,0.0007496578925936248,0.00037872975709796197,0.0009017240500340806,0.00020984775627574948,0.0007441951320921181,0.0,0.05522529449194247,0.0027308397778920135,0.017620380515813605,0.0011365817952275759,0.04748816426631519,0.0024662961193937516,0.0013984977646918084,0.0099003635190541,0.0179718875601107,0.012566858423694538
Jours_semis_F1,0.12490374981882002,0.0008931830607780133,0.0004673512117284728,0.0019383625538252902,0.0584284735107542,0.10328699185386225,0.03578060619848544,0.0540169183681144,0.017946722332982445,0.029591301949307147,0.0009867330391668538,0.04347968492497578,0.027426518514617526,0.013949762500615415,0.0009684875775775037,0.05522529449194247,0.0,0.11318671601963015,0.09288885148370185,0.027928586092692553,0.13461454568789288,0.10565099759625474,0.11331590606507058,0.09133880677453554,0.08838606512237157,0.09533869555397267
Jours_F1_F2,0.25569714448471503,0.0001814604662941921,0.0002109686279162526,0.0007774692918693926,0.04562258296606425,0.08090850308851327,0.08432037575522644,0.1523678285670993,0.03849274781118184,0.061387256156841485,0.0003362622903579915,0.030842739176567435,0.05884198170882582,0.029174127590485766,0.0013716536600218987,0.0027308397778920135,0.11318671601963015,0.0,0.03772614816486086,0.02186351701480682,0.09686948758828029,0.03138608885606531,0.2521081798511454,0.03418638131303575,0.0369666509788692,0.010438240850260794
Jours_F2_F3,0.05564591722730916,0.0003809960071758933,0.0001667882603538784,0.0016400478521025885,0.005954206898249437,0.007296888952254776,0.005730086064262174,0.013458152301298876,0.013042827045888106,0.027693833346746688,0.0010462270983445654,0.004479234382753883,0.004705116687077071,0.00841538604445291,0.0009841911296009087,0.017620380515813605,0.09288885148370185,0.03772614816486086,0.0,0.004202185905393896,0.07926539240272157,0.060170449446502405,0.036798265783867024,0.10452308743163397,0.0843287808840617,0.07214815549842779
Jours_op_recolte,0.07857691122244759,0.0004739622034258817,0.00014722116993837187,0.0008031977182700878,0.01447489805307367,0.03162690821206715,0.00806120134024968,0.011988065718648633,0.003408383499500678,0.0031880701898776564,0.0004101216479311942,0.009290395317717248,0.006411809565819548,0.0027249417829776634,0.0009701175938148232,0.0011365817952275759,0.027928586092692553,0.02186351701480682,0.004202185905393896,0.0,0.02449810652969775,0.013514008745892703,0.021608738266514993,0.005392186869631055,0.003062433474329218,0.0020340337577514633
Dose_F1_1,0.11953144072169508,8.121668322358389e-05,0.00014339617797387572,0.001351552004377754,0.05365200317087515,0.09132869620573913,0.03393057716423353,0.05090406535775638,0.01586290874362284,0.02376488383071529,0.000504138314632474,0.039232335653087036,0.024786485513848544,0.012678126731939021,0.0009703775288207872,0.04748816426631519,0.13461454568789288,0.09686948758828029,0.07926539240272157,0.02449810652969775,0.0,0.08620680011141013,0.09715236400422089,0.0794416928303554,0.08010707731233546,0.08181925423242331
Dose_F1_2,0.04623060964375725,0.00019788400973086429,0.0001883085027685194,0.0005254649023114233,0.04801434761097134,0.028629824457519715,0.009183273412307735,0.01903107411552618,0.0064909589920580935,0.010000322816677065,0.0008534679037963677,0.024414037449465353,0.006956746707113548,0.005912429869266322,0.00205489060543107,0.0024662961193937516,0.10565099759625474,0.03138608885606531,0.060170449446502405,0.013514008745892703,0.08620680011141013,0.0,0.028786875421783376,0.04462309725615965,0.0622607884195302,0.0408390418150828
Dose_F2_1,0.2606741895632553,0.0003785152428044114,0.0002752085097373902,0.0007583294804721641,0.047140847093099736,0.08316339449013932,0.08702677894515842,0.15617689254677714,0.03844151027148335,0.06193996201023433,0.0004934573589506774,0.032048163964972454,0.06137188497949053,0.02905389446028528,0.0015707750796997155,0.0013984977646918084,0.11331590606507058,0.2521081798511454,0.036798265783867024,0.021608738266514993,0.09715236400422089,0.028786875421783376,0.0,0.03257396990093131,0.03570648597316339,0.008559339992457171
Dose_F2_2,0.03273065668296293,0.0005907195008640898,0.00038251176700454526,0.0021337799722136452,0.005376598128470023,0.008076352435728573,0.02826808466469577,0.014389337513538214,0.004275256049210419,0.0051709036319362855,0.0012600373008754273,0.004151727243228098,0.014172668637010388,0.004204111144907263,0.001486520840487393,0.0099003635190541,0.09133880677453554,0.03418638131303575,0.10452308743163397,0.005392186869631055,0.0794416928303554,0.04462309725615965,0.03257396990093131,0.0,0.10144183276919438,0.06339374664963071
Dose_F3_1,0.053001651508071124,0.0004197220274968494,0.000316342263175895,0.001504263627046476,0.006041587954540684,0.007181053918918989,0.00458997020592633,0.012912693737629155,0.012154080501179831,0.026147369595232006,0.0010447500815792266,0.004158660594860031,0.003911082016066492,0.007956987026479179,0.0012881611069548438,0.0179718875601107,0.08838606512237157,0.0369666509788692,0.0843287808840617,0.003062433474329218,0.08010707731233546,0.0622607884195302,0.03570648597316339,0.10144183276919438,0.0,0.06925570917530299
Dose_F3_2,0.011377265950748394,0.00019300182834836033,0.00028344650552991624,0.0009225558215066876,0.001884040805889664,0.00215430690186047,0.0015537127405402806,0.00371295420203277,0.00907989569513623,0.005256018057500311,0.001308229381598025,0.0017533066346158144,0.002320687263014265,0.005025502778262081,0.001791841481306733,0.012566858423694538,0.09533869555397267,0.010438240850260794,0.07214815549842779,0.0020340337577514633,0.08181925423242331,0.0408390418150828,0.008559339992457171,0.06339374664963071,0.06925570917530299,0.0
