annee;jourDebut;jourFin;parcelle;couvert;itk;delta_Corg[kg_eqCO2/ha];tx_MO_fin[%];emissions_N2O_denit[kg_eqCO2/ha];emissions_N2O_nit[kg_eqCO2/ha];emissions_volat[kg_eqCO2/ha];emissions_lixiv[kg_eqCO2/ha];emissions_ferti[kg_eqCO2/ha];bilan_net_GES[kg_eqCO2/ha];ratio_Corg_Arg[%]
2019;213;316;beauce_5_sa_000;solnu;;1043.48;1.71;11.17;7.13;0.0;0.0;0.0;1061.78;0.07
2019;317;365;beauce_5_sa_000;orgeh;orgeH_tousSols_nonirr_organique;315.2;1.71;26.11;2.13;0.0;0.95;0.0;344.39;0.07
2019;213;270;beauce_5_sa_001;solnu;;736.16;1.71;0.0;5.06;0.0;0.0;0.0;741.22;0.07
2019;271;365;beauce_5_sa_001;orgeh;orgeH_tousSols_nonirr_organique;622.11;1.71;20.22;4.19;0.0;1.26;0.0;647.78;0.07
2019;213;280;beauce_5_sa_002;solnu;;798.81;1.71;0.0;5.47;0.0;0.0;0.0;804.28;0.07
2019;281;365;beauce_5_sa_002;orgeh;orgeH_tousSols_nonirr_organique;560.1;1.71;26.42;3.79;0.0;1.02;0.0;591.33;0.07
2019;213;313;beauce_5_sa_003;solnu;;1014.15;1.71;7.63;6.96;0.0;0.0;0.0;1028.73;0.07
2019;314;365;beauce_5_sa_003;orgeh;orgeH_tousSols_nonirr_organique;344.47;1.71;29.48;2.3;0.0;0.93;0.0;377.18;0.07
2019;213;269;beauce_5_sa_004;solnu;;728.16;1.71;0.0;5.0;0.0;0.0;0.0;733.16;0.07
2019;270;365;beauce_5_sa_004;orgeh;orgeH_tousSols_nonirr_organique;630.91;1.71;16.78;4.26;0.0;1.24;0.0;653.19;0.07
2019;213;269;beauce_5_sa_005;solnu;;728.16;1.71;0.0;5.0;0.0;0.0;0.0;733.16;0.07
2019;270;365;beauce_5_sa_005;orgeh;orgeH_tousSols_nonirr_organique;630.91;1.71;16.78;4.26;0.0;1.24;0.0;653.19;0.07
2019;213;273;beauce_5_sa_006;solnu;;759.78;1.71;0.0;5.21;0.0;0.0;0.0;765.0;0.07
2019;274;365;beauce_5_sa_006;orgeh;orgeH_tousSols_nonirr_organique;598.87;1.71;21.67;4.04;0.0;1.08;0.0;625.66;0.07
2019;213;306;beauce_5_sa_007;solnu;;953.44;1.71;1.83;6.53;0.0;0.0;0.0;961.81;0.07
2019;307;365;beauce_5_sa_007;orgeh;orgeH_tousSols_nonirr_organique;405.17;1.71;34.83;2.73;0.0;0.92;0.0;443.64;0.07
2019;213;307;beauce_5_sa_008;solnu;;960.93;1.71;4.82;6.63;0.0;0.0;0.0;972.38;0.07
