annee;jourDebut;jourFin;parcelle;couvert;itk;delta_Corg[kg_eqCO2/ha];tx_MO_fin[%];emissions_N2O_denit[kg_eqCO2/ha];emissions_N2O_nit[kg_eqCO2/ha];emissions_volat[kg_eqCO2/ha];emissions_lixiv[kg_eqCO2/ha];emissions_ferti[kg_eqCO2/ha];bilan_net_GES[kg_eqCO2/ha];ratio_Corg_Arg[%]
2019;213;291;beauce_5_sa_000;solnu;;848.32;1.71;0.0;5.81;0.0;0.0;0.0;854.13;0.07
2019;292;365;beauce_5_sa_000;BTH;BTH;510.41;1.71;29.65;3.44;4.88;0.99;316.01;865.4;0.07
2019;213;286;beauce_5_sa_001;solnu;;825.98;1.71;0.0;5.66;0.0;0.0;0.0;831.64;0.07
2019;287;365;beauce_5_sa_001;BTH;BTH;532.8;1.71;19.68;3.6;0.0;0.93;0.0;557.0;0.07
2019;213;257;beauce_5_sa_002;solnu;;632.87;1.71;0.0;4.33;0.0;0.0;0.0;637.2;0.07
2019;258;365;beauce_5_sa_002;BTH;BTH;724.6;1.71;0.84;4.92;0.0;1.11;0.0;731.47;0.07
2019;213;264;beauce_5_sa_003;solnu;;682.62;1.71;0.0;4.68;0.0;0.0;0.0;687.29;0.07
2019;265;365;beauce_5_sa_003;BTH;BTH;675.16;1.71;5.03;4.58;0.0;1.11;0.0;685.88;0.07
2019;213;315;beauce_5_sa_004;solnu;;1034.72;1.71;7.49;7.09;0.0;0.0;0.0;1049.3;0.07
2019;316;365;beauce_5_sa_004;BTH;BTH;324.06;1.71;25.82;2.17;3.46;1.16;224.31;580.97;0.07
2019;213;256;beauce_5_sa_005;solnu;;628.41;1.71;0.0;4.3;0.0;0.0;0.0;632.71;0.07
2019;257;365;beauce_5_sa_005;BTH;BTH;728.97;1.71;0.83;4.95;0.0;1.12;0.0;735.86;0.07
2019;213;306;beauce_5_sa_006;solnu;;953.46;1.71;1.26;6.53;0.0;0.0;0.0;961.25;0.07
2019;307;365;beauce_5_sa_006;BTH;BTH;405.16;1.71;23.91;2.73;0.0;0.92;0.0;432.72;0.07
2019;213;268;beauce_5_sa_007;solnu;;718.3;1.71;0.0;4.95;0.0;0.0;0.0;723.25;0.07
2019;269;365;beauce_5_sa_007;BTH;BTH;639.32;1.71;12.18;4.3;5.54;1.13;358.89;1021.35;0.07
2019;213;296;beauce_5_sa_008;solnu;;885.53;1.71;0.0;6.07;0.0;0.0;0.0;891.6;0.07
2019;297;365;beauce_5_sa_008;BTH;BTH;472.8;1.71;24.42;3.19;0.0;0.89;0.0;501.3;0.07
2019;213;280;beauce_5_sa_009;solnu;;798.91;1.71;0.0;5.47;0.0;0.0;0.0;804.39;0.07
2019;281;365;beauce_5_sa_009;BTH;BTH;559.48;1.71;17.3;3.78;0.0;0.93;0.0;581.49;0.07
2019;213;302;beauce_5_sa_010;solnu;;929.06;1.71;0.0;6.35;0.0;0.0;0.0;935.41;0.07
2019;303;365;beauce_5_sa_010;BTH;BTH;429.6;1.71;29.18;2.91;3.65;0.94;236.61;702.89;0.07
2019;213;304;beauce_5_sa_011;solnu;;941.0;1.71;0.0;6.44;0.0;0.0;0.0;947.44;0.07
2019;305;365;beauce_5_sa_011;BTH;BTH;417.63;1.71;25.07;2.82;0.0;0.92;0.0;446.43;0.07
2019;213;314;beauce_5_sa_012;solnu;;1023.92;1.71;7.12;7.03;0.0;0.0;0.0;1038.07;0.07
2019;315;365;beauce_5_sa_012;BTH;BTH;334.51;1.71;18.39;2.23;0.0;0.91;0.0;356.04;0.07
2019;213;298;beauce_5_sa_013;solnu;;902.6;1.71;0.0;6.18;0.0;0.0;0.0;908.77;0.07
2019;299;365;beauce_5_sa_013;BTH;BTH;456.07;1.71;24.67;3.08;0.0;0.92;0.0;484.74;0.07
2019;213;307;beauce_5_sa_014;solnu;;960.57;1.71;3.27;6.63;0.0;0.0;0.0;970.47;0.07
