parametre,Sobol_S1,Sobol_ST,sortie,region,n_region,Q2_cv,status,part_des_points
Dose_F3_1,1.5982654455255824e-06,7.898752113423543e-06,N_lixi,R01,3345,0.9159823733742536,ok,0.3345
Dose_F3_2,1.7832134581961549e-06,3.492209869790537e-05,N_lixi,R01,3345,0.9159823733742536,ok,0.3345
n_ferti,0.03053570909560991,0.06778520780945654,N_lixi,R02,1322,0.8752094735582828,ok,0.1322
has_prepa,0.1347979111126701,0.181559196943883,N_lixi,R02,1322,0.8752094735582828,ok,0.1322
nb_prepa,0.10653598481415809,0.1630501874620402,N_lixi,R02,1322,0.8752094735582828,ok,0.1322
prepa_1,0.0037766053477171877,0.005159406768037016,N_lixi,R02,1322,0.8752094735582828,ok,0.1322
nb_f1,0.10610451734120886,0.10634491821718492,N_lixi,R02,1322,0.8752094735582828,ok,0.1322
type_f1_1,0.0,0.0,N_lixi,R02,1322,0.8752094735582828,ok,0.1322
nb_f2,0.11714716567457914,0.12156552127212375,N_lixi,R02,1322,0.8752094735582828,ok,0.1322
type_f2_1,0.0,0.001015488359373372,N_lixi,R02,1322,0.8752094735582828,ok,0.1322
nb_f3,0.1063526577396108,0.16345767419612559,N_lixi,R02,1322,0.8752094735582828,ok,0.1322
type_f3_1,0.0032704166380714845,0.0050224339723283756,N_lixi,R02,1322,0.8752094735582828,ok,0.1322
prepa_2,0.021455162556735522,0.05741008224585754,N_lixi,R02,1322,0.8752094735582828,ok,0.1322
type_f1_2,0.0,0.0,N_lixi,R02,1322,0.8752094735582828,ok,0.1322
type_f2_2,0.012212160477271248,0.016257688371938885,N_lixi,R02,1322,0.8752094735582828,ok,0.1322
type_f3_2,0.018210341426994143,0.05906401089448642,N_lixi,R02,1322,0.8752094735582828,ok,0.1322
Date_Semis,0.006025310765368325,0.021438948167471612,N_lixi,R02,1322,0.8752094735582828,ok,0.1322
Delta_PREPA_Semis,0.007905371476731213,0.02486267276261466,N_lixi,R02,1322,0.8752094735582828,ok,0.1322
Date_F1,0.0,0.0,N_lixi,R02,1322,0.8752094735582828,ok,0.1322
Date_F2,0.00016211971242414792,0.001149254145023141,N_lixi,R02,1322,0.8752094735582828,ok,0.1322
Date_F3,0.0001930519027613005,0.004170691799397668,N_lixi,R02,1322,0.8752094735582828,ok,0.1322
Date_Recolte,0.1557381885654209,0.15980443358966867,N_lixi,R02,1322,0.8752094735582828,ok,0.1322
Dose_F1_1,0.0,0.0002346991547448738,N_lixi,R02,1322,0.8752094735582828,ok,0.1322
Dose_F1_2,0.0,0.000709923705847897,N_lixi,R02,1322,0.8752094735582828,ok,0.1322
Dose_F2_1,0.0,0.00020049307409144047,N_lixi,R02,1322,0.8752094735582828,ok,0.1322
Dose_F2_2,0.0,0.004626080780112362,N_lixi,R02,1322,0.8752094735582828,ok,0.1322
Dose_F3_1,0.0,0.0016238921099499344,N_lixi,R02,1322,0.8752094735582828,ok,0.1322
Dose_F3_2,7.942263832286055e-06,0.003056477287077469,N_lixi,R02,1322,0.8752094735582828,ok,0.1322
n_ferti,0.02125735536204253,0.14272861269533024,N_lixi,R03,1283,0.8585029496115981,ok,0.1283
has_prepa,0.1749370600113537,0.3034541205950065,N_lixi,R03,1283,0.8585029496115981,ok,0.1283
nb_prepa,0.10933566250709609,0.10933566250709609,N_lixi,R03,1283,0.8585029496115981,ok,0.1283
prepa_1,0.0,0.00018645039569819207,N_lixi,R03,1283,0.8585029496115981,ok,0.1283
nb_f1,0.10933566250709609,0.10933566250709609,N_lixi,R03,1283,0.8585029496115981,ok,0.1283
type_f1_1,0.0,7.326038884736101e-05,N_lixi,R03,1283,0.8585029496115981,ok,0.1283
nb_f2,0.10933566250709609,0.10955680060960607,N_lixi,R03,1283,0.8585029496115981,ok,0.1283
type_f2_1,0.0,0.0003773554355996045,N_lixi,R03,1283,0.8585029496115981,ok,0.1283
nb_f3,0.10933566250709609,0.2096760767922436,N_lixi,R03,1283,0.8585029496115981,ok,0.1283
type_f3_1,0.0022360310653421127,0.02106805243703248,N_lixi,R03,1283,0.8585029496115981,ok,0.1283
prepa_2,0.0,0.0,N_lixi,R03,1283,0.8585029496115981,ok,0.1283
type_f1_2,0.0,0.000187708627705599,N_lixi,R03,1283,0.8585029496115981,ok,0.1283
type_f2_2,0.0,0.0006513421922134332,N_lixi,R03,1283,0.8585029496115981,ok,0.1283
