annee;jourDebut;jourFin;parcelle;couvert;itk;evaporation[mm];transpiration[mm];percolation[mm];capilarite[mm];ruissellement[mm];Hr_debut[mm];Hm_debut[mm];Hr_fin[mm];Hm_fin[mm];Hr_1erJanv[mm];Hm_1erJanv[mm];satisfactionHydrique[%];pluie[mm];irrigation[mm];sommeDegresJourCulture[°C]
2019;213;261;beauce_5_sa_000;solnu;;82.59;0.0;0.0;0.01;0.0;45.53;248.32;10.64;213.43;-1.0;-1.0;0.0;62.33;0.0;0.0
2019;262;365;beauce_5_sa_000;BTH;BTH;53.57;1.7;15.17;0.63;0.0;25.05;227.83;78.25;310.4;-1.0;-1.0;81.58;153.57;0.0;934.6
2019;213;281;beauce_5_sa_001;solnu;;100.71;0.0;0.0;0.01;0.0;45.53;248.32;16.49;219.28;-1.0;-1.0;0.0;71.67;0.0;0.0
2019;282;365;beauce_5_sa_001;BTH;BTH;39.12;0.16;13.03;0.87;0.0;15.9;218.69;56.91;310.4;-1.0;-1.0;90.18;144.24;0.0;633.81
2019;213;292;beauce_5_sa_002;solnu;;105.88;0.0;0.0;0.01;0.0;45.53;248.32;35.33;238.12;-1.0;-1.0;0.0;97.32;0.0;0.0
2019;293;365;beauce_5_sa_002;BTH;BTH;34.74;0.03;12.36;0.83;0.0;35.98;238.77;56.91;310.4;-1.0;-1.0;95.07;118.58;0.0;507.81
2019;213;315;beauce_5_sa_003;solnu;;121.69;0.0;0.0;0.09;0.0;45.53;248.32;56.74;277.14;-1.0;-1.0;0.0;150.51;0.0;0.0
2019;316;365;beauce_5_sa_003;BTH;BTH;19.18;0.0;12.14;0.23;0.0;56.25;276.65;56.91;310.4;-1.0;-1.0;98.0;65.4;0.0;294.39
2019;213;304;beauce_5_sa_004;solnu;;114.67;0.0;0.0;0.01;0.0;45.53;248.32;49.05;251.84;-1.0;-1.0;0.0;118.19;0.0;0.0
2019;305;365;beauce_5_sa_004;BTH;BTH;26.26;0.0;12.09;0.61;0.0;48.28;251.07;56.91;310.4;-1.0;-1.0;98.35;97.72;0.0;398.57
2019;213;265;beauce_5_sa_005;solnu;;86.37;0.0;0.0;0.01;0.0;45.53;248.32;24.24;227.03;-1.0;-1.0;0.0;65.07;0.0;0.0
2019;266;365;beauce_5_sa_005;BTH;BTH;50.85;1.12;14.68;0.68;0.0;23.32;226.11;71.36;310.4;-1.0;-1.0;83.26;150.83;0.0;871.06
2019;213;268;beauce_5_sa_006;solnu;;90.32;0.0;0.0;0.01;0.0;45.53;248.32;20.28;223.07;-1.0;-1.0;0.0;65.07;0.0;0.0
2019;269;365;beauce_5_sa_006;BTH;BTH;47.66;0.74;14.29;0.72;0.0;19.25;222.04;65.22;310.4;-1.0;-1.0;83.92;150.83;0.0;818.79
2019;213;307;beauce_5_sa_007;solnu;;117.14;0.0;0.0;0.01;0.0;45.53;248.32;56.91;268.71;-1.0;-1.0;0.0;139.25;0.0;0.0
2019;308;365;beauce_5_sa_007;BTH;BTH;24.04;0.0;11.83;0.45;0.0;56.91;269.83;56.91;310.4;-1.0;-1.0;98.28;76.66;0.0;374.6
2019;213;281;beauce_5_sa_008;solnu;;100.71;0.0;0.0;0.01;0.0;45.53;248.32;16.49;219.28;-1.0;-1.0;0.0;71.67;0.0;0.0
2019;282;365;beauce_5_sa_008;BTH;BTH;39.12;0.16;13.03;0.87;0.0;15.9;218.69;56.91;310.4;-1.0;-1.0;90.18;144.24;0.0;633.81
2019;213;302;beauce_5_sa_009;solnu;;113.31;0.0;0.0;0.01;0.0;45.53;248.32;46.01;248.8;-1.0;-1.0;0.0;117.49;0.0;0.0
2019;303;365;beauce_5_sa_009;BTH;BTH;27.54;0.0;12.15;0.73;0.0;49.19;251.97;56.91;310.4;-1.0;-1.0;98.38;98.41;0.0;412.94
2019;213;258;beauce_5_sa_010;solnu;;80.2;0.0;0.0;0.01;0.0;45.53;248.32;12.34;215.13;-1.0;-1.0;0.0;47.7;0.0;0.0
2019;259;365;beauce_5_sa_010;BTH;BTH;54.66;2.34;15.82;0.57;0.0;12.38;215.17;83.86;310.4;-1.0;-1.0;82.07;168.21;0.0;989.01
2019;213;268;beauce_5_sa_011;solnu;;90.41;0.0;0.0;0.01;0.0;45.53;248.32;20.2;222.98;-1.0;-1.0;0.0;65.07;0.0;0.0
2019;269;365;beauce_5_sa_011;BTH;BTH;47.62;0.75;14.23;0.73;0.0;19.16;221.95;65.22;310.4;-1.0;-1.0;84.08;150.83;0.0;818.79
2019;213;264;beauce_5_sa_012;solnu;;84.9;0.0;0.0;0.02;0.0;45.53;248.32;22.96;225.75;-1.0;-1.0;0.0;65.07;0.0;0.0
2019;265;365;beauce_5_sa_012;BTH;BTH;51.39;1.22;15.5;0.59;0.0;25.02;227.81;72.95;310.4;-1.0;-1.0;82.76;150.83;0.0;891.87
2019;213;288;beauce_5_sa_013;solnu;;103.99;0.0;0.0;0.01;0.0;45.53;248.32;19.56;222.35;-1.0;-1.0;0.0;78.02;0.0;0.0
2019;289;365;beauce_5_sa_013;BTH;BTH;36.38;0.06;12.58;0.89;0.0;18.98;221.77;56.91;310.4;-1.0;-1.0;93.2;137.88;0.0;556.92
2019;213;256;beauce_5_sa_014;solnu;;78.37;0.0;0.0;0.01;0.0;45.53;248.32;13.82;216.61;-1.0;-1.0;0.0;46.66;0.0;0.0
2019;257;365;beauce_5_sa_014;BTH;BTH;56.04;2.62;15.98;0.55;0.0;12.78;215.57;87.55;310.4;-1.0;-1.0;82.01;169.25;0.0;1020.05
2019;213;285;beauce_5_sa_015;solnu;;103.15;0.0;0.0;0.01;0.0;45.53;248.32;17.29;220.08;-1.0;-1.0;0.0;77.4;0.0;0.0
2019;286;365;beauce_5_sa_015;BTH;BTH;37.42;0.09;12.36;0.89;0.0;19.46;222.25;56.91;310.4;-1.0;-1.0;91.01;138.51;0.0;589.85
2019;213;317;beauce_5_sa_016;solnu;;122.69;0.0;0.0;0.07;0.0;45.53;248.32;56.91;278.95;-1.0;-1.0;0.0;153.32;0.0;0.0
2019;318;365;beauce_5_sa_016;BTH;BTH;18.21;0.0;12.11;0.18;0.0;56.36;278.4;56.91;310.4;-1.0;-1.0;97.92;62.59;0.0;276.42
2019;213;271;beauce_5_sa_017;solnu;;94.18;0.0;0.0;0.01;0.0;45.53;248.32;16.42;219.21;-1.0;-1.0;0.0;65.07;0.0;0.0
2019;272;365;beauce_5_sa_017;BTH;BTH;44.35;0.51;13.97;0.79;0.0;15.53;218.32;59.38;310.4;-1.0;-1.0;86.35;150.83;0.0;766.17
2019;213;297;beauce_5_sa_018;solnu;;110.26;0.0;0.0;0.01;0.0;45.53;248.32;37.72;240.5;-1.0;-1.0;0.0;102.81;0.0;0.0
2019;298;365;beauce_5_sa_018;BTH;BTH;30.64;0.01;12.11;0.81;0.0;37.6;240.39;56.91;310.4;-1.0;-1.0;97.37;113.09;0.0;455.91
2019;213;309;beauce_5_sa_019;solnu;;117.84;0.0;0.0;0.01;0.0;45.53;248.32;56.48;269.73;-1.0;-1.0;0.0;139.25;0.0;0.0
2019;310;365;beauce_5_sa_019;BTH;BTH;23.03;0.0;12.14;0.42;0.0;55.86;269.11;56.91;310.4;-1.0;-1.0;98.21;76.66;0.0;355.2
2019;213;266;beauce_5_sa_020;solnu;;87.25;0.0;0.0;0.01;0.0;45.53;248.32;23.36;226.15;-1.0;-1.0;0.0;65.07;0.0;0.0
2019;267;365;beauce_5_sa_020;BTH;BTH;50.36;0.96;14.45;0.71;0.0;21.34;224.13;69.05;310.4;-1.0;-1.0;83.34;150.83;0.0;852.98
2019;213;291;beauce_5_sa_021;solnu;;105.59;0.0;0.0;0.01;0.0;45.53;248.32;26.36;229.15;-1.0;-1.0;0.0;95.68;0.0;0.0
2019;292;365;beauce_5_sa_021;BTH;BTH;35.0;0.04;12.39;0.86;0.0;35.33;238.12;56.91;310.4;-1.0;-1.0;94.31;120.22;0.0;518.09
2019;213;271;beauce_5_sa_022;solnu;;94.1;0.0;0.0;0.01;0.0;45.53;248.32;16.5;219.29;-1.0;-1.0;0.0;65.07;0.0;0.0
2019;272;365;beauce_5_sa_022;BTH;BTH;44.47;0.5;13.94;0.76;0.0;15.61;218.39;59.38;310.4;-1.0;-1.0;85.38;150.83;0.0;766.17
2019;213;273;beauce_5_sa_023;solnu;;95.76;0.0;0.0;0.01;0.0;45.53;248.32;14.85;217.64;-1.0;-1.0;0.0;69.21;0.0;0.0
2019;274;365;beauce_5_sa_023;BTH;BTH;43.4;0.38;13.47;0.82;0.0;18.67;221.46;56.91;310.4;-1.0;-1.0;86.02;146.69;0.0;736.61
2019;213;268;beauce_5_sa_024;solnu;;90.57;0.0;0.0;0.01;0.0;45.53;248.32;20.03;222.82;-1.0;-1.0;0.0;65.07;0.0;0.0
2019;269;365;beauce_5_sa_024;BTH;BTH;47.62;0.75;14.08;0.74;0.0;19.0;221.79;65.22;310.4;-1.0;-1.0;83.97;150.83;0.0;818.79
2019;213;302;beauce_5_sa_025;solnu;;113.64;0.0;0.0;0.01;0.0;45.53;248.32;45.69;248.48;-1.0;-1.0;0.0;117.49;0.0;0.0
2019;303;365;beauce_5_sa_025;BTH;BTH;27.54;0.0;11.83;0.73;0.0;48.86;251.65;56.91;310.4;-1.0;-1.0;98.37;98.41;0.0;412.94
2019;213;280;beauce_5_sa_026;solnu;;100.41;0.0;0.0;0.01;0.0;45.53;248.32;15.64;218.43;-1.0;-1.0;0.0;71.67;0.0;0.0
2019;281;365;beauce_5_sa_026;BTH;BTH;39.34;0.17;13.09;0.87;0.0;16.49;219.28;56.91;310.4;-1.0;-1.0;89.79;144.24;0.0;651.64
2019;213;274;beauce_5_sa_027;solnu;;96.08;0.0;0.0;0.01;0.0;45.53;248.32;18.66;221.45;-1.0;-1.0;0.0;69.21;0.0;0.0
2019;275;365;beauce_5_sa_027;BTH;BTH;43.28;0.34;13.32;0.82;0.0;17.77;220.56;56.91;310.4;-1.0;-1.0;86.26;146.69;0.0;727.04
2019;213;306;beauce_5_sa_028;solnu;;116.11;0.0;0.0;0.01;0.0;45.53;248.32;56.91;264.8;-1.0;-1.0;0.0;137.53;0.0;0.0
2019;307;365;beauce_5_sa_028;BTH;BTH;24.83;0.0;12.07;0.52;0.0;56.91;268.96;56.91;310.4;-1.0;-1.0;98.31;78.38;0.0;378.84
2019;213;257;beauce_5_sa_029;solnu;;79.55;0.0;0.0;0.01;0.0;45.53;248.32;12.64;215.42;-1.0;-1.0;0.0;47.01;0.0;0.0
2019;258;365;beauce_5_sa_029;BTH;BTH;55.16;2.52;15.77;0.54;0.0;12.19;214.98;85.6;310.4;-1.0;-1.0;81.0;168.9;0.0;1004.32
2019;213;264;beauce_5_sa_030;solnu;;85.63;0.0;0.0;0.01;0.0;45.53;248.32;22.23;225.02;-1.0;-1.0;0.0;65.07;0.0;0.0
2019;265;365;beauce_5_sa_030;BTH;BTH;51.26;1.25;14.87;0.67;0.0;24.28;227.07;72.95;310.4;-1.0;-1.0;83.12;150.83;0.0;891.87
2019;213;288;beauce_5_sa_031;solnu;;103.99;0.0;0.0;0.01;0.0;45.53;248.32;19.56;222.35;-1.0;-1.0;0.0;78.02;0.0;0.0
2019;289;365;beauce_5_sa_031;BTH;BTH;36.38;0.06;12.58;0.89;0.0;18.98;221.77;56.91;310.4;-1.0;-1.0;93.2;137.88;0.0;556.92
2019;213;315;beauce_5_sa_032;solnu;;121.82;0.0;0.0;0.07;0.0;45.53;248.32;56.74;277.01;-1.0;-1.0;0.0;150.51;0.0;0.0
2019;316;365;beauce_5_sa_032;BTH;BTH;19.18;0.0;12.01;0.23;0.0;56.25;276.52;56.91;310.4;-1.0;-1.0;98.0;65.4;0.0;294.39
2019;213;259;beauce_5_sa_033;solnu;;80.84;0.0;0.0;0.01;0.0;45.53;248.32;12.39;215.18;-1.0;-1.0;0.0;47.7;0.0;0.0
