,n_ferti,has_prepa,nb_prepa,prepa_1,nb_f1,type_f1_1,nb_f2,type_f2_1,nb_f3,type_f3_1,prepa_2,type_f1_2,type_f2_2,type_f3_2,Date_Semis,Delta_PREPA_Semis,Date_F1,Date_F2,Date_F3,Date_Recolte,Dose_F1_1,Dose_F1_2,Dose_F2_1,Dose_F2_2,Dose_F3_1,Dose_F3_2
prepa_2,0.0003231403890092688,0.0,0.0,0.001409216432058491,0.0001331217050636324,0.0009049360848910615,3.6145745634930115e-05,0.0007660285525952215,4.451272142591556e-05,0.0005826367010963729,0.0,0.0004625435956154833,0.00042555908012276156,0.0006210305070017963,0.0028303623605249184,0.0009885271653409244,0.001469462256637133,0.000892446068265107,0.00038763348674086817,0.0003473871335116785,0.0004937530276605262,0.00035413626789393415,1.6611080745354556e-05,1.3123771173573218e-05,0.0002828150493515702,0.00015471107486297875
type_f1_2,0.0009404695195064372,0.00036020550971838095,0.0001799596168683415,0.0011191973127886445,0.0,0.0011128217855268518,0.001093401269804506,0.0014245283523882657,0.0001521932666064263,0.0002355958113228196,0.0004625435956154833,0.0,0.0020904699849181307,0.000709307579473184,0.0009588160855307226,0.0004159172533294564,0.000841660418993806,0.00025731627240777044,2.4158454040579258e-05,0.0010209004985393122,0.00022307798166565362,3.412339367703243e-05,0.001004337698229496,0.0008594376382884406,9.608843249908627e-05,0.00035067828620771735
type_f2_2,7.830890331661511e-05,0.0001287875155158158,2.4335341618497708e-05,0.0010629545591839262,0.00043844055004993443,0.0007084357844666656,1.1102230246251565e-16,0.0006990518447713701,1.2811418324987223e-05,0.0007263508680142028,0.00042555908012276156,0.0020904699849181307,0.0,0.0007016776278397918,0.0009964155064666746,0.00017277961737205416,0.0007854000486927637,0.0003445673549193895,8.821713319229207e-05,0.0004652898882765433,0.0007897831188042881,0.0005464952268026124,0.00021248418731101282,0.0004249116471327641,0.0001263281910314218,0.0002333433162822196
type_f3_2,0.0,0.00014045935712159174,0.00013203642515857705,0.00026953302548149427,0.0004034628994755707,0.00038321507572947056,0.0006118139436653847,0.0009020806229266265,0.0,0.0014866583131070144,0.0006210305070017963,0.000709307579473184,0.0007016776278397918,0.0,0.0005555036676196945,0.0004634034296920886,0.0008927105673876001,0.0003134778414458639,0.0002366308737050682,0.0007599699313611818,0.0003695348398035092,9.90195994104992e-05,0.00018963181659747974,0.0012400840613380204,0.0003189366677487371,0.0006877663610409535
Date_Semis,0.00033934211283503934,0.007169059045691872,0.0025793158584392906,0.006160018925762345,0.00048020930387404626,0.0006036721219261354,0.0008120119560637296,0.0002892050167272453,0.00015059801081651614,0.0010865291698172186,0.0028303623605249184,0.0009588160855307226,0.0009964155064666746,0.0005555036676196945,0.0,0.008381732142284881,0.0012689283858259293,4.379458944170356e-05,0.00016824361733636106,0.18857124709050332,0.0013556898475480805,0.00012972816786704922,0.00040746856271756116,0.00028705695077013704,0.00020879087405267782,8.281308786395325e-05
Delta_PREPA_Semis,0.000283765480221021,0.0,0.0011042171896806785,0.00147518701305549,0.00022179364315344507,0.0005803330026373787,1.3808418649507992e-05,0.00034977381447720557,6.244371181129971e-05,0.00015346767557888885,0.0009885271653409244,0.0004159172533294564,0.00017277961737205416,0.0004634034296920886,0.008381732142284881,0.0,0.00037954464719658354,0.00012714154160731184,9.464529720004666e-05,0.00048610172149510245,0.0007531412579635521,7.938237951621296e-05,0.00038048602460405423,0.0003413720669512843,2.043497208481515e-05,3.0560552178982014e-05
Date_F1,0.000211546518096295,0.0003055262353077737,0.0007253993695340855,0.0016714844295480091,0.00034675585739418757,0.0009681215832652024,0.0004774248672734238,0.0003887616688905693,0.00038850653608690777,0.0009585904641660203,0.001469462256637133,0.000841660418993806,0.0007854000486927637,0.0008927105673876001,0.0012689283858259293,0.00037954464719658354,0.0,5.9304341179067244e-05,0.00017037865854274692,0.0005470665051626744,0.0007784278142007883,0.0007054915129645067,0.0008362891985873588,0.0002956873562280915,0.0002156929889667314,0.0002815183566439172
Date_F2,0.0002316064936879192,1.0361719556706284e-05,7.051060348028937e-05,0.00038329469793096926,4.1302844231427827e-05,0.00036992296954652115,1.2438813809190208e-05,0.0002613576525499761,0.0001967885582158102,0.0006311884843950288,0.000892446068265107,0.00025731627240777044,0.0003445673549193895,0.0003134778414458639,4.379458944170356e-05,0.00012714154160731184,5.9304341179067244e-05,0.0,5.192927764174904e-05,0.0006994967450471012,5.9145154303608116e-05,0.00011718565619256438,0.00022529195039533434,3.146023675715259e-05,0.00021017851516336172,0.0005664813632163535
Date_F3,0.0,6.290141852405284e-05,0.00018063560220915598,0.00017677636075441594,0.00011989711250015578,0.0002978690533382844,4.6978540294562166e-05,0.0007191066029657023,2.6616512435850836e-05,3.75473686656802e-05,0.00038763348674086817,2.4158454040579258e-05,8.821713319229207e-05,0.0002366308737050682,0.00016824361733636106,9.464529720004666e-05,0.00017037865854274692,5.192927764174904e-05,0.0,0.00023632655940064584,0.00019140510607695838,0.0003989419881726963,6.136129866229911e-05,5.13971781468392e-07,3.555031975299716e-05,4.127920786078931e-06
Date_Recolte,0.0007160889419123295,0.00035282668310943066,0.00026638026768022183,0.001254928513125697,0.00015920137877589724,0.0008320086501611978,0.00017814139822813768,0.0008168624292895776,0.0003187657190770743,0.0008289229460607395,0.0003473871335116785,0.0010209004985393122,0.0004652898882765433,0.0007599699313611818,0.18857124709050332,0.00048610172149510245,0.0005470665051626744,0.0006994967450471012,0.00023632655940064584,0.0,0.001591958402257565,0.0003015360595798322,0.00046750651248816943,0.0001495784766066821,0.0001032131937209746,0.00015745666443645057
Dose_F1_1,0.0005566831562853203,0.0003797253946793422,0.00034577277121816685,0.0011176151516789634,5.665830594536736e-05,0.0006430194532514033,0.00036226610294609607,0.0010008045631431095,9.400851077057126e-05,0.0013554990870757733,0.0004937530276605262,0.00022307798166565362,0.0007897831188042881,0.0003695348398035092,0.0013556898475480805,0.0007531412579635521,0.0007784278142007883,5.9145154303608116e-05,0.00019140510607695838,0.001591958402257565,0.0,0.00011221646567094457,0.0006638798659552858,5.240308783804881e-05,0.00021306197950388128,2.8217445058098534e-05
Dose_F1_2,0.00020432294706806964,3.8797272203794364e-05,1.077212687938811e-06,0.00012951578346687143,0.0,0.0003143315962701454,6.651287296155495e-05,0.00045076271124488976,3.293672506565759e-05,0.00031579867473341405,0.00035413626789393415,3.412339367703243e-05,0.0005464952268026124,9.90195994104992e-05,0.00012972816786704922,7.938237951621296e-05,0.0007054915129645067,0.00011718565619256438,0.0003989419881726963,0.0003015360595798322,0.00011221646567094457,0.0,0.000426944357692971,4.0409155910303696e-08,9.155460625842604e-05,4.332116346761339e-06
Dose_F2_1,0.0003286159138899958,0.0005227106640507406,5.3115998218444815e-05,0.001183693496719762,8.165347585908922e-05,0.0007053212643459705,6.69610753045724e-05,0.00021015683146219377,0.0001017436850465625,0.0002694101326776721,1.6611080745354556e-05,0.001004337698229496,0.00021248418731101282,0.00018963181659747974,0.00040746856271756116,0.00038048602460405423,0.0008362891985873588,0.00022529195039533434,6.136129866229911e-05,0.00046750651248816943,0.0006638798659552858,0.000426944357692971,0.0,1.9900669618322375e-05,9.813696090110735e-05,1.160210265105377e-05
Dose_F2_2,4.0130012010641813e-05,0.0001233902721428093,6.0867253853791325e-06,0.00044288023147243116,1.866518331117284e-05,0.0007018720781644117,0.0,8.844801501994848e-05,0.00015176971069119638,0.00020980775347434477,1.3123771173573218e-05,0.0008594376382884406,0.0004249116471327641,0.0012400840613380204,0.00028705695077013704,0.0003413720669512843,0.0002956873562280915,3.146023675715259e-05,5.13971781468392e-07,0.0001495784766066821,5.240308783804881e-05,4.0409155910303696e-08,1.9900669618322375e-05,0.0,0.00029083376302374564,3.884171823842486e-06
Dose_F3_1,0.0,3.0126590123358277e-05,6.321657923802348e-07,2.956996947212076e-05,4.626650773165153e-05,0.0005434893242368677,8.908419261377531e-06,0.0004694815588029977,0.00022831502432407724,0.00012196339177372728,0.0002828150493515702,9.608843249908627e-05,0.0001263281910314218,0.0003189366677487371,0.00020879087405267782,2.043497208481515e-05,0.0002156929889667314,0.00021017851516336172,3.555031975299716e-05,0.0001032131937209746,0.00021306197950388128,9.155460625842604e-05,9.813696090110735e-05,0.00029083376302374564,0.0,0.000280846297704862
Dose_F3_2,0.0,1.491190736446768e-07,4.7290046273573694e-05,6.297205958105678e-05,0.00020410305538753892,6.037549781423568e-05,3.1254178442297054e-05,0.00025969569633477185,0.0,7.270672463355332e-05,0.00015471107486297875,0.00035067828620771735,0.0002333433162822196,0.0006877663610409535,8.281308786395325e-05,3.0560552178982014e-05,0.0002815183566439172,0.0005664813632163535,4.127920786078931e-06,0.00015745666443645057,2.8217445058098534e-05,4.332116346761339e-06,1.160210265105377e-05,3.884171823842486e-06,0.000280846297704862,0.0
