,n_ferti,has_prepa,nb_prepa,prepa_1,nb_f1,type_f1_1,nb_f2,type_f2_1,nb_f3,type_f3_1,prepa_2,type_f1_2,type_f2_2,type_f3_2,Date_Semis,Delta_PREPA_Semis,Date_F1,Date_F2,Date_F3,Date_Recolte,Dose_F1_1,Dose_F1_2,Dose_F2_1,Dose_F2_2,Dose_F3_1,Dose_F3_2
prepa_2,0.053000418819706296,0.14532855059689254,0.052171419412390896,0.1183757971400502,0.052680811708085806,0.05373903203168917,0.05251433327639776,0.05324126484586689,0.05245731475298887,0.053071535225130084,0.0,0.052697545934710766,0.0527492996907597,0.05280797610645471,0.5187413167313937,0.21459094302618442,0.05381355954286304,0.053163812320396686,0.052556312053763765,0.10875612207848173,0.05326147950668614,0.052420325645567534,0.05274651914604489,0.052212765436853936,0.052433712882654415,0.05264965390194465
type_f1_2,0.0012417258716999058,0.14569832875894795,0.05228681661632306,0.11896255461119876,0.00019228918709934817,0.0021087461431194,0.0006823123816882548,0.0016159023739373835,0.0006134532600620135,0.0009808348538659084,0.052697545934710766,0.0,0.0013603788992269106,0.0017618251873638968,0.4642589235728868,0.2145071676893724,0.0018483700960973959,0.0008496265488503463,0.00032985350687464443,0.05871515507795022,0.0010975152302042934,0.0002453766910044397,0.0011084206739202518,0.0010933341849596045,0.000390430236856254,0.000730304485032196
type_f2_2,0.0003835785856644014,0.1452773370533864,0.05232715999917037,0.11881535451521752,0.0004203943896680107,0.0011271453739228887,3.6822788562873576e-05,0.0009225164452584256,0.0005848630381354303,0.0009872412035160094,0.0527492996907597,0.0013603788992269106,0.0,0.0016396856943674543,0.4639383220312131,0.21413442982476316,0.0015646060594465272,0.0008541126910862618,8.298364596259766e-05,0.0582333789749403,0.0008320607055297691,0.0010262446967036487,0.00041717231539040167,0.00036695464071978545,0.00013552462178867408,0.0006775031642767271
type_f3_2,0.0003463437614631415,0.14557022062818503,0.05230793911629117,0.11828952895200384,0.0006289186796871737,0.0012811137650302618,0.0006453172823487341,0.0013577079686254434,0.0002945328256653834,0.001904190555969132,0.05280797610645471,0.0017618251873638968,0.0016396856943674543,0.0,0.4636997118181956,0.2144263970161061,0.0018440710028702068,0.0006584908309278381,0.0003471878287947261,0.057801306025723975,0.0016521633005456282,0.00037244120901192,0.001060383095020434,0.0010852049153760035,0.0010210576520904846,0.0011736072546337795
Date_Semis,0.463565793584949,0.6179705562166938,0.5184719287224626,0.5857264273071345,0.4638104685348293,0.46394168060809315,0.4637143360572855,0.46373710961653813,0.4634342093020376,0.4643908185963751,0.5187413167313937,0.4642589235728868,0.4639383220312131,0.4636997118181956,0.0,0.6937990207196115,0.4636027455296008,0.46360559869058837,0.46341447518018,0.6236033921256537,0.463869363231475,0.46332844101783965,0.4635609461246747,0.4632145273152717,0.4634347570373828,0.46327323802978393
Delta_PREPA_Semis,0.21437999991120726,0.21430345716524146,0.21412727563570377,0.21476324323930363,0.21408457771604505,0.21506131402907946,0.2141010420009074,0.21488417307357277,0.21416091969165219,0.21461053165295607,0.21459094302618442,0.2145071676893724,0.21413442982476316,0.2144263970161061,0.6937990207196115,0.0,0.2146531722553312,0.2146150844273581,0.21413517842476892,0.27256529069502555,0.2144731539049629,0.21398693517331902,0.2144508288130611,0.21398183832852746,0.21391308013148091,0.2142324193621149
Date_F1,0.0011069935135650244,0.14575952201355713,0.053134072090673334,0.11954190260760389,0.0010520746233584344,0.0025146841432798217,0.000831706926231246,0.0010904387596595289,0.001154510287469046,0.0016218929473947874,0.05381355954286304,0.0018483700960973959,0.0015646060594465272,0.0018440710028702068,0.4636027455296008,0.2146531722553312,0.0,0.0010661267149701947,0.000939960983499577,0.058590316344187765,0.0018559403970741517,0.0018591345349718846,0.0013541390116275087,0.0009713813683510653,0.000974664751971499,0.0013175203988824435
Date_F2,0.0005616796645571132,0.14550113041198887,0.052594850288074646,0.1184440743586892,0.0005335400098731569,0.0009281879118522296,0.00046044748249729484,0.0010866602617415344,0.0005060993766812238,0.0008246925607076072,0.053163812320396686,0.0008496265488503463,0.0008541126910862618,0.0006584908309278381,0.46360559869058837,0.2146150844273581,0.0010661267149701947,0.0,0.0005201916826251818,0.05803760903711963,0.0006130010822609222,0.0004378976953859359,0.0008105270592845271,0.0004694909092437527,0.0005257505957498854,0.0009595358258934761
Date_F3,0.0002284532446197307,0.1453299404035452,0.05223409130697665,0.11827343543281155,0.0002748249010480208,0.0010994719408350395,8.268510960007802e-05,0.0006115038443724741,0.00017698623779738298,0.00046217858521546695,0.052556312053763765,0.00032985350687464443,8.298364596259766e-05,0.0003471878287947261,0.46341447518018,0.21413517842476892,0.000939960983499577,0.0005201916826251818,0.0,0.05738504469519001,0.0003841213021159584,0.0002910403668494599,0.0005251837087075772,2.7369046577629952e-05,0.00011027546000397237,0.0004179648473072728
Date_Recolte,0.058075498005167425,0.20310257214259742,0.1084538512370522,0.17613955528898728,0.05719560803416146,0.05837042351595334,0.057571980758709285,0.058463054392906444,0.0575490180336945,0.05835459060238413,0.10875612207848173,0.05871515507795022,0.0582333789749403,0.057801306025723975,0.6236033921256537,0.27256529069502555,0.058590316344187765,0.05803760903711963,0.05738504469519001,0.0,0.058880166786039356,0.05753784748200652,0.057816278062805426,0.05719038014048217,0.05727861754661512,0.05763167116601353
Dose_F1_1,0.0016055617360918317,0.14568364233673425,0.05284268632653688,0.11863995291755003,0.0004143254840446309,0.0009949195923247833,0.000612467997841204,0.0010218905603455175,0.0012048820171939312,0.0015485490073106067,0.05326147950668614,0.0010975152302042934,0.0008320607055297691,0.0016521633005456282,0.463869363231475,0.2144731539049629,0.0018559403970741517,0.0006130010822609222,0.0003841213021159584,0.058880166786039356,0.0,0.00042087423727044104,0.00098777760030766,0.00029068634821860506,0.0006836624091397514,0.00128898262132926
Dose_F1_2,0.00042276672844931973,0.14519739572162915,0.05206324497112236,0.11789642782716436,2.388016021837025e-05,0.0009898864195146961,5.346852236554067e-05,0.0004264365150572491,0.00022763549513182824,0.0006718256671262024,0.052420325645567534,0.0002453766910044397,0.0010262446967036487,0.00037244120901192,0.46332844101783965,0.21398693517331902,0.0018591345349718846,0.0004378976953859359,0.0002910403668494599,0.05753784748200652,0.00042087423727044104,0.0,0.0008863158196018572,4.813572319739556e-06,0.00025336506048989627,0.0004406070158208264
Dose_F2_1,0.0008516136625795756,0.14608452853643417,0.05269988351256405,0.11939001053268439,0.0006499726291342434,0.001283078057771836,0.0004287747434763567,0.0007483772836980318,0.0008157170826103011,0.000661781996571631,0.05274651914604489,0.0011084206739202518,0.00041717231539040167,0.001060383095020434,0.4635609461246747,0.2144508288130611,0.0013541390116275087,0.0008105270592845271,0.0005251837087075772,0.057816278062805426,0.00098777760030766,0.0008863158196018572,0.0,0.0004896058637193779,0.0003911327260215369,0.0011077546995759135
Dose_F2_2,0.00027447054645468594,0.14516505357530196,0.0520761563287897,0.11831345169069252,3.856034261551233e-05,0.001008975674724466,1.4616694810176689e-05,0.0004098067971469721,0.00019724969012491211,0.0005147353458987425,0.052212765436853936,0.0010933341849596045,0.00036695464071978545,0.0010852049153760035,0.4632145273152717,0.21398183832852746,0.0009713813683510653,0.0004694909092437527,2.7369046577629952e-05,0.05719038014048217,0.00029068634821860506,4.813572319739556e-06,0.0004896058637193779,0.0,0.0001886685886143269,0.00043361379562989466
