sortie,parametre_A,parametre_B,R2_A,R2_B,R2_additif,R2_interaction,R2_global,p_value_additif,p_value_global,n,n_A,n_B,n_cellules,df_model_global,df_resid_global
N_lixi,Date_Semis,Date_F2,0.46315438456636526,0.000425579397883915,0.46348781206401246,0.00011778662657591088,0.46360559869058837,0.0,0.0,10000,4,2,8,7.0,9992.0
N_lixi,Date_Semis,Date_F1,0.46315438456636526,0.0007031570520207885,0.463251560247665,0.00035118528193578413,0.4636027455296008,0.0,0.0,10000,4,4,16,15.0,9984.0
N_lixi,n_ferti,Date_Semis,0.00021180171471133174,0.46315438456636526,0.4632612747828798,0.0003045188020691647,0.463565793584949,0.0,0.0,10000,4,4,16,15.0,9984.0
N_lixi,Date_Semis,Dose_F2_1,0.46315438456636526,0.0003247668756520425,0.4634468287835385,0.00011411734113619953,0.4635609461246747,0.0,0.0,9997,4,3,11,10.0,9986.0
N_lixi,Date_Semis,Dose_F3_1,0.46315438456636526,2.260375034844828e-05,0.4631720744482891,0.0002626825890936768,0.4634347570373828,0.0,0.0,10000,4,2,8,7.0,9992.0
N_lixi,nb_f3,Date_Semis,0.00017494686630260624,0.46315438456636526,0.46317805598272777,0.00025615331930983753,0.4634342093020376,0.0,0.0,10000,2,4,8,7.0,9992.0
N_lixi,Date_Semis,Date_F3,0.46315438456636526,2.3801688882293743e-05,0.46315445067704486,0.0002600245031351145,0.46341447518018,0.0,0.0,10000,4,2,8,7.0,9992.0
N_lixi,Date_Semis,Dose_F1_2,0.46315438456636526,3.1076611613984608e-06,0.4631633682922427,0.00016507272559695974,0.46332844101783965,0.0,0.0,10000,4,2,8,7.0,9992.0
N_lixi,Date_Semis,Dose_F3_2,0.46315438456636526,0.0004138884737704342,0.463223681375149,4.955665463490799e-05,0.46327323802978393,0.0,0.0,10000,4,2,8,7.0,9992.0
N_lixi,Date_Semis,Dose_F2_2,0.46315438456636526,1.3968141686672234e-06,0.46315556294180604,5.8964373465641984e-05,0.4632145273152717,0.0,0.0,10000,4,2,8,7.0,9992.0
N_lixi,Delta_PREPA_Semis,Date_Recolte,0.21390976374504522,0.05718300902038152,0.27200495394988744,0.0005603367451381125,0.27256529069502555,0.0,0.0,9997,3,4,12,11.0,9985.0
N_lixi,type_f1_1,Delta_PREPA_Semis,0.0004901462746615624,0.21390976374504522,0.21451444448259593,0.0005468695464835305,0.21506131402907946,0.0,0.0,9997,4,3,12,11.0,9985.0
N_lixi,type_f2_1,Delta_PREPA_Semis,0.00021716779359439063,0.21390976374504522,0.21420530406507277,0.0006788690085000049,0.21488417307357277,0.0,0.0,9997,4,3,12,11.0,9985.0
N_lixi,prepa_1,Delta_PREPA_Semis,0.1177696389557336,0.21390976374504522,0.21420237991232172,0.0005608633269819085,0.21476324323930363,0.0,0.0,9997,4,3,12,11.0,9985.0
N_lixi,Delta_PREPA_Semis,Date_F1,0.21390976374504522,0.0007031570520207885,0.2144140809263998,0.00023909132893140672,0.2146531722553312,0.0,0.0,9997,3,4,12,11.0,9985.0
N_lixi,Delta_PREPA_Semis,Date_F2,0.21390976374504522,0.000425579397883915,0.21417747266758613,0.000437611759771972,0.2146150844273581,0.0,0.0,9997,3,2,6,5.0,9991.0
N_lixi,type_f3_1,Delta_PREPA_Semis,0.0003564873362766721,0.21390976374504522,0.21409982661449367,0.0005107050384624001,0.21461053165295607,0.0,0.0,9997,4,3,12,11.0,9985.0
N_lixi,prepa_2,Delta_PREPA_Semis,0.05217141941239104,0.21390976374504522,0.21402825969491146,0.0005626833312729618,0.21459094302618442,0.0,0.0,9995,4,3,11,10.0,9984.0
N_lixi,type_f1_2,Delta_PREPA_Semis,0.00014488170873875404,0.21390976374504522,0.21406274412578719,0.00044442356358520563,0.2145071676893724,0.0,0.0,9997,4,3,12,11.0,9985.0
N_lixi,Delta_PREPA_Semis,Dose_F1_1,0.21390976374504522,0.00025031679342259796,0.21419369023274548,0.0002794636722174282,0.2144731539049629,0.0,0.0,9997,3,4,12,11.0,9985.0
N_lixi,Delta_PREPA_Semis,Dose_F2_1,0.21390976374504522,0.0003247668756520425,0.21403349118141124,0.00041733763164986115,0.2144508288130611,0.0,0.0,9995,3,3,8,7.0,9987.0
N_lixi,type_f3_2,Delta_PREPA_Semis,0.00022230484195657235,0.21390976374504522,0.21407484780228692,0.00035154921381919113,0.2144263970161061,0.0,0.0,9997,4,3,12,11.0,9985.0
N_lixi,n_ferti,Delta_PREPA_Semis,0.00021180171471133174,0.21390976374504522,0.21413662444924975,0.0002433754619575179,0.21437999991120726,0.0,0.0,9997,4,3,12,11.0,9985.0
N_lixi,has_prepa,Delta_PREPA_Semis,0.14515805534142975,0.21390976374504522,0.21430345716524135,1.1102230246251565e-16,0.21430345716524146,0.0,0.0,9997,2,3,4,3.0,9993.0
N_lixi,Delta_PREPA_Semis,Dose_F3_2,0.21390976374504522,0.0004138884737704342,0.2142087217758687,2.3697586246207436e-05,0.2142324193621149,0.0,0.0,9997,3,2,6,5.0,9991.0
N_lixi,nb_f3,Delta_PREPA_Semis,0.00017494686630260624,0.21390976374504522,0.21405377074242138,0.00010714894923080642,0.21416091969165219,0.0,0.0,9997,2,3,6,5.0,9991.0
N_lixi,Delta_PREPA_Semis,Date_F3,0.21390976374504522,2.3801688882293743e-05,0.21392717357445512,0.00020800485031380322,0.21413517842476892,0.0,0.0,9997,3,2,6,5.0,9991.0
N_lixi,type_f2_2,Delta_PREPA_Semis,3.398676678529993e-05,0.21390976374504522,0.21394842502554212,0.00018600479922104007,0.21413442982476316,0.0,0.0,9997,4,3,12,11.0,9985.0
N_lixi,nb_prepa,Delta_PREPA_Semis,0.0520620379096507,0.21390976374504522,0.2139275449427318,0.00019973069297196666,0.21412727563570377,0.0,0.0,9997,2,3,6,5.0,9991.0
N_lixi,nb_f2,Delta_PREPA_Semis,4.08700289541485e-06,0.21390976374504522,0.2139125182695012,0.00018852373140620937,0.2141010420009074,0.0,0.0,9997,2,3,6,5.0,9991.0
N_lixi,nb_f1,Delta_PREPA_Semis,2.1765031634049576e-05,0.21390976374504522,0.21391555734523016,0.0001690203708148985,0.21408457771604505,0.0,0.0,9997,2,3,6,5.0,9991.0
N_lixi,Delta_PREPA_Semis,Dose_F1_2,0.21390976374504522,3.1076611613984608e-06,0.21390994020722987,7.699496608915002e-05,0.21398693517331902,0.0,0.0,9997,3,2,6,5.0,9991.0
N_lixi,Delta_PREPA_Semis,Dose_F2_2,0.21390976374504522,1.3968141686672234e-06,0.21390994294033772,7.189538818974661e-05,0.21398183832852746,0.0,0.0,9997,3,2,6,5.0,9991.0
N_lixi,Delta_PREPA_Semis,Dose_F3_1,0.21390976374504522,2.260375034844828e-05,0.2139117325228873,1.347608593604832e-06,0.21391308013148091,0.0,0.0,9997,3,2,6,5.0,9991.0
N_lixi,has_prepa,Date_Recolte,0.14515805534142975,0.05718300902038152,0.2029736755659658,0.0001288965766316208,0.20310257214259742,0.0,0.0,10000,2,4,8,7.0,9992.0
N_lixi,prepa_1,Date_Recolte,0.1177696389557336,0.05718300902038152,0.17529890019867977,0.0008406550903075072,0.17613955528898728,0.0,0.0,10000,4,4,16,15.0,9984.0
N_lixi,has_prepa,Dose_F2_1,0.14515805534142975,0.0003247668756520425,0.1455029466056087,0.0005815819308254699,0.14608452853643417,0.0,0.0,10000,2,3,6,5.0,9994.0
N_lixi,has_prepa,Date_F1,0.14515805534142975,0.0007031570520207885,0.14557328935391878,0.00018623265963835234,0.14575952201355713,0.0,0.0,10000,2,4,8,7.0,9992.0
N_lixi,has_prepa,type_f1_2,0.14515805534142975,0.00014488170873875404,0.1452874157981896,0.00041091296075834727,0.14569832875894795,0.0,0.0,10000,2,4,8,7.0,9992.0
N_lixi,has_prepa,type_f3_1,0.14515805534142975,0.0003564873362766721,0.14530677933033165,0.0003773364689965142,0.14568411579932816,0.0,0.0,10000,2,4,8,7.0,9992.0
N_lixi,has_prepa,Dose_F1_1,0.14515805534142975,0.00025031679342259796,0.14542639963214654,0.00025724270458771237,0.14568364233673425,0.0,0.0,10000,2,4,8,7.0,9992.0
N_lixi,has_prepa,type_f1_1,0.14515805534142975,0.0004901462746615624,0.14563190450534014,2.3352079954186422e-05,0.14565525658529432,0.0,0.0,10000,2,4,8,7.0,9992.0
N_lixi,has_prepa,type_f2_1,0.14515805534142975,0.00021716779359439063,0.14541240102692976,0.00020913416386458827,0.14562153519079435,0.0,0.0,10000,2,4,8,7.0,9992.0
N_lixi,has_prepa,type_f3_2,0.14515805534142975,0.00022230484195657235,0.14532057139264665,0.00024964923553838503,0.14557022062818503,0.0,0.0,10000,2,4,8,7.0,9992.0
N_lixi,has_prepa,Date_F2,0.14515805534142975,0.000425579397883915,0.14549601357996267,5.116832026197393e-06,0.14550113041198887,0.0,0.0,10000,2,2,4,3.0,9996.0
N_lixi,n_ferti,has_prepa,0.00021180171471133174,0.14515805534142975,0.1453358979532895,0.00012952714528557951,0.14546542509857507,0.0,0.0,10000,4,2,8,7.0,9992.0
N_lixi,has_prepa,Dose_F3_2,0.14515805534142975,0.0004138884737704342,0.14539192034395387,4.0511953677491164e-05,0.14543243229763136,0.0,0.0,10000,2,2,4,3.0,9996.0
N_lixi,has_prepa,nb_f3,0.14515805534142975,0.00017494686630260624,0.14526845574416225,9.943287886227115e-05,0.14536788862302452,0.0,0.0,10000,2,2,4,3.0,9996.0
N_lixi,has_prepa,Date_F3,0.14515805534142975,2.3801688882293743e-05,0.14517695811724662,0.00015298228629856414,0.1453299404035452,0.0,0.0,10000,2,2,4,3.0,9996.0
N_lixi,has_prepa,prepa_2,0.14515805534142975,0.05217141941239104,0.14532855059689254,0.0,0.14532855059689254,0.0,0.0,10000,2,4,5,4.0,9995.0
