sortie,somme_R2_additif,somme_R2_interaction,somme_R2_global
N_lixi,26.90815551137354,0.23199159657878676,27.140147107952327
dCorg,23.59083300317891,0.1181375971913251,23.708970600370236
rdt,30.587498804561164,0.333957271491118,30.92145607605228
