,n_ferti,has_prepa,nb_prepa,prepa_1,nb_f1,type_f1_1,nb_f2,type_f2_1,nb_f3,type_f3_1,prepa_2,type_f1_2,type_f2_2,type_f3_2,Date_Semis,Delta_PREPA_Semis,Date_F1,Date_F2,Date_F3,Date_Recolte,Dose_F1_1,Dose_F1_2,Dose_F2_1,Dose_F2_2,Dose_F3_1,Dose_F3_2
Delta_PREPA_Semis,0.3427626366821297,0.3435660516365797,0.3435084985004213,0.34444988172356594,0.34253081199341673,0.34362294962486584,0.34256322558596797,0.3426868153284861,0.34251864931358456,0.3427225827788074,0.3437870688798066,0.34285000324290593,0.3426988618923641,0.3430689322290885,0.49272403580518254,0.0,0.3427967619699218,0.34244429586803515,0.34240173921322525,0.5080751936692701,0.3431365856869869,0.34238783362822645,0.3429865971667523,0.34266917559029186,0.34235807980993116,0.3423975254134711
Date_F1,0.0007414889494556931,0.2449941519017973,0.09029431715172331,0.19798697439485236,0.000655006064661956,0.001979976225382485,0.0010343132058185933,0.0006741638940234163,0.0008260864839442217,0.001741919434643302,0.09116186297896767,0.0012206829279660658,0.001395945652021613,0.001539841796033059,0.14058014276247432,0.3427967619699218,0.0,0.00037602408004688836,0.0004329597246842676,0.17019520235506047,0.0011081988503354179,0.0009685073077772,0.0017512856233009577,0.0006192908169215805,0.00048631871038495866,0.0006736272096570239
Date_F2,0.0005007766233584565,0.24468572090337426,0.0895552300603002,0.19670340874150882,0.00015799706678298886,0.001154708327420928,0.00045684115451216645,0.00037886217246152487,0.0004287867528197653,0.0012170877860844254,0.09050411190117813,0.00044149442808660844,0.0008371196627827704,0.0007472019255357898,0.13934306013569042,0.34244429586803515,0.00037602408004688836,0.0,0.0001286719862126917,0.17029484385088745,0.00020477504743210417,0.00019478583922494241,0.0011076691649043457,0.0001876637864440811,0.00030199901801808426,0.0007630710412664943
Date_F3,0.00023466210142319976,0.2447059798085427,0.08952558716688008,0.19640606933947213,0.00015087137461611277,0.001002235035989285,0.000302921177008475,0.0007424678774758942,0.0002437768774395943,0.0005861308743522198,0.08985866730346337,0.00011799447677063313,0.00040585727786057735,0.0006320783625659576,0.13942545504671378,0.34240173921322525,0.0004329597246842676,0.0001286719862126917,0.0,0.16956728080148353,0.0002746305957255224,0.00040329923059601036,0.000838895960445063,5.4689304464838884e-05,4.938224696471316e-05,0.00015136275418403677
Date_Recolte,0.17015108853861494,0.4098283701687321,0.2560779026347004,0.3605324412852703,0.1695134294380758,0.17035387500217747,0.1694973547378451,0.17020609486200766,0.16974026228246186,0.17050309686681786,0.2562082854723121,0.17048124734303738,0.16986098167473518,0.17025689026988267,0.49389426934794733,0.5080751936692701,0.17019520235506047,0.17029484385088745,0.16956728080148353,0.0,0.17105345990732523,0.16961702595632178,0.1702353383769366,0.16946009840020715,0.16944895832464724,0.16962906918349918
Dose_F1_1,0.0008883398225176808,0.24510842688613632,0.08995238202089784,0.19743743470428343,0.00017886813743617225,0.0014354493455488448,0.0007144491927508767,0.0011031047594494137,0.0003601908823986921,0.001969240432653785,0.09022689238551074,0.00041427938636418027,0.0012018891736349513,0.0008299155037346795,0.14068023294323106,0.3431365856869869,0.0011081988503354179,0.00020477504743210417,0.0002746305957255224,0.17105345990732523,0.0,0.00019393679589152502,0.0019201330051060728,0.00018699508058950265,0.00029999134163460894,0.00024355070085946284
Dose_F1_2,0.0003884084199343718,0.24469077775431702,0.08934649374385606,0.1963460885289282,3.726419603211628e-05,0.0010152023720401138,0.0002948784938889837,0.00046909913590409413,0.00023294716489719036,0.0008560742963178436,0.08982509514477544,0.00014569913518780453,0.0008402835206847703,0.0004912943491084398,0.13938776602251346,0.34238783362822645,0.0009685073077772,0.00019478583922494241,0.00040329923059601036,0.16961702595632178,0.00019393679589152502,0.0,0.0011997212827836723,4.507296308176034e-05,9.518918541340238e-05,0.00015002525274332434
Dose_F2_1,0.0012939238537622577,0.24590796791953995,0.09028204911886695,0.19831936304905662,0.0008765671654303864,0.002314825462163439,0.0010722878265998492,0.0006808952165094917,0.0010905211096600143,0.0010351050030230624,0.0904559972650889,0.0014338455103747316,0.0009866088501628845,0.0014223033143709873,0.14055246623886164,0.3429865971667523,0.0017512856233009577,0.0011076691649043457,0.000838895960445063,0.1702353383769366,0.0019201330051060728,0.0011997212827836723,0.0,0.0008285133381760179,0.0008742455544556993,0.0010815232085628068
Dose_F2_2,0.0002889720390857331,0.24478228682884218,0.08934868418697317,0.19665978479389168,8.132831064000534e-05,0.001442639238418808,0.00024269384224961943,0.00015438159701997023,0.0004261991237206608,0.0008211059321141523,0.08948110993271108,0.0009816353993619131,0.0007237908007970972,0.00169608266268384,0.13957087747504504,0.34266917559029186,0.0006192908169215805,0.0001876637864440811,5.4689304464838884e-05,0.16946009840020715,0.00018699508058950265,4.507296308176034e-05,0.0008285133381760179,0.0,0.00033692981630562,0.00020845524972712415
Dose_F3_1,0.00032955440569393257,0.24467169997482996,0.08934399217653233,0.19624457578948507,7.230348262765585e-05,0.0012489998574122252,0.0002385038629993952,0.0004912515971832176,0.0005073466390134174,0.0007073730781627097,0.08975135072297702,0.00018304270700009173,0.0004205074681108423,0.000760074174945613,0.13947290684282965,0.34235807980993116,0.00048631871038495866,0.00030199901801808426,4.938224696471316e-05,0.16944895832464724,0.00029999134163460894,9.518918541340238e-05,0.0008742455544556993,0.00033692981630562,0.0,0.0004609713154326567
