annee;jourDebut;jourFin;parcelle;couvert;itk;delta_Corg[kg_eqCO2/ha];tx_MO_fin[%];emissions_N2O_denit[kg_eqCO2/ha];emissions_N2O_nit[kg_eqCO2/ha];emissions_volat[kg_eqCO2/ha];emissions_lixiv[kg_eqCO2/ha];emissions_ferti[kg_eqCO2/ha];bilan_net_GES[kg_eqCO2/ha];ratio_Corg_Arg[%]
2019;213;270;beauce_5_sa_000;solnu;;735.96;1.71;0.0;5.06;0.0;0.0;0.0;741.02;0.07
2019;271;365;beauce_5_sa_000;BTH;BTH;622.14;1.71;11.1;4.19;0.0;1.17;0.0;638.6;0.07
2019;213;302;beauce_5_sa_001;solnu;;928.47;1.71;0.0;6.35;0.0;0.0;0.0;934.82;0.07
2019;303;365;beauce_5_sa_001;BTH;BTH;429.5;1.71;35.8;2.91;5.39;1.18;349.36;824.15;0.07
2019;213;301;beauce_5_sa_002;solnu;;921.91;1.71;0.0;6.31;0.0;0.0;0.0;928.22;0.07
2019;302;365;beauce_5_sa_002;BTH;BTH;436.65;1.71;24.95;2.94;0.0;0.91;0.0;465.45;0.07
2019;213;311;beauce_5_sa_003;solnu;;993.97;1.71;4.86;6.83;0.0;0.0;0.0;1005.66;0.07
2019;312;365;beauce_5_sa_003;BTH;BTH;364.69;1.71;24.57;2.43;1.51;1.03;97.66;491.89;0.07
2019;213;307;beauce_5_sa_004;solnu;;960.93;1.71;3.31;6.63;0.0;0.0;0.0;970.87;0.07
2019;308;365;beauce_5_sa_004;BTH;BTH;397.74;1.71;21.91;2.63;0.0;0.94;0.0;423.22;0.07
2019;213;268;beauce_5_sa_005;solnu;;718.36;1.71;0.0;4.95;0.0;0.0;0.0;723.31;0.07
2019;269;365;beauce_5_sa_005;BTH;BTH;640.22;1.71;8.85;4.31;0.0;1.14;0.0;654.52;0.07
2019;213;292;beauce_5_sa_006;solnu;;855.54;1.71;0.0;5.88;0.0;0.0;0.0;861.42;0.07
