annee;jourDebut;jourFin;parcelle;couvert;itk;N_lixivie[kgN/ha];N_volatilise_NH3[kgN/ha];N_mineralise_net_SOM[kgN/ha];N_mineralise_net_residus[kgN/ha];N_acquis_couvert[kgN/ha];N_mineral_debut[kgN/ha];N_mineral_fin[kgN/ha];emissions_N2O_directes[kgN/ha];emissions_N2[kgN/ha];N_fixe_legumineuses[kgN/ha];satisfactionAzote_culture[%];satisfactionAzote_ci[%];delta_Corg[kgC/ha];emissions_N2O_denit[kgN-N2O/ha];emissions_N2O_nit[kgN-N2O/ha];emissions_N2O_indirectes_volat[kgN-N2O/ha];emissions_N2O_indirectes_lixiv[kgN-N2O/ha]
2019;213;298;beauce_5_sa_000;solnu;;0.0;0.0;22.13;0.0;0.0;35.0;57.12;0.01;0.0;0;0;0;-246.16;0.0;0.01;0.0;0.0
2019;299;365;beauce_5_sa_000;BTH;;0.26;0.0;11.04;0.0;6.68;57.25;61.15;0.06;0.0;0;3.93;0;-124.38;0.05;0.01;0.0;0.26
2019;213;305;beauce_5_sa_001;solnu;;0.0;0.0;23.22;0.0;0.0;35.0;58.2;0.01;0.0;0;0;0;-258.57;0.0;0.01;0.0;0.0
2019;306;365;beauce_5_sa_001;BTH;;0.26;0.0;9.96;0.0;4.79;58.38;63.05;0.06;0.0;0;2.82;0;-111.97;0.05;0.01;0.0;0.26
2019;213;301;beauce_5_sa_002;solnu;;0.0;0.0;22.61;0.0;0.0;35.0;57.6;0.01;0.0;0;0;0;-251.29;0.0;0.01;0.0;0.0
2019;302;365;beauce_5_sa_002;BTH;;0.25;0.0;10.55;0.0;5.47;57.73;62.37;0.06;0.0;0;3.22;0;-119.06;0.05;0.01;0.0;0.25
2019;213;277;beauce_5_sa_003;solnu;;0.0;0.0;19.26;0.0;0.0;35.0;54.25;0.01;0.0;0;0;0;-213.53;0.0;0.01;0.0;0.0
2019;278;365;beauce_5_sa_003;BTH;;0.28;0.0;13.92;0.0;28.38;54.35;39.46;0.04;0.0;0;16.7;0;-157.08;0.03;0.01;0.0;0.28
2019;213;266;beauce_5_sa_004;solnu;;0.0;0.0;17.15;0.0;0.0;35.0;52.14;0.01;0.0;0;0;0;-190.14;0.0;0.01;0.0;0.0
2019;267;365;beauce_5_sa_004;BTH;;0.32;0.0;16.02;0.0;43.19;52.48;24.63;0.02;0.0;0;25.41;0;-180.4;0.01;0.01;0.0;0.32
2019;213;295;beauce_5_sa_005;solnu;;0.0;0.0;21.57;0.0;0.0;35.0;56.55;0.01;0.0;0;0;0;-239.76;0.0;0.01;0.0;0.0
2019;296;365;beauce_5_sa_005;BTH;;0.27;0.0;11.61;0.0;8.32;56.73;59.52;0.06;0.0;0;4.89;0;-130.79;0.05;0.01;0.0;0.27
2019;213;291;beauce_5_sa_006;solnu;;0.0;0.0;20.83;0.0;0.0;35.0;55.82;0.01;0.0;0;0;0;-231.36;0.0;0.01;0.0;0.0
2019;292;365;beauce_5_sa_006;BTH;;0.38;1.31;12.34;0.0;12.4;56.06;153.49;0.08;0.0;0;7.29;0;-139.2;0.08;0.01;1.31;0.38
2019;213;282;beauce_5_sa_007;solnu;;0.0;0.0;19.76;0.0;0.0;35.0;54.74;0.01;0.0;0;0;0;-220.42;0.0;0.01;0.0;0.0
2019;283;365;beauce_5_sa_007;BTH;;0.33;1.01;13.43;0.0;22.47;54.93;120.59;0.07;0.0;0;13.23;0;-150.21;0.06;0.01;1.01;0.33
2019;213;267;beauce_5_sa_008;solnu;;0.0;0.0;17.49;0.0;0.0;35.0;52.48;0.01;0.0;0;0;0;-192.1;0.0;0.01;0.0;0.0
2019;268;365;beauce_5_sa_008;BTH;;0.32;0.0;15.68;0.0;42.04;52.72;25.77;0.02;0.0;0;24.74;0;-178.47;0.02;0.01;0.0;0.32
2019;213;275;beauce_5_sa_009;solnu;;0.0;0.0;18.99;0.0;0.0;35.0;53.98;0.01;0.0;0;0;0;-211.05;0.0;0.01;0.0;0.0
2019;276;365;beauce_5_sa_009;BTH;;0.29;1.0;14.19;0.0;30.31;54.05;112.23;0.05;0.0;0;17.84;0;-159.56;0.04;0.01;1.0;0.29
2019;213;297;beauce_5_sa_010;solnu;;0.0;0.0;21.98;0.0;0.0;35.0;56.97;0.01;0.0;0;0;0;-243.58;0.0;0.01;0.0;0.0
2019;298;365;beauce_5_sa_010;BTH;;0.26;0.0;11.2;0.0;7.14;57.12;60.7;0.06;0.0;0;4.2;0;-126.97;0.05;0.01;0.0;0.26
2019;213;298;beauce_5_sa_011;solnu;;0.0;0.0;22.13;0.0;0.0;35.0;57.12;0.01;0.0;0;0;0;-246.16;0.0;0.01;0.0;0.0
2019;299;365;beauce_5_sa_011;BTH;;0.26;0.0;11.04;0.0;6.68;57.25;61.15;0.06;0.0;0;3.93;0;-124.38;0.05;0.01;0.0;0.26
2019;213;309;beauce_5_sa_012;solnu;;0.0;0.0;24.02;0.0;0.0;35.0;59.0;0.02;0.0;0;0;0;-267.71;0.01;0.01;0.0;0.0
2019;310;365;beauce_5_sa_012;BTH;;0.27;0.0;9.16;0.0;4.07;59.18;63.76;0.05;0.0;0;2.4;0;-102.83;0.05;0.01;0.0;0.27
2019;213;277;beauce_5_sa_013;solnu;;0.0;0.0;19.26;0.0;0.0;35.0;54.25;0.01;0.0;0;0;0;-213.53;0.0;0.01;0.0;0.0
2019;278;365;beauce_5_sa_013;BTH;;0.44;1.06;13.92;0.0;28.38;54.35;118.51;0.07;0.0;0;16.7;0;-157.08;0.07;0.01;1.06;0.44
2019;213;308;beauce_5_sa_014;solnu;;0.0;0.0;23.87;0.0;0.0;35.0;58.85;0.02;0.0;0;0;0;-265.7;0.01;0.01;0.0;0.0
2019;309;365;beauce_5_sa_014;BTH;;0.24;0.0;9.27;0.0;4.25;58.96;63.57;0.05;0.0;0;2.5;0;-104.46;0.05;0.01;0.0;0.24
2019;213;260;beauce_5_sa_015;solnu;;0.0;0.0;15.93;0.0;0.0;35.0;50.92;0.01;0.0;0;0;0;-177.11;0.0;0.01;0.0;0.0
2019;261;365;beauce_5_sa_015;BTH;;0.33;0.68;17.38;0.0;51.1;51.12;67.75;0.03;0.0;0;30.07;0;-194.88;0.02;0.01;0.68;0.33
2019;213;290;beauce_5_sa_016;solnu;;0.0;0.0;20.64;0.0;0.0;35.0;55.63;0.01;0.0;0;0;0;-230.12;0.0;0.01;0.0;0.0
2019;291;365;beauce_5_sa_016;BTH;;0.25;0.0;12.51;0.0;13.43;55.8;54.4;0.06;0.0;0;7.9;0;-140.11;0.05;0.01;0.0;0.25
2019;213;265;beauce_5_sa_017;solnu;;0.0;0.0;16.98;0.0;0.0;35.0;51.97;0.01;0.0;0;0;0;-187.68;0.0;0.01;0.0;0.0
2019;266;365;beauce_5_sa_017;BTH;;0.32;0.0;16.19;0.0;44.25;52.14;23.57;0.02;0.0;0;26.04;0;-182.82;0.01;0.01;0.0;0.32
2019;213;277;beauce_5_sa_018;solnu;;0.0;0.0;19.23;0.0;0.0;35.0;54.21;0.01;0.0;0;0;0;-213.18;0.0;0.01;0.0;0.0
2019;278;365;beauce_5_sa_018;BTH;;0.27;0.0;13.89;0.0;27.28;54.31;40.52;0.04;0.0;0;16.05;0;-156.72;0.03;0.01;0.0;0.27
2019;213;282;beauce_5_sa_019;solnu;;0.0;0.0;19.76;0.0;0.0;35.0;54.74;0.01;0.0;0;0;0;-220.42;0.0;0.01;0.0;0.0
2019;283;365;beauce_5_sa_019;BTH;;0.27;0.0;13.42;0.0;22.24;54.93;45.61;0.05;0.0;0;13.09;0;-150.16;0.04;0.01;0.0;0.27
2019;213;293;beauce_5_sa_020;solnu;;0.0;0.0;21.24;0.0;0.0;35.0;56.23;0.01;0.0;0;0;0;-235.9;0.0;0.01;0.0;0.0
2019;294;365;beauce_5_sa_020;BTH;;0.25;0.0;11.91;0.0;9.37;56.39;58.46;0.06;0.0;0;5.51;0;-134.46;0.05;0.01;0.0;0.25
2019;213;288;beauce_5_sa_021;solnu;;0.0;0.0;20.45;0.0;0.0;35.0;55.43;0.01;0.0;0;0;0;-227.78;0.0;0.01;0.0;0.0
2019;289;365;beauce_5_sa_021;BTH;;0.25;0.92;12.69;0.0;17.2;55.53;119.3;0.06;0.0;0;10.12;0;-142.36;0.06;0.01;0.92;0.25
2019;213;265;beauce_5_sa_022;solnu;;0.0;0.0;17.0;0.0;0.0;35.0;51.99;0.01;0.0;0;0;0;-187.96;0.0;0.01;0.0;0.0
2019;266;365;beauce_5_sa_022;BTH;;0.33;0.0;16.21;0.0;42.89;52.17;24.95;0.02;0.0;0;25.24;0;-182.99;0.01;0.01;0.0;0.33
2019;213;277;beauce_5_sa_023;solnu;;0.0;0.0;19.26;0.0;0.0;35.0;54.25;0.01;0.0;0;0;0;-213.53;0.0;0.01;0.0;0.0
2019;278;365;beauce_5_sa_023;BTH;;0.28;0.0;13.92;0.0;28.38;54.35;39.46;0.04;0.0;0;16.7;0;-157.08;0.03;0.01;0.0;0.28
2019;213;289;beauce_5_sa_024;solnu;;0.0;0.0;20.56;0.0;0.0;35.0;55.55;0.01;0.0;0;0;0;-229.21;0.0;0.01;0.0;0.0
2019;290;365;beauce_5_sa_024;BTH;;0.27;0.0;12.62;0.0;15.47;55.64;52.37;0.05;0.0;0;9.11;0;-141.4;0.05;0.01;0.0;0.27
2019;213;279;beauce_5_sa_025;solnu;;0.0;0.0;19.42;0.0;0.0;35.0;54.41;0.01;0.0;0;0;0;-216.48;0.0;0.01;0.0;0.0
2019;280;365;beauce_5_sa_025;BTH;;0.26;0.0;13.7;0.0;25.57;54.57;42.23;0.04;0.0;0;15.05;0;-153.48;0.04;0.01;0.0;0.26
2019;213;290;beauce_5_sa_026;solnu;;0.0;0.0;20.64;0.0;0.0;35.0;55.63;0.01;0.0;0;0;0;-230.1;0.0;0.01;0.0;0.0
2019;291;365;beauce_5_sa_026;BTH;;0.26;0.0;12.51;0.0;13.43;55.8;54.39;0.06;0.0;0;7.91;0;-140.16;0.05;0.01;0.0;0.26
2019;213;312;beauce_5_sa_027;solnu;;0.0;0.0;24.7;0.0;0.0;35.0;59.67;0.03;0.0;0;0;0;-274.08;0.01;0.01;0.0;0.0
2019;313;365;beauce_5_sa_027;BTH;;0.27;0.0;8.48;0.0;3.33;59.91;64.51;0.05;0.0;0;1.96;0;-96.47;0.04;0.01;0.0;0.27
2019;213;314;beauce_5_sa_028;solnu;;0.0;0.0;25.19;0.0;0.0;35.0;60.16;0.03;0.0;0;0;0;-279.32;0.02;0.02;0.0;0.0
