annee;jourDebut;jourFin;parcelle;couvert;itk;evaporation[mm];transpiration[mm];percolation[mm];capilarite[mm];ruissellement[mm];Hr_debut[mm];Hm_debut[mm];Hr_fin[mm];Hm_fin[mm];Hr_1erJanv[mm];Hm_1erJanv[mm];satisfactionHydrique[%];pluie[mm];irrigation[mm];sommeDegresJourCulture[°C]
2019;213;263;beauce_5_sa_000;solnu;;84.62;0.0;0.0;0.01;0.0;45.53;248.32;23.24;226.03;-1.0;-1.0;0.0;62.33;0.0;0.0
2019;264;365;beauce_5_sa_000;orgeh;orgeH_tousSols_nonirr_organique;50.94;1.91;15.54;0.56;0.0;22.23;225.02;74.73;310.4;-1.0;-1.0;82.74;153.57;0.0;906.2
2019;213;262;beauce_5_sa_001;solnu;;82.61;0.0;0.0;0.01;0.0;45.53;248.32;25.25;228.04;-1.0;-1.0;0.0;62.33;0.0;0.0
2019;263;365;beauce_5_sa_001;orgeh;orgeH_tousSols_nonirr_organique;52.94;1.98;15.48;0.54;0.0;23.32;226.11;76.11;310.4;-1.0;-1.0;81.17;153.57;0.0;922.18
2019;213;274;beauce_5_sa_002;solnu;;95.96;0.0;0.0;0.01;0.0;45.53;248.32;18.78;221.57;-1.0;-1.0;0.0;69.21;0.0;0.0
2019;275;365;beauce_5_sa_002;orgeh;orgeH_tousSols_nonirr_organique;42.7;0.47;13.88;0.79;0.0;17.9;220.68;56.91;310.4;-1.0;-1.0;87.38;146.69;0.0;727.04
2019;213;304;beauce_5_sa_003;solnu;;114.74;0.0;0.0;0.01;0.0;45.53;248.32;48.98;251.77;-1.0;-1.0;0.0;118.19;0.0;0.0
2019;305;365;beauce_5_sa_003;orgeh;orgeH_tousSols_nonirr_organique;26.25;0.0;12.02;0.61;0.0;48.21;251.0;56.91;310.4;-1.0;-1.0;98.35;97.72;0.0;398.57
2019;213;314;beauce_5_sa_004;solnu;;121.16;0.0;0.0;0.07;0.0;45.53;248.32;56.91;277.36;-1.0;-1.0;0.0;150.51;0.0;0.0
2019;315;365;beauce_5_sa_004;orgeh;orgeH_tousSols_nonirr_organique;19.69;0.0;12.16;0.22;0.0;56.74;277.18;56.91;310.4;-1.0;-1.0;98.04;65.4;0.0;308.01
2019;213;289;beauce_5_sa_005;solnu;;104.93;0.0;0.0;0.01;0.0;45.53;248.32;18.63;221.42;-1.0;-1.0;0.0;78.02;0.0;0.0
2019;290;365;beauce_5_sa_005;orgeh;orgeH_tousSols_nonirr_organique;35.75;0.07;12.26;0.83;0.0;18.09;220.88;56.91;310.4;-1.0;-1.0;92.26;137.88;0.0;543.42
2019;213;282;beauce_5_sa_006;solnu;;101.3;0.0;0.0;0.01;0.0;45.53;248.32;15.9;218.69;-1.0;-1.0;0.0;71.67;0.0;0.0
