point_idx,run,parcelle,n_ferti,nb_prepa,Date_Semis,Delta_PREPA_Semis,Profondeur_Semis,Profondeur_Prepa_1,Profondeur_Prepa_2,Date_F1,Date_F2,Date_F3,Date_Recolte,Dose_F1,Dose_F2,Dose_F3,N_lixi,dCorg,rdt
0,smt_000,beauce_5_sa_000,3,2,103.28852398607096,-39.11345591855917,1.571896304544436,6.642270571330713,21.88450763999635,177.03149828841026,242.42645683581011,318.94507467126687,364.16498248651334,7.3119864819426414,12.768486081301116,6.661107852116156,2.341,-403.339,6.989999999999999
1,smt_000,beauce_5_sa_001,1,0,45.92536485582727,-24.0,3.225001229028047,13.0,13.0,203.4557278364181,237.5,294.0,352.25647074980776,2.0561761505241467,10.0,10.0,3.401,-445.625,5.367777777777778
2,smt_000,beauce_5_sa_002,3,2,74.75725761946119,-42.479641637558935,3.3323234616511064,13.594384792225645,8.193359131826824,110.32190675997924,257.9294435280034,314.02378660063414,329.85649261365654,2.0347931846272047,30.80269470939169,37.72703056308738,4.645,-249.24200000000002,8.057777777777778
3,smt_000,beauce_5_sa_003,0,1,82.30343285993567,-17.753411217110035,1.8798270985651884,21.25904806633946,13.0,158.0,237.5,294.0,366.21973942234456,10.0,10.0,10.0,2.7039999999999997,-438.812,5.341111111111111
4,smt_000,beauce_5_sa_004,0,0,56.414854395761665,-24.0,1.9210914993727584,13.0,13.0,158.0,237.5,294.0,355.89205954826855,10.0,10.0,10.0,3.651,-543.795,5.819999999999999
5,smt_000,beauce_5_sa_005,1,2,58.0279372356991,-5.055899037586798,3.2065551092983493,16.51436325022689,21.10880794479352,196.6918613084867,237.5,294.0,334.7647328897367,6.146546408555211,10.0,10.0,2.209,-408.921,5.601111111111111
6,smt_000,beauce_5_sa_006,0,1,93.23965631930471,-27.560741596105427,1.4027630302613414,9.740770539152862,13.0,158.0,237.5,294.0,373.6764881649786,10.0,10.0,10.0,2.85,-454.395,5.455555555555556
7,smt_000,beauce_5_sa_007,3,1,100.53411323606473,-27.523908890744845,3.267226323811432,19.50194810549927,13.0,197.6806259354491,218.49838499569128,276.9871752812754,361.8221139714379,16.63414510817785,1.3889054447162528,1.538146820347919,2.771,-411.96899999999994,6.547777777777778
8,smt_000,beauce_5_sa_008,2,1,85.81253961975048,-33.51479026369354,2.842848856711086,23.379127810841354,13.0,202.22904221105168,236.22887827578924,294.0,330.85838792610093,4.882508771633673,2.148676920613807,10.0,2.856,-402.90299999999996,5.598888888888889
9,smt_000,beauce_5_sa_009,1,0,48.3166756632532,-24.0,3.117140388683507,13.0,13.0,116.59305685112427,237.5,294.0,383.49151350869727,1.7392206378110806,10.0,10.0,4.924,-457.212,5.273333333333333
10,smt_000,beauce_5_sa_010,2,0,91.74384116280936,-24.0,2.360472228891032,13.0,13.0,152.71297182255836,251.43239211112575,294.0,336.8899343270179,1.5373093582616415,54.67868171702266,10.0,4.432,-335.277,7.817777777777778
11,smt_000,beauce_5_sa_011,1,2,83.0759379129279,-41.174266246233735,3.129148847209546,18.184241365714,11.696422503733013,131.30512936515973,237.5,294.0,339.7579322909234,1.7531424666174529,10.0,10.0,1.7,-431.00600000000003,5.628888888888889
12,smt_000,beauce_5_sa_012,3,1,83.15898836183754,-9.586899593051108,1.757972629590956,8.654695743204957,13.0,147.59282798191737,227.82269203105992,295.7925678719785,382.3408515493908,1.1429662098994278,47.590002790195335,7.178728304979708,4.723000000000001,-364.65999999999997,7.966666666666667
13,smt_000,beauce_5_sa_013,0,2,52.0971632077789,-28.304055395175507,3.2989521045590022,9.756002293697271,5.539668264764295,158.0,237.5,294.0,367.2941027013211,10.0,10.0,10.0,1.7260000000000002,-458.951,5.517777777777777
14,smt_000,beauce_5_sa_014,2,2,64.7251489949284,-27.706278911242965,1.649268661078434,3.3833626349463755,23.081525391513537,159.28255936914604,215.9624471898636,294.0,351.2607194841918,3.4816969254139343,16.6229601132685,10.0,1.643,-387.128,6.526666666666667
15,smt_000,beauce_5_sa_015,0,2,60.341945282038715,-41.994522749819346,3.830846603688649,5.321024004724643,10.463418526486343,158.0,237.5,294.0,358.99202856534123,10.0,10.0,10.0,1.422,-446.067,5.584444444444444
16,smt_000,beauce_5_sa_016,2,0,81.06563766060495,-24.0,1.6207574021420452,13.0,13.0,186.64463183368943,262.4196043868102,294.0,382.57264211720894,2.3785604744701305,3.116626549956679,10.0,5.359,-533.495,6.043333333333333
17,smt_000,beauce_5_sa_017,2,2,49.72779827668786,-39.146677219232195,1.354090665079474,16.672199670855832,19.41278311766939,190.3023741591518,243.61932815552623,294.0,347.39649527292266,26.47553939960067,90.2811577670009,10.0,6.592999999999999,-199.853,8.907777777777778
18,smt_000,beauce_5_sa_018,1,1,60.830183203914096,-26.25345189267095,1.25614436781225,5.2028212883020375,13.0,129.77019062575016,237.5,294.0,330.80307013216395,1.578172154520215,10.0,10.0,1.47,-425.64099999999996,5.521111111111111
19,smt_000,beauce_5_sa_019,2,1,72.86852402458858,-16.477898449254038,1.7245566723995636,2.726963076736177,13.0,113.75809024654494,245.776367954212,294.0,363.18329374299344,64.44265943360101,21.918652431083824,10.0,10.800999999999998,-408.113,8.76
20,smt_000,beauce_5_sa_020,0,1,80.88018737675067,-28.95306163997017,3.7359380730981457,24.57135596623777,13.0,158.0,237.5,294.0,371.33902222084185,10.0,10.0,10.0,2.624,-441.75100000000003,5.4
