sortie,node,raw_feature,kind,category,threshold,left_rule,right_rule,n_node_train,n_left_train,n_right_train,mean_node_train,mean_left_train,mean_right_train,delta_right_minus_left,impurity_decrease
dCorg,0,Date_Recolte,continuous,,352.62379455566406,Date_Recolte <= 352.6,Date_Recolte > 352.6,7500,3625,3875,-215.70239439999958,-189.34449379310382,-240.3597852903231,-51.015291497219266,649.9170583124787
dCorg,32,Date_Semis,continuous,,64.68924331665039,Date_Semis <= 64.69,Date_Semis > 64.69,3875,1291,2584,-240.3597852903231,-266.68199690162663,-227.2088660990707,39.47313080255594,346.161277835937
dCorg,1,Date_Semis,continuous,,64.98017120361328,Date_Semis <= 64.98,Date_Semis > 64.98,3625,1173,2452,-189.34449379310382,-212.32429667519148,-178.3513009787925,33.97299569639898,252.62140391763495
dCorg,33,Date_Recolte,continuous,,367.5039978027344,Date_Recolte <= 367.5,Date_Recolte > 367.5,1291,597,694,-266.68199690162663,-250.9382144053601,-280.2252795389046,-29.287065133544502,213.22249612678405
dCorg,2,Date_Recolte,continuous,,336.1828155517578,Date_Recolte <= 336.2,Date_Recolte > 336.2,1173,484,689,-212.32429667519148,-194.94997933884275,-224.52918722786606,-29.57920788902331,212.05164151757168
dCorg,48,Date_Recolte,continuous,,369.2045135498047,Date_Recolte <= 369.2,Date_Recolte > 369.2,2584,1380,1204,-227.2088660990707,-214.2561434782606,-242.05500996677722,-27.79886648851661,192.29798350663154
dCorg,17,Date_Recolte,continuous,,337.0143737792969,Date_Recolte <= 337,Date_Recolte > 337,2452,1171,1281,-178.3513009787925,-165.39503330486806,-190.19500858704149,-24.79997528217342,153.45024602380042
dCorg,56,Date_Semis,continuous,,84.67143249511719,Date_Semis <= 84.67,Date_Semis > 84.67,1204,585,619,-242.05500996677722,-252.23658803418815,-232.43267851373184,19.8039095204563,97.97051887932874
dCorg,49,Date_Semis,continuous,,82.79647064208984,Date_Semis <= 82.8,Date_Semis > 82.8,1380,633,747,-214.2561434782606,-224.7717345971565,-205.34534136546173,19.42639323169476,93.70235155990946
dCorg,41,Date_Semis,continuous,,54.14037895202637,Date_Semis <= 54.14,Date_Semis > 54.14,694,318,376,-280.2252795389046,-290.3378427672956,-271.6726329787232,18.66520978857244,86.48917910982665
dCorg,34,Date_Semis,continuous,,55.37581443786621,Date_Semis <= 55.38,Date_Semis > 55.38,597,299,298,-250.9382144053601,-260.2080735785954,-241.63724832214768,18.570825256447733,86.21864576643137
dCorg,25,Date_Semis,continuous,,84.49600601196289,Date_Semis <= 84.5,Date_Semis > 84.5,1281,602,679,-190.19500858704149,-199.85018604651162,-181.6347481590571,18.215437887454527,82.65083353192264
dCorg,10,Date_Semis,continuous,,55.56386756896973,Date_Semis <= 55.56,Date_Semis > 55.56,689,366,323,-224.52918722786606,-232.22625136612024,-215.80743653250755,16.418814833612686,67.13187449995198
dCorg,11,Date_Recolte,continuous,,344.9062042236328,Date_Recolte <= 344.9,Date_Recolte > 344.9,366,213,153,-232.22625136612024,-225.77858215962425,-241.20241830065385,-15.423836141029597,57.87535513638568
dCorg,3,Date_Semis,continuous,,54.09756660461426,Date_Semis <= 54.1,Date_Semis > 54.1,484,220,264,-194.94997933884275,-203.2198454545455,-188.05842424242422,15.161421212121269,56.9922379763666
dCorg,18,Date_Semis,continuous,,85.43427276611328,Date_Semis <= 85.43,Date_Semis > 85.43,1171,570,601,-165.39503330486806,-173.1184035087721,-158.07003993344406,15.04836357532804,56.57363554864529
dCorg,60,Date_Recolte,continuous,,376.77215576171875,Date_Recolte <= 376.8,Date_Recolte > 376.8,619,319,300,-232.43267851373184,-225.63053918495305,-239.66562000000002,-14.035080815046967,49.199475746804495
dCorg,35,Date_Recolte,continuous,,360.2496643066406,Date_Recolte <= 360.2,Date_Recolte > 360.2,299,149,150,-260.2080735785954,-253.25991946308713,-267.1099066666668,-13.849987203579673,47.95499997523653
dCorg,57,Date_Recolte,continuous,,375.4134063720703,Date_Recolte <= 375.4,Date_Recolte > 375.4,585,223,362,-252.23658803418815,-243.5466995515698,-257.5897513812156,-14.043051829645805,46.5183925149118
dCorg,45,Date_Recolte,continuous,,375.6832733154297,Date_Recolte <= 375.7,Date_Recolte > 375.7,376,187,189,-271.6726329787232,-264.84080213903735,-278.43216931216926,-13.591367173131914,46.180008784910825
dCorg,42,Date_Recolte,continuous,,376.0604553222656,Date_Recolte <= 376.1,Date_Recolte > 376.1,318,173,145,-290.3378427672956,-284.1325317919076,-297.7414206896551,-13.608888897747534,45.941503338772065
dCorg,50,Date_Recolte,continuous,,361.0224609375,Date_Recolte <= 361,Date_Recolte > 361,633,321,312,-224.7717345971565,-218.16572585669783,-231.5683012820514,-13.402575425353575,44.898178925527425
dCorg,14,Date_Recolte,continuous,,342.50318908691406,Date_Recolte <= 342.5,Date_Recolte > 342.5,323,126,197,-215.80743653250755,-207.6210793650794,-221.04338071065985,-13.42230134558045,42.8633091511171
dCorg,53,Date_Recolte,continuous,,361.56040954589844,Date_Recolte <= 361.6,Date_Recolte > 361.6,747,409,338,-205.34534136546173,-199.43688997555026,-212.49491715976325,-13.058027184212989,42.24292103942581
dCorg,7,Date_Recolte,continuous,,329.5497589111328,Date_Recolte <= 329.5,Date_Recolte > 329.5,264,139,125,-188.05842424242422,-181.97661870503595,-194.8213919999999,-12.844773294963943,41.13105475732303
