annee;jourDebut;jourFin;parcelle;couvert;itk;delta_Corg[kg_eqCO2/ha];tx_MO_fin[%];emissions_N2O_denit[kg_eqCO2/ha];emissions_N2O_nit[kg_eqCO2/ha];emissions_volat[kg_eqCO2/ha];emissions_lixiv[kg_eqCO2/ha];emissions_ferti[kg_eqCO2/ha];bilan_net_GES[kg_eqCO2/ha];ratio_Corg_Arg[%]
2019;213;288;beauce_5_sa_000;solnu;;835.31;1.71;0.0;5.71;0.0;0.0;0.0;841.02;0.07
2019;289;365;beauce_5_sa_000;BTH;BTH;522.02;1.71;20.65;3.54;0.0;0.86;0.0;547.08;0.07
2019;213;314;beauce_5_sa_001;solnu;;1024.17;1.71;7.14;7.03;0.0;0.0;0.0;1038.34;0.07
2019;315;365;beauce_5_sa_001;BTH;BTH;334.51;1.71;24.84;2.23;3.54;1.07;229.07;595.26;0.07
2019;213;301;beauce_5_sa_002;solnu;;921.97;1.71;0.0;6.31;0.0;0.0;0.0;928.28;0.07
2019;302;365;beauce_5_sa_002;BTH;BTH;436.69;1.71;24.96;2.94;0.0;0.93;0.0;465.52;0.07
2019;213;269;beauce_5_sa_003;solnu;;728.16;1.71;0.0;5.0;0.0;0.0;0.0;733.16;0.07
2019;270;365;beauce_5_sa_003;BTH;BTH;630.02;1.71;9.52;4.25;0.0;1.14;0.0;644.93;0.07
2019;213;270;beauce_5_sa_004;solnu;;735.97;1.71;0.0;5.06;0.0;0.0;0.0;741.03;0.07
2019;271;365;beauce_5_sa_004;BTH;BTH;622.95;1.71;10.29;4.2;0.0;1.17;0.0;638.61;0.07
2019;213;258;beauce_5_sa_005;solnu;;637.98;1.71;0.0;4.38;0.0;0.0;0.0;642.36;0.07
2019;259;365;beauce_5_sa_005;BTH;BTH;721.0;1.71;0.83;4.88;0.0;1.12;0.0;727.83;0.07
2019;213;257;beauce_5_sa_006;solnu;;633.07;1.71;0.0;4.34;0.0;0.0;0.0;637.41;0.07
2019;258;365;beauce_5_sa_006;BTH;BTH;726.23;1.71;0.75;4.93;0.0;1.12;0.0;733.03;0.07
