point_idx,run,parcelle,n_ferti,nb_prepa,Date_Semis,Delta_PREPA_Semis,Profondeur_Semis,Profondeur_Prepa_1,Profondeur_Prepa_2,Date_F1,Date_F2,Date_F3,Date_Recolte,Dose_F1,Dose_F2,Dose_F3,climat,N_lixi,dCorg,rdt
700,smt_007,clim3_orléans_p04,2,0,65.72917250270639,-24.0,2.3070978067846797,13.0,13.0,126.0904611841174,212.5801952515625,294.0,326.8904850403597,2.7459330622470195,1.9702316539153837,10.0,oceanique_degrade,2.981,-458.86199999999997,5.628888888888889
701,smt_007,clim3_orléans_p05,0,2,68.64012531398322,-39.90943825262738,3.0944133990743325,1.755651690069059,13.600357279345516,158.0,237.5,294.0,352.7800803872607,10.0,10.0,10.0,oceanique_degrade,2.252,-446.2030000000001,5.437777777777778
702,smt_007,clim3_orléans_p06,0,0,65.0755545426789,-24.0,1.240287979531197,13.0,13.0,158.0,237.5,294.0,358.2237117681415,10.0,10.0,10.0,oceanique_degrade,3.5170000000000003,-483.078,5.437777777777778
703,smt_007,clim3_orléans_p07,0,0,87.47482939774767,-24.0,3.0389724733441263,13.0,13.0,158.0,237.5,294.0,327.5798214498101,10.0,10.0,10.0,oceanique_degrade,4.978,-439.184,5.033333333333333
704,smt_007,clim3_orléans_p08,0,0,100.39532431555656,-24.0,1.2315089764172251,13.0,13.0,158.0,237.5,294.0,346.3921225585339,10.0,10.0,10.0,oceanique_degrade,5.412999999999999,-488.658,5.361111111111111
705,smt_007,clim3_orléans_p09,2,1,82.714916970715,-23.253018951019655,3.978906642794132,17.25999346353695,13.0,170.11215131838523,254.83668584392376,294.0,340.53581469402445,3.667281878313979,1.4625305029489062,10.0,oceanique_degrade,2.952,-429.70200000000006,5.652222222222223
706,smt_007,clim3_orléans_p10,1,0,59.28781317468517,-24.0,2.911545250157556,13.0,13.0,192.22425007836983,237.5,294.0,363.5391064189563,1.952978402685541,10.0,10.0,oceanique_degrade,3.768,-519.942,5.763333333333334
707,smt_007,clim3_orléans_p11,3,1,87.71886751922509,-33.719854517750804,1.0539914535776989,13.948079464310366,13.0,152.77159071485963,240.48261089098057,304.95494413500694,358.3891448218945,6.126207417944801,3.721192753337197,8.826968659326905,oceanique_degrade,3.222,-426.398,6.562222222222222
708,smt_007,clim4_poitiers_p00,0,1,93.50725006855164,-30.43999777591777,3.088143086954215,18.311039150432585,13.0,158.0,237.5,294.0,360.22559923618667,10.0,10.0,10.0,oceanique_altere,3.125,-474.71000000000004,5.526666666666667
709,smt_007,clim4_poitiers_p01,3,2,98.08099102851747,-29.62936267075635,1.4937200258500338,20.622239323823248,18.19142528825232,140.3229172190027,252.2220540881193,304.79089767830925,371.1405863972183,14.307417057334456,1.62821444778798,8.749279269501212,oceanique_altere,4.79,-446.771,6.87
710,smt_007,clim4_poitiers_p02,2,0,102.28559181473936,-24.0,2.8529135601468507,13.0,13.0,157.9312618048355,260.57212986555857,294.0,369.66876411612486,45.94242309166813,8.065437530347316,10.0,oceanique_altere,13.36,-535.658,8.037777777777778
711,smt_007,clim4_poitiers_p03,3,0,68.46941092207527,-24.0,2.2962655078334593,13.0,13.0,110.08026803416628,263.39951439008235,319.9407200279208,363.75176929717475,69.42125538741999,2.1949518702258666,57.36220976074502,oceanique_altere,30.065999999999995,-384.358,8.85888888888889
712,smt_007,clim4_poitiers_p04,3,1,96.0735071838541,-43.843683627522694,3.7547464257394343,15.161399139341151,13.0,172.11643437875597,260.96984752131345,317.7039495899841,331.48148239492286,7.386830380075056,9.304852192510143,1.082149696135814,oceanique_altere,2.799,-409.313,6.444444444444445
713,smt_007,clim4_poitiers_p05,3,0,57.36012837900331,-24.0,1.4187818932662433,13.0,13.0,158.28071571358063,227.20691344811888,269.4432397240154,369.084415132674,43.71110165684526,11.55816632424831,21.4132910887539,oceanique_altere,9.520999999999999,-448.15600000000006,8.601111111111111
714,smt_007,clim4_poitiers_p06,1,1,93.30352817590584,-38.67238557307814,2.6857908337351195,2.0492765339811543,13.0,117.47241866017004,237.5,294.0,355.5056698519431,2.773324708606769,10.0,10.0,oceanique_altere,2.915,-523.208,6.102222222222222
715,smt_007,clim4_poitiers_p07,0,2,98.78566873923522,-40.85752176018553,1.23677999523278,17.221122275008838,9.934825397861786,158.0,237.5,294.0,339.9408092542786,10.0,10.0,10.0,oceanique_altere,2.415,-464.40500000000003,5.562222222222222
716,smt_007,clim4_poitiers_p08,1,0,68.46659172959183,-24.0,1.0903651626171016,13.0,13.0,141.1088208178337,237.5,294.0,338.7936869597945,28.72998577699974,10.0,10.0,oceanique_altere,7.569,-445.196,6.85
717,smt_007,clim4_poitiers_p09,3,0,67.00413610625533,-24.0,2.974811432262713,13.0,13.0,116.54751306722056,232.7377841456946,273.894224006066,343.91386038159305,28.959655582410473,16.757683135143058,14.750458967694254,oceanique_altere,7.761,-375.84299999999996,8.023333333333333
718,smt_007,clim4_poitiers_p10,2,1,81.42164697010091,-39.1302919066279,2.0755288193106463,15.019019401725616,13.0,152.00156593255969,220.32633020884052,294.0,329.76552101593035,79.71291572023671,2.2027592170661694,10.0,oceanique_altere,14.516,-296.735,8.32
719,smt_007,clim4_poitiers_p11,3,1,45.47805915965268,-40.093207875305296,1.1903264301827874,18.342833506552942,13.0,139.32905813921192,221.08152396783473,309.6483504262286,362.63455042728833,96.1797209952063,6.526080599606319,2.7895435417385004,oceanique_altere,20.360000000000003,-318.879,8.734444444444444
720,smt_007,clim5_brest_p00,1,1,72.89277022834386,-34.41840725668301,2.0709969320893755,7.611656128938286,13.0,125.55559845008968,237.5,294.0,358.66143061195163,2.760826957033879,10.0,10.0,oceanique_franc,7.933,-487.817,5.566666666666666
721,smt_007,clim5_brest_p01,1,1,101.57012447213742,-35.57285894064986,1.8486760881240591,2.0519666033804302,13.0,178.54326844758498,237.5,294.0,379.4497687440391,27.515833174038676,10.0,10.0,oceanique_franc,14.866999999999999,-455.948,6.515555555555555
722,smt_007,clim5_brest_p02,1,2,82.186843689514,-34.4317156594507,2.2039743070726248,9.487603244726166,5.5186258906792,133.10674791099854,237.5,294.0,367.53877905669634,27.707501602662852,10.0,10.0,oceanique_franc,17.102,-458.29400000000004,6.334444444444444
723,smt_007,clim5_brest_p03,1,2,69.7707802533442,-29.166464115100705,3.1594169953963647,12.608613555031866,12.00504271030815,150.22792584507476,237.5,294.0,333.53142535596805,92.27510378178758,10.0,10.0,oceanique_franc,34.748000000000005,-350.818,8.024444444444445
724,smt_007,clim5_brest_p04,1,1,94.06697791735763,-32.58978119566546,3.5916352617408376,22.758281255144613,13.0,128.306206551956,237.5,294.0,337.4513032856973,5.676769546599548,10.0,10.0,oceanique_franc,7.703,-475.28900000000004,5.74
725,smt_007,clim5_brest_p05,2,1,74.40832730251869,-23.894040374411848,2.5089329960744102,22.793999308105573,13.0,113.85542365629576,243.8670584001675,294.0,363.4042014582295,4.016200176274614,12.833933655703506,10.0,oceanique_franc,8.597,-462.84399999999994,6.311111111111111
726,smt_007,clim5_brest_p06,3,0,94.11483518070771,-24.0,2.0151625534792217,13.0,13.0,187.80294286396384,236.52122540637853,282.5516663472578,381.88247040550607,1.2824749043943768,6.746532863268385,30.85970529978645,oceanique_franc,18.54,-448.419,6.855555555555556
727,smt_007,clim5_brest_p07,3,2,82.79970446948755,-39.95175377393871,1.7126092392029642,19.49996179966633,22.93163882064962,113.67718023336116,245.61415327077748,318.05209317903706,346.4598881474064,11.094835458387116,38.54750500213694,5.943801872054867,oceanique_franc,9.875,-381.731,7.944444444444445
728,smt_007,clim5_brest_p08,1,0,55.41704178996508,-24.0,1.436427405606504,13.0,13.0,109.79126900180702,237.5,294.0,351.6033320981194,1.801729773948159,10.0,10.0,oceanique_franc,10.465,-549.393,5.602222222222222
729,smt_007,clim5_brest_p09,3,0,99.09212513878944,-24.0,1.3795361703064295,13.0,13.0,172.71528131786334,217.42940326964867,269.04839225358927,324.3637404453793,3.252885239746032,11.23956060152518,15.846920407748454,oceanique_franc,21.445,-537.611,6.567777777777778
730,smt_007,clim5_brest_p10,0,1,97.53700471051846,-20.161851394122383,1.8640254265615048,24.30218904193605,13.0,158.0,237.5,294.0,356.09154514519105,10.0,10.0,10.0,oceanique_franc,10.375,-488.59399999999994,5.122222222222223
731,smt_007,clim5_brest_p11,0,1,70.7715725490021,-35.20683179092367,1.7192190445503688,20.910830994165178,13.0,158.0,237.5,294.0,360.08340344926216,10.0,10.0,10.0,oceanique_franc,7.531999999999999,-486.62300000000005,5.364444444444445
732,smt_007,clim6_valence_p00,3,1,55.583334576650785,-34.17287213237708,3.6081793725152056,15.283474685506745,13.0,181.93299434925808,212.9395683942445,312.0761576944327,376.0665694911124,7.100890375303906,47.69783614762884,14.345683996270036,mediterraneen_altere,11.542,-412.98,8.282222222222224
733,smt_007,clim6_valence_p01,2,1,64.92867005269214,-18.115812977448687,2.1894818548660675,9.488537970213873,13.0,171.21576969274318,244.2975378218321,294.0,365.34066072980335,4.453705858703292,6.706217011484262,10.0,mediterraneen_altere,8.525,-505.384,6.0055555555555555
734,smt_007,clim6_valence_p02,3,2,81.462945239673,-43.41325490881531,3.8902453284594354,8.429405081846792,2.25175241143328,206.21278761732907,254.8135851710496,321.5383480429383,343.66752449993237,19.87408200051717,3.836359058371214,23.596477935827657,mediterraneen_altere,8.453999999999999,-382.43,7.364444444444445
735,smt_007,clim6_valence_p03,2,1,95.27845225195686,-12.289576117774343,1.5239975471690117,7.487981796176364,13.0,205.20202618963953,254.34117264989655,294.0,351.2414142174148,23.65102902301245,1.3477980290181324,10.0,mediterraneen_altere,16.643,-520.142,6.504444444444444
736,smt_007,clim6_valence_p04,0,2,95.8490964186188,-36.09087320863874,2.494708183868211,1.1672643562461325,21.855487832792893,158.0,237.5,294.0,357.05085539788416,10.0,10.0,10.0,mediterraneen_altere,7.901000000000001,-513.289,5.433333333333334
737,smt_007,clim6_valence_p05,0,0,61.17563833825652,-24.0,3.768503951068873,13.0,13.0,158.0,237.5,294.0,347.4840339344065,10.0,10.0,10.0,mediterraneen_altere,9.044999999999998,-560.363,5.46
738,smt_007,clim6_valence_p06,2,2,52.684509951206735,-23.391931668877906,1.4337024781365837,7.026384170429945,12.175136889771396,152.4931293810354,224.5255779429944,294.0,342.80033551529203,1.6982188048357314,19.9914800472391,10.0,mediterraneen_altere,5.618,-448.41399999999993,6.551111111111111
739,smt_007,clim6_valence_p07,1,1,89.21617370205286,-11.393495673070902,2.4679640461852523,14.41189624470672,13.0,118.50373432488983,237.5,294.0,381.7612692400723,64.36361950772519,10.0,10.0,mediterraneen_altere,27.883,-483.611,7.640000000000001
740,smt_007,clim6_valence_p08,1,2,85.66166916526133,-11.674099890075134,3.891732186328125,5.266035516029335,18.404918234510177,164.6821379436479,237.5,294.0,377.98792181520423,2.370524319728458,10.0,10.0,mediterraneen_altere,11.769,-531.418,5.377777777777777
741,smt_007,clim6_valence_p09,2,0,58.484492451136454,-24.0,1.2956630218745722,13.0,13.0,146.9043736449856,227.08979735504113,294.0,375.024896713383,33.161435808180165,1.4709546733958148,10.0,mediterraneen_altere,15.266,-560.996,7.323333333333333
742,smt_007,clim6_valence_p10,1,0,49.38056857468295,-24.0,1.9394823523136815,13.0,13.0,206.44438122078836,237.5,294.0,324.2842839009133,75.3294132624685,10.0,10.0,mediterraneen_altere,13.995000000000001,-519.591,8.475555555555555
743,smt_007,clim6_valence_p11,0,0,58.85619338877397,-24.0,3.85337567409055,13.0,13.0,158.0,237.5,294.0,330.99359525583435,10.0,10.0,10.0,mediterraneen_altere,8.09,-551.089,5.517777777777778
744,smt_007,clim7_toulouse_p00,3,1,66.06332066530926,-7.908449403921317,2.1891867109419274,2.9527028029411326,13.0,162.315446239115,261.4846634678188,302.9590071217319,342.7466477725918,14.600472983045997,2.1049979479329615,61.12756570554035,sud_ouest,20.369,-491.662,8.229999999999999
745,smt_007,clim7_toulouse_p01,3,1,47.40661526420717,-36.68923000215139,2.2542838224294437,21.6082587569048,13.0,154.63577943135311,256.0612833714597,320.4265659405906,347.370860036447,40.553412884392095,1.411407477981356,3.2661365370192654,sud_ouest,8.537,-506.691,7.932222222222222
746,smt_007,clim7_toulouse_p02,2,0,72.0132154593075,-24.0,1.4780217287386224,13.0,13.0,152.78493779775152,220.91440179489143,294.0,335.4488318308482,1.823040411717308,75.08875694977733,10.0,sud_ouest,10.421,-559.728,8.768888888888888
747,smt_007,clim7_toulouse_p03,3,1,72.02749644083863,-26.94710955110924,2.888450951051748,22.690852822607525,13.0,161.71998537169372,226.84046764873187,280.86966255838973,354.69279356943565,35.93402540409327,1.9936465728143684,11.523087284236064,sud_ouest,9.743,-486.98100000000005,7.96111111111111
748,smt_007,clim7_toulouse_p04,1,2,83.68492136681212,-8.541859780941927,2.5922648021104444,1.7871426908949315,18.33094644573659,116.45553190214574,237.5,294.0,341.87725272916657,33.755640110073095,10.0,10.0,sud_ouest,13.975999999999999,-538.1949999999999,7.2988888888888885
749,smt_007,clim7_toulouse_p05,3,0,95.0830326335582,-24.0,1.2438804573802391,13.0,13.0,112.71729282372436,210.5739482987809,278.0169365160647,366.649896106772,39.969052904343904,4.202909655278201,24.343140261950506,sud_ouest,20.459,-572.682,8.351111111111111
750,smt_007,clim7_toulouse_p06,2,2,84.61135019125254,-40.07708477152321,3.5039228327209364,7.423014953148482,5.211688046336219,176.95073619281283,217.7906156697058,294.0,376.37146359201745,26.759603198043756,38.44450831985017,10.0,sud_ouest,9.632,-479.438,8.576666666666666
751,smt_007,clim7_toulouse_p07,3,1,58.21888345979371,-33.60392289020712,1.7609840496909073,17.20883189439337,13.0,200.91070240162776,233.18834774245187,274.6460373495521,351.86900649142484,92.31523905873782,13.440763230360904,7.830714703504411,sud_ouest,19.080000000000002,-434.02299999999997,8.883333333333333
752,smt_007,clim7_toulouse_p08,1,0,75.17327197754454,-24.0,3.0592817046967595,13.0,13.0,187.95879507173572,237.5,294.0,338.6932062400012,69.79761047063307,10.0,10.0,sud_ouest,10.686,-451.427,8.507777777777777
753,smt_007,clim7_toulouse_p09,3,2,81.13644204613249,-29.72727692646362,3.827342178310413,22.258959067412327,17.86439731939665,122.60015017566828,252.38610459811025,280.8241444507229,377.2262976083034,11.62853163023139,4.727502521095756,43.53587433012224,sud_ouest,14.059000000000001,-487.287,8.052222222222222
754,smt_007,clim7_toulouse_p10,3,1,85.33477680353246,-21.014339109691555,1.8788295956407297,12.65672356059835,13.0,141.4678627650172,262.9273616375793,268.34302275945686,338.05596568927314,1.9064845440921587,18.591669155573378,19.786559124482626,sud_ouest,8.266,-505.91700000000003,7.75
755,smt_007,clim7_toulouse_p11,0,2,70.5466802345324,-21.333688880904703,1.846391650035746,14.628669430300008,19.873952885213,158.0,237.5,294.0,345.3381517488939,10.0,10.0,10.0,sud_ouest,5.806,-584.306,6.025555555555556
756,smt_007,clim8_montpellier_p00,3,2,100.5493211691196,-28.27007993000998,3.5047385625226797,18.88946128741924,17.517578053369846,130.10502514482764,247.4456190918337,284.982896734302,362.9992292129012,3.031322308390932,10.993215113380067,6.7630741923388955,mediterraneen_franc,13.315999999999999,-499.63199999999995,6.337777777777777
757,smt_007,clim8_montpellier_p01,1,1,62.109882780969755,-19.43303886763536,2.5495865912806153,17.441054430539154,13.0,139.59241945184817,237.5,294.0,346.7862106009956,5.5987161252206725,10.0,10.0,mediterraneen_franc,11.296,-560.294,5.731111111111111
758,smt_007,clim8_montpellier_p02,0,0,47.32279066469086,-24.0,1.2156818069480342,13.0,13.0,158.0,237.5,294.0,326.7650012844249,10.0,10.0,10.0,mediterraneen_franc,15.053999999999998,-624.243,5.428888888888888
759,smt_007,clim8_montpellier_p03,1,1,58.522805294473166,-28.83216672807686,2.601002632588286,8.339924259980592,13.0,118.79837915731213,237.5,294.0,365.51637533809634,19.32184056197691,10.0,10.0,mediterraneen_franc,14.203,-581.746,6.526666666666667
760,smt_007,clim8_montpellier_p04,3,2,78.683853188777,-20.279880669438885,1.7298547293953173,2.23368124069086,15.008419151170312,164.21954649802933,256.08296586857097,292.8795761560835,344.39958584858164,5.4437549657194975,92.22732584538204,16.067561830688796,mediterraneen_franc,39.619,-386.512,8.214444444444446
761,smt_007,clim8_montpellier_p05,0,0,66.48027202341967,-24.0,2.9078499661122503,13.0,13.0,158.0,237.5,294.0,341.29705015775903,10.0,10.0,10.0,mediterraneen_franc,13.966,-619.358,5.4
762,smt_007,clim8_montpellier_p06,2,2,77.32615357257916,-16.405794508255216,3.756301854895322,17.976143439880403,3.5894001309131376,143.4405455857359,244.7694608697487,294.0,325.8408379080454,1.148230624526127,2.938736337857535,10.0,mediterraneen_franc,9.823,-501.271,5.423333333333334
763,smt_007,clim8_montpellier_p07,1,2,73.01696853848918,-34.200238518594105,1.0719583752100568,19.820301069149224,6.356715863787642,114.69911940360754,237.5,294.0,338.6961713497046,36.05119545096212,10.0,10.0,mediterraneen_franc,15.166,-456.079,6.831111111111111
764,smt_007,clim8_montpellier_p08,2,2,97.6749644772844,-8.948660651536045,1.234010663302787,24.30824684783033,10.295606722648245,174.33350162814875,221.66989910018057,294.0,331.08780601303846,2.7553932268424073,1.0751873593753285,10.0,mediterraneen_franc,15.218,-527.673,5.118888888888889
765,smt_007,clim8_montpellier_p09,1,1,96.17436397207368,-30.26702528066116,2.4669964234200883,3.6149733300694304,13.0,194.4693254481503,237.5,294.0,330.84802668530125,23.295801365761992,10.0,10.0,mediterraneen_franc,11.137,-488.36899999999997,6.601111111111112
766,smt_007,clim8_montpellier_p10,3,2,76.14826487073923,-42.561340596723554,3.6944326851380977,10.273512872111606,21.78998521002616,118.03118280447048,221.9811638961528,307.96904444582367,361.0513915466649,6.423334938532799,8.479815821867195,33.58074225977315,mediterraneen_franc,14.547999999999998,-457.485,7.2299999999999995
767,smt_007,clim8_montpellier_p11,0,1,65.85106100461249,-35.27271051307155,2.776937798291816,8.80556586799473,13.0,158.0,237.5,294.0,366.3218737132066,10.0,10.0,10.0,mediterraneen_franc,9.518,-590.391,5.615555555555556
768,smt_008,clim1_briançon_p00,0,2,102.97812801256568,-13.18425798891213,1.6837044591545915,8.280014199412097,16.23104359822116,158.0,237.5,294.0,344.75419563665105,10.0,10.0,10.0,montagne,8.284,-271.677,3.19
769,smt_008,clim1_briançon_p01,1,1,85.23921885839405,-8.810850915846274,1.5408430230368195,19.27022773745408,13.0,149.8678333480135,237.5,294.0,332.54622216401873,7.981747919634474,10.0,10.0,montagne,11.411,-265.98,3.413333333333333
770,smt_008,clim1_briançon_p02,1,1,53.83940358666557,-11.108358594972003,3.97773890816856,8.42723513600145,13.0,207.41536259400033,237.5,294.0,377.5101988751907,13.837064128821016,10.0,10.0,montagne,3.5729999999999995,-243.397,4.756666666666667
771,smt_008,clim1_briançon_p03,3,1,60.91797860113174,-24.967719659899377,1.998351558256296,10.97382879849946,13.0,129.7353057125694,221.42581495245395,308.1620226538356,338.5496199042722,73.4599595689681,26.455769472992483,11.528770717243445,montagne,37.452,-62.95200000000001,7.321111111111112
772,smt_008,clim1_briançon_p04,3,1,96.90716738583242,-16.849262001581096,3.2016645386836227,12.163671183501894,13.0,164.3540834597678,234.70549957969567,307.23056714497346,359.80140480430146,1.3066265435536175,1.3132683257793225,2.399402702680439,montagne,5.308999999999999,-244.62600000000003,3.815555555555556
773,smt_008,clim1_briançon_p05,3,1,71.17838208404632,-30.77589955043503,2.8151872834293363,1.7122577902172464,13.0,137.30314091145254,258.9440637342328,284.3100436259332,344.8369596642979,51.47676228158735,18.15165732806844,2.239859631101092,montagne,24.297,-207.368,6.705555555555556
774,smt_008,clim1_briançon_p06,3,1,58.469317685046384,-8.78851459954899,3.536225136155114,22.30969595418862,13.0,146.33425541934506,249.98491783849744,269.1291349553294,366.8526465903706,9.248644669994771,1.2147823520324874,35.87687219160193,montagne,4.67,-138.845,6.25
775,smt_008,clim1_briançon_p07,1,2,60.338802619160305,-28.985759420297455,1.5960838339290713,15.852540768396748,9.80967859461175,176.5792510453124,237.5,294.0,339.78793238348317,25.597799639974944,10.0,10.0,montagne,8.806999999999999,-199.598,4.923333333333334
776,smt_008,clim1_briançon_p08,3,1,62.87468088577204,-27.898470775737835,3.3634801090377326,23.326254637057737,13.0,122.09595888394178,264.3282844388241,289.3996066390334,343.08796993478796,1.082620016374232,5.979998589883361,1.0989468122087291,montagne,2.644,-208.38600000000002,4.098888888888889
777,smt_008,clim1_briançon_p09,3,1,92.22707785364598,-9.46037490239707,3.341527805674329,11.796113053296638,13.0,119.65559849324195,214.71980412847623,294.37132506679575,378.6383941862082,59.695958815861474,47.05051115112614,5.080353301468312,montagne,35.063,-105.753,7.567777777777778
778,smt_008,clim1_briançon_p10,3,1,101.42737935459633,-37.93877716331944,1.7456200231684935,18.46408622909164,13.0,110.80895717120248,241.445585780669,306.79963372975146,357.9181792876928,2.1774437373204276,87.98849471730964,62.046075273446746,montagne,16.901,81.40799999999999,8.753333333333334
779,smt_008,clim1_briançon_p11,3,2,53.222429656467504,-18.974528474670457,2.050935364148726,16.44101912499696,6.840926023256168,121.27259608138402,242.70105245864065,300.2356156743337,372.40329188069927,1.955433449874068,3.5986079647370866,98.01309154711086,montagne,4.524,59.33399999999999,7.898888888888889
780,smt_008,clim2_nancy_p00,3,2,77.75454974154388,-37.88120536192084,1.522697338417887,12.561832407009703,7.731986974668415,136.24375736411758,244.11308734755497,304.05981095467416,378.45794424863607,4.468337342892985,5.419905460172169,4.667705802530763,semi_continental,5.448,-408.997,6.06
781,smt_008,clim2_nancy_p01,3,2,56.765794876770784,-21.821642481264636,3.816984665814693,19.3239514618839,20.300180194729244,178.7710459318551,237.77382174684664,319.28674608200026,376.6331327724257,1.3860740428332856,3.7920040462979734,7.184186345136614,semi_continental,5.154999999999999,-389.178,5.633333333333334
782,smt_008,clim2_nancy_p02,0,2,72.0967424793748,-22.397939124400196,2.1675289583496253,4.672937382108295,24.7110710909809,158.0,237.5,294.0,358.1664621609621,10.0,10.0,10.0,semi_continental,4.454,-416.03900000000004,5.082222222222223
783,smt_008,clim2_nancy_p03,0,1,89.13131483314783,-12.643843675870006,1.934034956645428,21.185172895239283,13.0,158.0,237.5,294.0,341.5630611773678,10.0,10.0,10.0,semi_continental,6.9030000000000005,-413.145,4.7811111111111115
784,smt_008,clim2_nancy_p04,0,2,46.25232506471432,-13.847278135838984,2.537146688505531,18.898954249922813,12.95681590156028,158.0,237.5,294.0,333.01985719223273,10.0,10.0,10.0,semi_continental,3.032,-417.683,5.111111111111111
785,smt_008,clim2_nancy_p05,0,1,68.6025851584241,-21.264003963048427,2.216322159649982,13.756229552379732,13.0,158.0,237.5,294.0,342.36295319626765,10.0,10.0,10.0,semi_continental,4.7,-422.162,5.046666666666667
786,smt_008,clim2_nancy_p06,0,2,103.39039980390152,-37.080717170992926,3.642606875255725,1.208078429993674,8.469223465975443,158.0,237.5,294.0,331.7931853414728,10.0,10.0,10.0,semi_continental,6.755,-411.967,4.767777777777777
787,smt_008,clim2_nancy_p07,1,0,81.39777747512261,-24.0,1.3175934533493554,13.0,13.0,186.24597499622135,237.5,294.0,325.22380823040464,9.14279606373003,10.0,10.0,semi_continental,10.778,-450.88500000000005,5.301111111111111
788,smt_008,clim2_nancy_p08,3,1,49.83323821280072,-29.534751264651995,3.7818870223485983,14.60640101503672,13.0,200.26255615363385,234.75306776274817,304.32393604077237,340.6640291164344,2.4057938373220384,9.399088083524308,4.038268960251185,semi_continental,3.437,-372.38800000000003,5.996666666666666
789,smt_008,clim2_nancy_p09,3,1,58.49997097437749,-40.156606060303375,2.0444742375406317,22.01199419561216,13.0,122.63648006656511,261.7645941238578,305.7248621049545,352.1655024712742,4.24460439367056,84.45545202710716,5.054908005140506,semi_continental,14.413999999999998,-207.371,8.343333333333334
790,smt_008,clim2_nancy_p10,3,0,48.92273319270006,-24.0,1.2933598403829083,13.0,13.0,167.75223402503454,260.2946888266942,293.8330710760396,370.40176125623634,43.05525383398418,14.416550254216649,29.197100257377073,semi_continental,18.897,-345.718,8.364444444444445
791,smt_008,clim2_nancy_p11,2,1,78.57757439192133,-7.908710668194509,2.5004341235729353,8.466615683197897,13.0,188.8368018208362,215.57094017572447,294.0,382.72215627774045,4.956006786892857,12.06407408640916,10.0,semi_continental,8.514,-417.88800000000003,5.952222222222222
792,smt_008,clim3_orléans_p00,0,1,58.53880270610709,-29.18953638104301,3.624050276690068,20.171271631390123,13.0,158.0,237.5,294.0,341.699091352536,10.0,10.0,10.0,oceanique_degrade,1.9739999999999998,-441.58500000000004,5.3533333333333335
793,smt_008,clim3_orléans_p01,0,2,45.63393428747575,-5.453480423482645,2.0534634701712937,15.117158100037432,5.329387940987059,158.0,237.5,294.0,340.9716013929266,10.0,10.0,10.0,oceanique_degrade,2.897,-458.762,5.286666666666666
794,smt_008,clim3_orléans_p02,0,0,78.64390159682972,-24.0,3.163891850419936,13.0,13.0,158.0,237.5,294.0,361.97898434352294,10.0,10.0,10.0,oceanique_degrade,4.287000000000001,-460.262,5.232222222222223
795,smt_008,clim3_orléans_p03,0,1,99.44594647265517,-13.040293662919089,3.7784833383575904,21.427733887385575,13.0,158.0,237.5,294.0,383.7722492898393,10.0,10.0,10.0,oceanique_degrade,4.7780000000000005,-460.96900000000005,5.227777777777778
796,smt_008,clim3_orléans_p04,1,2,66.26166587456719,-17.042533280969536,3.63766515628982,24.655000847287425,24.954376975026666,187.20476634018672,237.5,294.0,337.43065967579423,10.395505500505848,10.0,10.0,oceanique_degrade,2.1390000000000002,-404.012,5.855555555555556
797,smt_008,clim3_orléans_p05,0,2,71.87464901005075,-9.946860598946287,2.978182793201015,19.375063442979688,6.536153385882233,158.0,237.5,294.0,351.1389195009583,10.0,10.0,10.0,oceanique_degrade,3.135,-447.12,5.265555555555555
798,smt_008,clim3_orléans_p06,0,0,82.58026048003163,-24.0,1.066423776954288,13.0,13.0,158.0,237.5,294.0,370.4179539244331,10.0,10.0,10.0,oceanique_degrade,4.784000000000001,-466.2,5.29111111111111
799,smt_008,clim3_orléans_p07,0,0,99.25408105103344,-24.0,1.9431919498822936,13.0,13.0,158.0,237.5,294.0,330.42196472560306,10.0,10.0,10.0,oceanique_degrade,6.8629999999999995,-551.92,5.551111111111111
800,smt_008,clim3_orléans_p08,0,1,69.40045346322879,-7.602921864083143,2.6886119930018335,21.49534045648908,13.0,158.0,237.5,294.0,352.83092378162485,10.0,10.0,10.0,oceanique_degrade,3.29,-454.782,5.261111111111111
801,smt_008,clim3_orléans_p09,2,0,92.5687094640592,-24.0,3.171704589847203,13.0,13.0,195.4607966351456,264.05364635215176,294.0,375.9040584738127,12.153771323280646,1.5725581459266336,10.0,oceanique_degrade,5.5200000000000005,-453.18500000000006,6.108888888888889
802,smt_008,clim3_orléans_p10,1,0,47.04319167306592,-24.0,3.673086376644189,13.0,13.0,122.18878306960914,237.5,294.0,372.53995168154046,1.615699642855428,10.0,10.0,oceanique_degrade,4.502000000000001,-512.329,5.6433333333333335
803,smt_008,clim3_orléans_p11,2,1,87.3481933227854,-30.429145198322544,3.0112507468987615,12.02551954874508,13.0,198.51607325418092,222.23696916480176,294.0,379.5729614789835,39.215920611783936,58.53365057787105,10.0,oceanique_degrade,4.721,-238.859,8.843333333333334
804,smt_008,clim4_poitiers_p00,0,0,83.50898167399653,-24.0,3.057304259290844,13.0,13.0,158.0,237.5,294.0,372.6214236434717,10.0,10.0,10.0,oceanique_altere,5.697,-495.23400000000004,5.3533333333333335
805,smt_008,clim4_poitiers_p01,1,2,85.05065557976644,-27.89243824959889,1.575257210629621,9.11810192503577,5.205421288880751,174.63784579788094,237.5,294.0,362.6882977897915,38.19903741038689,10.0,10.0,oceanique_altere,5.801,-387.514,7.27888888888889
