annee;date;parcelle;exploitation;culture;situation;masse_C[kg/ha];masse_N[kg/ha];ratio_CN;nom_produit;type_residu;type_pool;Kres;Hres;CNbio;Yres
2020;222;beauce_5_sa_000;organique_beauce_5;BTH;incorpore;846.0;5.615566947024115;150.65264255256093;racines post recolte;residus racinaires;labile;0.0;0.0;0.0;0.0
2020;222;beauce_5_sa_000;organique_beauce_5;BTH;surface;2923.190190468483;19.403510890614587;150.65264255256093;aerien post recolte;residus aeriens;labile;0.0;0.0;0.0;0.0
2020;186;beauce_5_sa_001;organique_beauce_5;BTH;incorpore;846.0;5.6209049726433005;150.509571700188;racines post recolte;residus racinaires;labile;0.0;0.0;0.0;0.0
2020;186;beauce_5_sa_001;organique_beauce_5;BTH;surface;2925.8337058222223;19.43951917988594;150.50957170018796;aerien post recolte;residus aeriens;labile;0.0;0.0;0.0;0.0
2020;201;beauce_5_sa_002;organique_beauce_5;BTH;incorpore;846.0;9.289991434115521;91.06574596971582;racines post recolte;residus racinaires;labile;0.0;0.0;0.0;0.0
2020;201;beauce_5_sa_002;organique_beauce_5;BTH;surface;3503.066397753985;38.46744305942369;91.0657459697158;aerien post recolte;residus aeriens;labile;0.0;0.0;0.0;0.0
2020;181;beauce_5_sa_003;organique_beauce_5;BTH;incorpore;846.0;9.884268878366887;85.59054902397384;racines post recolte;residus racinaires;labile;0.0;0.0;0.0;0.0
2020;181;beauce_5_sa_003;organique_beauce_5;BTH;surface;3503.349264954795;40.93149658350141;85.59054902397384;aerien post recolte;residus aeriens;labile;0.0;0.0;0.0;0.0
2020;190;beauce_5_sa_004;organique_beauce_5;BTH;incorpore;846.0;11.57020489509392;73.11884341466822;racines post recolte;residus racinaires;labile;0.0;0.0;0.0;0.0
2020;190;beauce_5_sa_004;organique_beauce_5;BTH;surface;3481.264270602747;47.61104125868022;73.11884341466822;aerien post recolte;residus aeriens;labile;0.0;0.0;0.0;0.0
2020;191;beauce_5_sa_005;organique_beauce_5;BTH;incorpore;846.0;5.6138857790151535;150.69775789923787;racines post recolte;residus racinaires;labile;0.0;0.0;0.0;0.0
2020;191;beauce_5_sa_005;organique_beauce_5;BTH;surface;2922.3561994819142;19.39216774171193;150.69775789923784;aerien post recolte;residus aeriens;labile;0.0;0.0;0.0;0.0
2020;176;beauce_5_sa_006;organique_beauce_5;BTH;incorpore;846.0;5.3058066159467;159.44795225995068;racines post recolte;residus racinaires;labile;0.0;0.0;0.0;0.0
2020;176;beauce_5_sa_006;organique_beauce_5;BTH;surface;2758.194772266189;17.298401974893082;159.44795225995068;aerien post recolte;residus aeriens;labile;0.0;0.0;0.0;0.0
2020;210;beauce_5_sa_007;organique_beauce_5;BTH;incorpore;846.0;9.307903801038535;90.89049673091884;racines post recolte;residus racinaires;labile;0.0;0.0;0.0;0.0
2020;210;beauce_5_sa_007;organique_beauce_5;BTH;surface;3503.3741865484903;38.544999890585075;90.89049673091885;aerien post recolte;residus aeriens;labile;0.0;0.0;0.0;0.0
2020;179;beauce_5_sa_008;organique_beauce_5;BTH;incorpore;846.0;6.75553916467774;125.23056700247209;racines post recolte;residus racinaires;labile;0.0;0.0;0.0;0.0
2020;179;beauce_5_sa_008;organique_beauce_5;BTH;surface;3332.655199547639;26.61215451880731;125.23056700247209;aerien post recolte;residus aeriens;labile;0.0;0.0;0.0;0.0
2020;189;beauce_5_sa_009;organique_beauce_5;BTH;incorpore;846.0;6.058674235037271;139.63450866983206;racines post recolte;residus racinaires;labile;0.0;0.0;0.0;0.0
2020;189;beauce_5_sa_009;organique_beauce_5;BTH;surface;3118.7647566285436;22.335200562798633;139.63450866983206;aerien post recolte;residus aeriens;labile;0.0;0.0;0.0;0.0
2020;223;beauce_5_sa_010;organique_beauce_5;BTH;incorpore;846.0;6.289971445958325;134.4998156618985;racines post recolte;residus racinaires;labile;0.0;0.0;0.0;0.0
2020;223;beauce_5_sa_010;organique_beauce_5;BTH;surface;3201.8865107499464;23.805880290563;134.4998156618985;aerien post recolte;residus aeriens;labile;0.0;0.0;0.0;0.0
2020;172;beauce_5_sa_011;organique_beauce_5;BTH;incorpore;846.0;9.044063371238028;93.5420247817428;racines post recolte;residus racinaires;labile;0.0;0.0;0.0;0.0
2020;172;beauce_5_sa_011;organique_beauce_5;BTH;surface;3503.330565548603;37.45194284304577;93.54202478174281;aerien post recolte;residus aeriens;labile;0.0;0.0;0.0;0.0
2020;224;beauce_5_sa_012;organique_beauce_5;BTH;incorpore;846.0;5.644520468439398;149.87987105907382;racines post recolte;residus racinaires;labile;0.0;0.0;0.0;0.0
