annee;jourDebut;jourFin;parcelle;couvert;itk;N_lixivie[kgN/ha];N_volatilise_NH3[kgN/ha];N_mineralise_net_SOM[kgN/ha];N_mineralise_net_residus[kgN/ha];N_acquis_couvert[kgN/ha];N_mineral_debut[kgN/ha];N_mineral_fin[kgN/ha];emissions_N2O_directes[kgN/ha];emissions_N2[kgN/ha];N_fixe_legumineuses[kgN/ha];satisfactionAzote_culture[%];satisfactionAzote_ci[%];delta_Corg[kgC/ha];emissions_N2O_denit[kgN-N2O/ha];emissions_N2O_nit[kgN-N2O/ha];emissions_N2O_indirectes_volat[kgN-N2O/ha];emissions_N2O_indirectes_lixiv[kgN-N2O/ha]
2019;213;312;beauce_5_sa_000;solnu;;0.0;0.0;24.7;0.0;0.0;35.0;59.67;0.03;0.0;0;0;0;-274.06;0.01;0.01;0.0;0.0
2019;313;365;beauce_5_sa_000;BTH;;0.26;0.0;8.48;0.0;3.33;59.91;64.51;0.05;0.0;0;1.96;0;-96.47;0.04;0.01;0.0;0.26
2019;213;267;beauce_5_sa_001;solnu;;0.0;0.0;17.49;0.0;0.0;35.0;52.48;0.01;0.0;0;0;0;-192.1;0.0;0.01;0.0;0.0
2019;268;365;beauce_5_sa_001;BTH;;0.32;0.0;15.68;0.0;42.04;52.72;25.77;0.02;0.0;0;24.74;0;-178.47;0.02;0.01;0.0;0.32
2019;213;284;beauce_5_sa_002;solnu;;0.0;0.0;20.0;0.0;0.0;35.0;54.99;0.01;0.0;0;0;0;-223.12;0.0;0.01;0.0;0.0
2019;285;365;beauce_5_sa_002;BTH;;0.25;0.0;13.13;0.0;20.83;55.08;46.99;0.05;0.0;0;12.26;0;-146.99;0.04;0.01;0.0;0.25
2019;213;283;beauce_5_sa_003;solnu;;0.0;0.0;19.94;0.0;0.0;35.0;54.93;0.01;0.0;0;0;0;-221.28;0.0;0.01;0.0;0.0
2019;284;365;beauce_5_sa_003;BTH;;0.27;0.0;13.24;0.0;22.15;55.01;45.7;0.05;0.0;0;13.04;0;-149.35;0.04;0.01;0.0;0.27
2019;213;315;beauce_5_sa_004;solnu;;0.0;0.0;25.4;0.0;0.0;35.0;60.37;0.03;0.0;0;0;0;-282.09;0.02;0.02;0.0;0.0
2019;316;365;beauce_5_sa_004;BTH;;0.26;0.0;7.77;0.0;2.68;60.52;65.15;0.04;0.0;0;1.58;0;-88.39;0.04;0.0;0.0;0.26
2019;213;276;beauce_5_sa_005;solnu;;0.0;0.0;19.1;0.0;0.0;35.0;54.09;0.01;0.0;0;0;0;-213.08;0.0;0.01;0.0;0.0
2019;277;365;beauce_5_sa_005;BTH;;0.31;0.0;14.18;0.0;28.61;54.29;39.31;0.04;0.0;0;16.83;0;-158.66;0.03;0.01;0.0;0.31
2019;213;298;beauce_5_sa_006;solnu;;0.0;0.0;22.13;0.0;0.0;35.0;57.12;0.01;0.0;0;0;0;-246.17;0.0;0.01;0.0;0.0
