ID_PDG;DATE;RRmm;Tmin;Tmax;ETP;RGI
90001;01/01/2029;0.000;-10.100;3.300;0.650;7.340
90001;02/01/2029;8.400;-9.700;4.600;0.480;4.350
90001;03/01/2029;2.000;0.800;6.400;0.830;7.030
90001;04/01/2029;1.700;-8.100;5.300;0.760;6.970
90001;05/01/2029;17.200;-3.400;1.500;0.270;1.570
90001;06/01/2029;0.200;-4.500;1.700;0.510;4.980
90001;07/01/2029;1.700;-3.900;-0.400;0.480;4.860
90001;08/01/2029;1.500;-3.700;3.100;0.500;4.270
90001;09/01/2029;3.000;-5.600;2.900;0.390;2.900
90001;10/01/2029;1.000;-3.800;-0.200;0.440;4.190
90001;11/01/2029;0.500;-11.400;2.100;0.720;8.140
90001;12/01/2029;0.000;-12.200;3.100;0.970;8.790
90001;13/01/2029;0.000;-9.800;2.500;1.080;9.190
90001;14/01/2029;0.000;-9.300;4.600;1.030;7.420
90001;15/01/2029;1.300;-6.300;5.200;0.510;4.100
90001;16/01/2029;0.000;-13.500;4.800;0.740;6.800
90001;17/01/2029;28.400;-0.600;5.100;0.430;3.200
90001;18/01/2029;13.300;3.500;5.700;0.490;4.060
90001;19/01/2029;1.900;-9.500;4.700;0.770;7.730
90001;20/01/2029;0.000;-16.800;-1.900;0.750;9.350
90001;21/01/2029;0.000;-17.400;1.600;0.910;7.690
90001;22/01/2029;3.500;-2.700;7.900;1.170;7.840
90001;23/01/2029;0.200;-4.000;6.500;1.090;9.510
90001;24/01/2029;0.400;0.700;10.900;1.180;9.650
90001;25/01/2029;0.000;-6.100;13.900;1.390;10.310
90001;26/01/2029;0.000;-6.400;12.300;1.110;8.820
90001;27/01/2029;0.000;-6.700;7.600;1.340;10.570
90001;28/01/2029;0.000;-7.100;7.500;1.310;10.200
90001;29/01/2029;0.000;-2.800;8.100;1.330;9.960
90001;30/01/2029;0.000;-3.900;6.500;1.220;9.330
90001;31/01/2029;0.000;-5.300;10.600;1.300;10.250
90001;01/02/2029;0.000;-8.100;7.400;0.990;8.060
90001;02/02/2029;0.000;-3.900;11.100;1.410;10.810
90001;03/02/2029;0.000;-3.800;14.400;1.640;11.420
90001;04/02/2029;0.000;-5.200;12.300;1.610;11.730
90001;05/02/2029;0.000;-4.500;13.300;1.780;12.030
90001;06/02/2029;0.000;-2.400;8.400;1.560;11.490
90001;07/02/2029;0.000;-6.300;6.800;1.240;10.990
90001;08/02/2029;0.300;-3.100;7.800;1.070;8.810
90001;09/02/2029;23.200;3.100;4.900;0.530;3.930
90001;10/02/2029;7.400;1.500;4.900;0.600;4.220
90001;11/02/2029;0.000;-2.800;3.200;1.030;9.850
90001;12/02/2029;0.000;-10.700;4.100;1.180;10.790
90001;13/02/2029;0.000;-9.900;5.500;1.490;12.990
90001;14/02/2029;0.000;-8.300;8.200;1.660;12.910
90001;15/02/2029;0.000;0.800;10.800;1.640;10.760
90001;16/02/2029;0.000;-2.300;9.600;1.510;11.310
90001;17/02/2029;0.000;-3.500;12.300;1.760;13.300
90001;18/02/2029;0.000;-6.200;7.900;1.500;12.050
90001;19/02/2029;0.000;-1.700;7.000;1.470;12.600
90001;20/02/2029;0.000;-6.500;6.500;1.550;13.590
90001;21/02/2029;0.000;-8.100;6.600;1.430;11.670
90001;22/02/2029;18.800;0.300;4.600;0.640;5.350
90001;23/02/2029;7.000;-4.300;3.200;1.600;15.150
90001;24/02/2029;0.100;-12.500;1.000;1.280;13.360
90001;25/02/2029;3.500;-17.300;1.800;1.220;12.870
90001;26/02/2029;17.800;-2.500;2.600;0.750;6.030
90001;27/02/2029;15.600;-2.700;4.900;1.010;8.180
90001;28/02/2029;7.700;0.300;6.200;0.830;6.070
90001;01/03/2029;0.300;-5.300;6.400;1.650;13.920
90001;02/03/2029;0.800;-8.800;4.800;1.230;11.070
90001;03/03/2029;35.500;0.600;3.500;0.720;5.680
90001;04/03/2029;16.900;-3.000;8.100;1.790;14.700
90001;05/03/2029;0.200;-5.700;5.200;1.840;16.660
90001;06/03/2029;0.600;-12.000;1.600;1.460;15.290
90001;07/03/2029;0.000;-13.900;3.800;2.000;18.470
90001;08/03/2029;8.600;-13.700;3.400;1.000;8.710
90001;09/03/2029;4.600;-2.900;3.900;1.250;11.150
90001;10/03/2029;12.500;-7.600;3.500;1.390;12.660
90001;11/03/2029;0.000;-9.600;5.000;2.040;18.410
90001;12/03/2029;0.000;-5.400;5.900;2.040;18.000
90001;13/03/2029;0.000;-5.900;10.100;2.440;19.250
90001;14/03/2029;0.000;-6.000;7.800;2.340;19.080
90001;15/03/2029;0.000;-1.600;10.900;2.540;19.150
90001;16/03/2029;0.000;-2.300;9.700;2.500;19.350
90001;17/03/2029;0.200;-3.500;10.800;2.210;16.460
90001;18/03/2029;4.600;-1.100;10.500;2.000;15.270
90001;19/03/2029;0.000;-4.500;8.600;2.550;20.250
90001;20/03/2029;0.000;-3.900;8.400;2.630;21.030
90001;21/03/2029;0.000;-2.900;12.400;2.640;20.050
90001;22/03/2029;0.000;-3.800;10.500;2.800;20.860
90001;23/03/2029;0.000;-1.500;9.200;2.660;19.900
90001;24/03/2029;0.000;-3.700;5.600;2.010;17.300
90001;25/03/2029;0.000;-4.500;8.700;2.490;18.910
90001;26/03/2029;10.400;0.600;3.800;0.870;5.700
90001;27/03/2029;13.100;-5.100;3.400;1.540;14.130
90001;28/03/2029;7.900;-5.400;6.300;1.200;8.180
90001;29/03/2029;1.300;-0.600;8.600;2.310;17.820
90001;30/03/2029;12.100;1.300;5.500;0.950;6.620
90001;31/03/2029;22.300;1.000;6.600;1.360;9.960
90001;01/04/2029;17.000;0.300;5.700;2.610;22.710
90001;02/04/2029;0.700;-4.700;8.200;2.910;23.600
90001;03/04/2029;2.600;-1.300;6.900;1.800;15.070
90001;04/04/2029;0.000;-0.200;9.400;2.890;22.500
90001;05/04/2029;0.000;1.200;11.600;3.100;23.600
90001;06/04/2029;0.000;1.900;17.100;3.860;23.860
90001;07/04/2029;0.000;5.800;19.100;3.430;19.310
90001;08/04/2029;0.000;4.700;19.200;3.710;21.780
90001;09/04/2029;10.400;1.400;10.200;0.910;5.410
90001;10/04/2029;2.400;0.800;7.300;1.920;14.840
90001;11/04/2029;1.800;4.900;16.200;3.340;21.570
90001;12/04/2029;0.000;3.500;19.800;4.200;25.120
90001;13/04/2029;0.000;4.900;22.000;4.370;25.110
90001;14/04/2029;0.000;5.900;22.200;4.450;25.240
90001;15/04/2029;0.100;6.000;17.300;3.650;22.450
90001;16/04/2029;0.000;0.900;7.300;2.750;23.240
90001;17/04/2029;0.000;-1.400;5.900;2.790;24.920
90001;18/04/2029;0.600;-2.500;4.100;2.320;21.180
90001;19/04/2029;0.000;-4.200;8.600;2.890;22.060
90001;20/04/2029;0.800;-1.100;7.200;3.160;26.780
90001;21/04/2029;0.100;-3.300;9.000;3.300;26.280
90001;22/04/2029;6.200;-2.000;3.400;1.780;14.630
90001;23/04/2029;1.000;-3.800;5.600;2.650;22.270
90001;24/04/2029;0.000;-1.500;6.200;2.770;24.380
90001;25/04/2029;0.000;-4.700;9.500;2.950;21.860
90001;26/04/2029;3.500;1.500;6.900;1.150;6.980
90001;27/04/2029;2.000;2.000;8.100;1.720;11.960
90001;28/04/2029;18.600;3.500;8.200;1.180;7.460
90001;29/04/2029;0.400;4.800;12.600;2.570;17.330
90001;30/04/2029;0.200;6.200;11.200;1.750;10.800
90001;01/05/2029;19.000;5.700;9.700;1.300;8.980
90001;02/05/2029;19.400;2.400;9.400;1.270;8.430
90001;03/05/2029;5.300;-0.200;11.300;3.240;24.040
90001;04/05/2029;1.300;-0.500;13.400;2.780;18.230
90001;05/05/2029;6.300;7.100;13.600;1.980;12.280
90001;06/05/2029;12.300;6.300;10.200;1.210;7.690
90001;07/05/2029;25.000;4.300;11.000;1.680;10.850
90001;08/05/2029;1.100;2.900;12.400;3.210;23.630
90001;09/05/2029;1.100;1.700;15.600;3.670;23.890
90001;10/05/2029;0.000;2.700;19.800;4.600;27.620
90001;11/05/2029;0.000;5.100;18.200;3.950;23.820
90001;12/05/2029;0.000;8.000;18.500;4.000;23.550
90001;13/05/2029;0.400;4.800;16.900;3.320;20.490
90001;14/05/2029;10.200;7.000;13.200;1.400;7.460
90001;15/05/2029;16.200;5.600;12.500;2.140;13.980
90001;16/05/2029;17.300;3.800;11.100;2.910;20.860
90001;17/05/2029;0.200;2.000;14.100;3.650;24.100
90001;18/05/2029;0.200;3.200;14.300;3.460;22.650
90001;19/05/2029;0.000;3.000;16.900;4.220;26.500
90001;20/05/2029;7.900;5.500;15.200;3.220;19.800
90001;21/05/2029;1.700;7.200;15.000;3.740;23.890
90001;22/05/2029;8.500;5.800;15.500;3.820;24.740
90001;23/05/2029;4.300;5.800;11.300;2.050;13.500
90001;24/05/2029;0.000;4.000;14.100;3.720;24.960
90001;25/05/2029;0.000;6.000;16.100;3.980;24.930
90001;26/05/2029;0.100;6.700;18.100;3.980;23.570
90001;27/05/2029;10.900;6.300;15.900;1.870;10.500
90001;28/05/2029;0.000;5.400;18.100;4.850;30.180
90001;29/05/2029;0.000;5.800;18.900;3.470;19.590
90001;30/05/2029;1.100;7.100;18.900;4.330;25.220
90001;31/05/2029;0.200;5.100;12.500;3.420;25.070
90001;01/06/2029;8.200;4.700;16.400;4.060;26.290
90001;02/06/2029;1.200;3.100;16.200;4.330;26.810
90001;03/06/2029;0.400;5.800;18.300;3.730;22.120
90001;04/06/2029;0.400;6.500;17.700;3.800;23.130
90001;05/06/2029;0.000;7.500;19.700;4.740;28.230
90001;06/06/2029;0.000;8.300;21.500;4.600;25.940
90001;07/06/2029;6.300;9.600;22.700;4.640;24.840
