annee;jourDebut;jourFin;parcelle;couvert;itk;delta_Corg[kg_eqCO2/ha];tx_MO_fin[%];emissions_N2O_denit[kg_eqCO2/ha];emissions_N2O_nit[kg_eqCO2/ha];emissions_volat[kg_eqCO2/ha];emissions_lixiv[kg_eqCO2/ha];emissions_ferti[kg_eqCO2/ha];bilan_net_GES[kg_eqCO2/ha];ratio_Corg_Arg[%]
2019;213;277;beauce_5_sa_000;solnu;;782.96;1.71;0.0;5.37;0.0;0.0;0.0;788.33;0.07
2019;278;365;beauce_5_sa_000;BTH;BTH;575.96;1.71;15.44;3.89;0.0;0.98;0.0;596.27;0.07
2019;213;287;beauce_5_sa_001;solnu;;832.71;1.71;0.0;5.68;0.0;0.0;0.0;838.39;0.07
2019;288;365;beauce_5_sa_001;BTH;BTH;525.82;1.71;20.1;3.58;0.0;0.91;0.0;550.4;0.07
2019;213;312;beauce_5_sa_002;solnu;;1004.94;1.71;5.1;6.89;0.0;0.0;0.0;1016.93;0.07
2019;313;365;beauce_5_sa_002;BTH;BTH;353.69;1.71;20.3;2.37;0.0;0.92;0.0;377.28;0.07
2019;213;284;beauce_5_sa_003;solnu;;818.2;1.71;0.0;5.58;0.0;0.0;0.0;823.78;0.07
2019;285;365;beauce_5_sa_003;BTH;BTH;538.62;1.71;21.61;3.66;5.33;0.86;345.39;915.48;0.07
2019;213;260;beauce_5_sa_004;solnu;;649.1;1.71;0.0;4.44;0.0;0.0;0.0;653.54;0.07
2019;261;365;beauce_5_sa_004;BTH;BTH;713.23;1.71;0.76;4.84;0.0;1.14;0.0;719.97;0.07
2019;213;284;beauce_5_sa_005;solnu;;818.91;1.71;0.0;5.59;0.0;0.0;0.0;824.5;0.07
2019;285;365;beauce_5_sa_005;BTH;BTH;539.97;1.71;18.81;3.67;0.0;0.95;0.0;563.4;0.07
2019;213;294;beauce_5_sa_006;solnu;;872.76;1.71;0.0;5.97;0.0;0.0;0.0;878.73;0.07
2019;295;365;beauce_5_sa_006;BTH;BTH;485.92;1.71;24.08;3.28;5.19;0.93;336.26;855.66;0.07
2019;213;291;beauce_5_sa_007;solnu;;847.19;1.71;0.0;5.81;0.0;0.0;0.0;852.99;0.07
2019;292;365;beauce_5_sa_007;BTH;BTH;509.68;1.71;22.63;3.44;0.0;0.86;0.0;536.6;0.07
2019;213;309;beauce_5_sa_008;solnu;;981.39;1.71;3.8;6.7;0.0;0.0;0.0;991.89;0.07
2019;310;365;beauce_5_sa_008;BTH;BTH;377.06;1.71;21.46;2.56;0.0;0.91;0.0;401.97;0.07
