annee;jourDebut;jourFin;parcelle;couvert;itk;delta_Corg[kg_eqCO2/ha];tx_MO_fin[%];emissions_N2O_denit[kg_eqCO2/ha];emissions_N2O_nit[kg_eqCO2/ha];emissions_volat[kg_eqCO2/ha];emissions_lixiv[kg_eqCO2/ha];emissions_ferti[kg_eqCO2/ha];bilan_net_GES[kg_eqCO2/ha];ratio_Corg_Arg[%]
2019;213;301;beauce_5_sa_000;solnu;;921.97;1.71;0.0;6.31;0.0;0.0;0.0;928.28;0.07
2019;302;365;beauce_5_sa_000;orgeh;orgeH_tousSols_nonirr_organique;436.69;1.71;36.36;2.94;0.0;0.93;0.0;476.93;0.07
2019;213;274;beauce_5_sa_001;solnu;;767.29;1.71;0.0;5.26;0.0;0.0;0.0;772.54;0.07
2019;275;365;beauce_5_sa_001;orgeh;orgeH_tousSols_nonirr_organique;591.67;1.71;22.54;4.0;0.0;1.08;0.0;619.29;0.07
2019;213;262;beauce_5_sa_002;solnu;;662.24;1.71;0.0;4.55;0.0;0.0;0.0;666.79;0.07
2019;263;365;beauce_5_sa_002;orgeh;orgeH_tousSols_nonirr_organique;695.94;1.71;10.36;4.7;0.0;1.16;0.0;712.17;0.07
2019;213;277;beauce_5_sa_003;solnu;;782.64;1.71;0.0;5.37;0.0;0.0;0.0;788.01;0.07
2019;278;365;beauce_5_sa_003;orgeh;orgeH_tousSols_nonirr_organique;574.87;1.71;25.59;3.88;0.0;1.0;0.0;605.34;0.07
2019;213;262;beauce_5_sa_004;solnu;;662.01;1.71;0.0;4.55;0.0;0.0;0.0;666.56;0.07
2019;263;365;beauce_5_sa_004;orgeh;orgeH_tousSols_nonirr_organique;695.42;1.71;10.9;4.7;0.0;1.16;0.0;712.17;0.07
2019;213;279;beauce_5_sa_005;solnu;;794.57;1.71;0.0;5.43;0.0;0.0;0.0;799.99;0.07
2019;280;365;beauce_5_sa_005;orgeh;orgeH_tousSols_nonirr_organique;562.84;1.71;26.53;3.82;0.0;0.97;0.0;594.17;0.07
2019;213;280;beauce_5_sa_006;solnu;;798.81;1.71;0.0;5.47;0.0;0.0;0.0;804.28;0.07
2019;281;365;beauce_5_sa_006;orgeh;orgeH_tousSols_nonirr_organique;560.1;1.71;26.42;3.79;0.0;1.02;0.0;591.33;0.07
2019;213;297;beauce_5_sa_007;solnu;;893.0;1.71;0.0;6.13;0.0;0.0;0.0;899.13;0.07
2019;298;365;beauce_5_sa_007;orgeh;orgeH_tousSols_nonirr_organique;465.43;1.71;35.77;3.12;0.0;0.9;0.0;505.22;0.07
2019;213;295;beauce_5_sa_008;solnu;;879.11;1.71;0.0;6.02;0.0;0.0;0.0;885.13;0.07
2019;296;365;beauce_5_sa_008;orgeh;orgeH_tousSols_nonirr_organique;479.59;1.71;35.28;3.24;0.0;0.94;0.0;519.05;0.07
2019;213;308;beauce_5_sa_009;solnu;;975.66;1.71;5.34;6.67;0.0;0.0;0.0;987.67;0.07
2019;309;365;beauce_5_sa_009;orgeh;orgeH_tousSols_nonirr_organique;383.01;1.71;31.41;2.59;0.0;0.94;0.0;417.95;0.07
2019;213;262;beauce_5_sa_010;solnu;;661.5;1.71;0.0;4.55;0.0;0.0;0.0;666.05;0.07
2019;263;365;beauce_5_sa_010;orgeh;orgeH_tousSols_nonirr_organique;693.97;1.71;12.42;4.69;0.0;1.16;0.0;712.24;0.07
2019;213;267;beauce_5_sa_011;solnu;;704.97;1.71;0.0;4.89;0.0;0.0;0.0;709.86;0.07
2019;268;365;beauce_5_sa_011;orgeh;orgeH_tousSols_nonirr_organique;654.62;1.71;16.74;4.38;0.0;1.23;0.0;676.97;0.07
2019;213;309;beauce_5_sa_012;solnu;;981.36;1.71;5.53;6.7;0.0;0.0;0.0;993.6;0.07
2019;310;365;beauce_5_sa_012;orgeh;orgeH_tousSols_nonirr_organique;377.06;1.71;31.25;2.56;0.0;0.9;0.0;411.77;0.07
2019;213;290;beauce_5_sa_013;solnu;;844.36;1.71;0.0;5.77;0.0;0.0;0.0;850.12;0.07
2019;291;365;beauce_5_sa_013;orgeh;orgeH_tousSols_nonirr_organique;514.6;1.71;32.72;3.5;0.0;0.98;0.0;551.8;0.07
