sortie,parametre_1,parametre_2,R2_interaction,R2_cellules,R2_additif,n,n_cellules
N_lixi,nb_f3,Jours_av_PREPA,0.08011849181812603,0.15136335051925853,0.07124485870113251,60,12
N_lixi,Dose_F1_2,Dose_F3_2,0.07937605510458923,0.13849411774415943,0.0591180626395702,60,16
N_lixi,nb_f1,Dose_F2_1,0.0791378651148682,0.1185545365884988,0.03941667147363059,60,12
N_lixi,Jour_Semis,Jours_av_PREPA,0.07898905838731385,0.9037219401111493,0.8247328817238354,60,16
N_lixi,type_f1_1,Jours_semis_F1,0.07892114776794235,0.16323616474409985,0.08431501697615751,60,12
N_lixi,prepa_1,Jours_av_PREPA,0.07786980720942849,0.17990911189872616,0.10203930468929767,60,11
N_lixi,type_f1_2,type_f2_2,0.07684749339874908,0.16354335379962426,0.08669586040087518,60,9
N_lixi,type_f1_2,Jours_op_recolte,0.07677978786406248,0.09531964223005807,0.01853985436599559,60,12
N_lixi,nb_prepa,Dose_F3_1,0.0764502072561829,0.143238747219959,0.0667885399637761,60,12
N_lixi,n_ferti,type_f3_1,0.07599442622352115,0.10969332160027168,0.033698895376750526,60,9
N_lixi,prepa_2,type_f2_2,0.07559445718560687,0.2049002100784536,0.12930575289284674,60,9
N_lixi,type_f2_1,type_f2_2,0.07540501140502975,0.21907661788395894,0.14367160647892918,60,9
N_lixi,nb_f2,type_f2_1,0.07522843125706069,0.1500096258251894,0.0747811945681287,60,9
N_lixi,Dose_F2_1,Dose_F3_2,0.07518270105320801,0.1348379423592837,0.05965524130607569,60,15
N_lixi,type_f3_2,Jours_op_recolte,0.07462057362075813,0.10372527037011559,0.02910469674935745,60,12
N_lixi,prepa_1,Dose_F1_1,0.0740068483804085,0.14735441728655407,0.07334756890614558,60,12
N_lixi,prepa_2,Jours_F1_F2,0.07381859146552672,0.16696111303101724,0.09314252156549052,60,12
N_lixi,type_f1_2,nb_f2,0.07347464623280708,0.1024593435214809,0.02898469728867381,60,9
N_lixi,nb_f3,Dose_F3_1,0.07307007622441941,0.1373135257853072,0.06424344956088779,60,12
N_lixi,type_f2_2,Jour_Semis,0.07297290230651043,0.8964010255447117,0.8234281232382012,60,12
N_lixi,Jours_av_PREPA,Jours_semis_F1,0.07276318234325718,0.23743092452567705,0.16466774218241986,60,16
N_lixi,nb_f1,Dose_F2_2,0.07233218331440083,0.15202146654698512,0.07968928323258428,60,12
N_lixi,nb_f2,Dose_F3_1,0.07229421347346976,0.157409327505437,0.08511511403196725,60,12
N_lixi,type_f2_2,Jours_semis_F1,0.07228050010936116,0.2376610717285772,0.16538057161921604,60,12
N_lixi,Jour_Semis,Dose_F1_1,0.07093971096465723,0.8947326726273878,0.8237929616627305,60,16
N_lixi,Jour_Semis,Dose_F3_1,0.07089984126549087,0.9106220917307746,0.8397222504652837,60,16
N_lixi,n_ferti,Jours_op_recolte,0.07075897131824915,0.09613481203463159,0.025375840716382436,60,12
N_lixi,Jours_op_recolte,Dose_F1_2,0.07072413310884218,0.11553016392778648,0.0448060308189443,60,15
N_lixi,type_f3_2,Dose_F1_2,0.07061978155567517,0.12290338444709537,0.0522836028914202,60,12
N_lixi,nb_prepa,type_f3_1,0.07038524300051985,0.11556305272726441,0.04517780972674457,60,9
N_lixi,nb_prepa,type_f1_1,0.07012638585715103,0.10355551406369601,0.03342912820654498,60,9
N_lixi,type_f3_1,Jours_F1_F2,0.06999301849018202,0.1506218638565875,0.08062884536640547,60,12
N_lixi,prepa_1,nb_f2,0.06975249148962825,0.1256006322072557,0.05584814071762745,60,9
N_lixi,nb_f3,Jours_op_recolte,0.06886091442337039,0.09520984489961826,0.026348930476247867,60,12
N_lixi,prepa_2,type_f2_1,0.06831837167879395,0.13192370603993575,0.0636053343611418,60,9
N_lixi,nb_f1,Dose_F3_2,0.06807948333092173,0.12337123541370443,0.0552917520827827,60,12
N_lixi,Dose_F2_1,Dose_F3_1,0.06560137213296724,0.12371176236593173,0.05811039023296449,60,15
N_lixi,nb_prepa,type_f2_1,0.06528334160767457,0.11111955290076636,0.04583621129309179,60,9
N_lixi,type_f3_2,Jours_F2_F3,0.06489755456757496,0.1862328207916859,0.12133526622411095,60,12
N_lixi,type_f3_2,Dose_F3_2,0.06428795989618552,0.11038833830275585,0.04610037840657033,60,12
N_lixi,n_ferti,Jours_semis_F1,0.06208441462543679,0.14344662424791532,0.08136220962247853,60,12
N_lixi,type_f3_2,Jours_av_PREPA,0.0618575886223387,0.14203531658894775,0.08017772796660905,60,12
N_lixi,nb_f2,type_f3_1,0.06082644726947195,0.13646551584148958,0.07563906857201763,60,9
N_lixi,type_f3_1,Dose_F3_1,0.060360108213740826,0.12172361923484609,0.061363511021105266,60,12
N_lixi,prepa_1,type_f3_1,0.06026610567598989,0.10210983703349596,0.041843731357506075,60,9
N_lixi,type_f1_2,type_f3_1,0.05992764486054747,0.08895822710300416,0.029030582242456693,60,9
N_lixi,type_f2_2,Dose_F1_2,0.05959018682877659,0.19099277516119795,0.13140258833242136,60,12
N_lixi,has_prepa,type_f2_1,0.05925166067038312,0.10036813935397548,0.04111647868359236,60,9
N_lixi,n_ferti,Dose_F2_2,0.05903718566820626,0.14343515012340557,0.08439796445519931,60,12
N_lixi,nb_prepa,Jours_op_recolte,0.05858386846851682,0.08630133254164019,0.027717464073123366,60,12
N_lixi,Dose_F1_2,Dose_F3_1,0.05793204299543531,0.14056240098103945,0.08263035798560414,60,16
N_lixi,prepa_1,Dose_F1_2,0.05779454320775512,0.10314351616733686,0.045348972959581735,60,12
N_lixi,n_ferti,type_f1_1,0.05746855502267967,0.07541909538361902,0.01795054036093935,60,9
N_lixi,nb_prepa,nb_f1,0.057334406307773755,0.09156463082779309,0.03423022452001934,60,9
N_lixi,nb_f2,type_f2_2,0.05733318682614019,0.18627881342441366,0.12894562659827347,60,9
N_lixi,type_f2_1,type_f3_2,0.05606091322488993,0.10588282613014577,0.04982191290525584,60,9
N_lixi,nb_prepa,Dose_F3_2,0.055851959701737064,0.09577556678850274,0.03992360708676568,60,12
N_lixi,type_f1_2,type_f2_1,0.05567237446380913,0.0957167648588041,0.040044390394994966,60,9
