ID_PDG;DATE;RRmm;Tmin;Tmax;ETP;RGI
90001;01/01/2027;0.000;-1.400;8.400;0.970;7.970
90001;02/01/2027;0.000;-1.600;7.200;0.850;7.320
90001;03/01/2027;0.000;-2.600;6.500;0.770;7.670
90001;04/01/2027;0.000;-2.400;7.200;0.770;7.600
90001;05/01/2027;3.500;-11.000;3.900;0.680;7.510
90001;06/01/2027;0.000;-13.300;-0.800;0.670;8.440
90001;07/01/2027;0.100;-14.300;-2.300;0.660;8.060
90001;08/01/2027;5.300;-9.800;0.700;0.590;6.100
90001;09/01/2027;8.600;-4.000;-0.300;0.570;5.480
90001;10/01/2027;0.200;-12.000;-2.000;0.600;7.420
90001;11/01/2027;0.000;-11.700;1.600;0.820;8.870
90001;12/01/2027;0.000;-12.000;1.500;0.980;9.070
90001;13/01/2027;0.000;-7.000;4.200;1.170;8.910
90001;14/01/2027;0.000;-7.000;5.900;1.110;8.890
90001;15/01/2027;0.000;-4.200;6.400;1.140;9.000
90001;16/01/2027;0.000;-8.400;3.000;1.080;9.260
90001;17/01/2027;0.000;-9.300;5.500;1.090;9.340
90001;18/01/2027;0.000;-6.900;5.700;1.140;9.310
90001;19/01/2027;0.000;-8.300;2.000;1.050;9.450
90001;20/01/2027;0.000;-8.200;0.800;0.760;9.010
90001;21/01/2027;0.000;-9.300;3.300;0.910;9.680
90001;22/01/2027;0.000;-8.200;6.000;1.050;9.710
90001;23/01/2027;0.000;-6.200;5.200;1.110;9.980
90001;24/01/2027;0.000;-4.200;8.300;1.280;10.130
90001;25/01/2027;0.000;-4.100;7.600;1.310;10.560
90001;26/01/2027;0.000;-6.900;9.300;1.360;10.710
90001;27/01/2027;0.000;-6.000;6.800;1.370;10.660
90001;28/01/2027;0.000;-6.700;6.600;1.340;10.870
90001;29/01/2027;0.000;-6.600;7.000;1.330;10.500
90001;30/01/2027;0.000;-4.900;8.700;1.450;11.060
90001;31/01/2027;0.700;-6.300;3.200;0.990;8.150
90001;01/02/2027;0.700;-9.000;1.400;1.000;10.880
90001;02/02/2027;0.100;-0.400;5.700;1.060;9.420
90001;03/02/2027;0.000;-2.200;9.700;1.530;10.940
90001;04/02/2027;0.000;-5.000;8.100;1.440;11.790
90001;05/02/2027;0.000;-3.900;5.600;1.280;11.680
90001;06/02/2027;0.500;-7.600;6.000;1.290;10.950
90001;07/02/2027;1.400;-5.800;4.300;1.290;12.050
90001;08/02/2027;0.000;-6.100;9.500;1.700;12.620
90001;09/02/2027;0.000;-0.300;10.200;1.940;12.850
90001;10/02/2027;0.000;-4.800;8.600;1.680;12.880
90001;11/02/2027;0.000;-6.800;5.000;1.180;10.980
90001;12/02/2027;0.000;-7.000;1.900;1.060;10.930
90001;13/02/2027;0.300;-8.700;2.100;1.210;12.560
90001;14/02/2027;20.400;-2.700;2.300;0.510;3.690
90001;15/02/2027;0.000;-8.100;0.100;1.130;12.370
90001;16/02/2027;0.800;-5.500;4.600;1.170;11.040
90001;17/02/2027;0.000;0.400;10.700;1.510;11.700
90001;18/02/2027;0.000;0.400;11.100;1.930;14.090
90001;19/02/2027;0.000;-4.300;8.000;1.290;10.950
90001;20/02/2027;0.000;-4.700;8.000;1.680;14.390
90001;21/02/2027;9.000;-0.800;3.500;1.080;10.420
90001;22/02/2027;0.500;-2.100;4.500;1.630;14.940
90001;23/02/2027;0.000;-4.800;8.100;1.850;15.740
90001;24/02/2027;0.000;-5.800;5.800;1.580;14.350
90001;25/02/2027;0.000;-9.100;2.100;1.450;15.400
90001;26/02/2027;0.000;-10.900;2.500;1.730;16.870
90001;27/02/2027;0.000;-11.200;1.500;1.650;16.350
90001;28/02/2027;0.000;-12.800;7.000;1.990;17.090
90001;01/03/2027;0.000;-7.800;3.100;1.630;16.330
90001;02/03/2027;0.000;-5.300;6.000;1.920;15.960
90001;03/03/2027;0.000;-4.400;7.700;2.090;17.140
90001;04/03/2027;0.000;-4.700;4.800;1.720;16.030
90001;05/03/2027;0.000;-9.000;3.100;1.720;16.360
90001;06/03/2027;0.000;-8.100;1.900;1.750;17.300
90001;07/03/2027;0.000;-10.900;2.300;1.830;18.400
90001;08/03/2027;0.000;-9.900;2.900;1.930;18.640
90001;09/03/2027;0.000;-8.100;6.300;2.250;19.180
90001;10/03/2027;0.000;-5.300;7.700;2.300;18.990
90001;11/03/2027;0.400;-5.100;2.600;1.110;9.720
90001;12/03/2027;0.200;-2.400;1.600;1.240;12.020
90001;13/03/2027;6.600;-2.000;1.300;0.750;5.990
90001;14/03/2027;3.400;-2.900;6.400;1.940;16.640
90001;15/03/2027;3.700;1.700;9.500;2.300;17.390
90001;16/03/2027;0.000;-0.300;12.700;2.740;19.160
90001;17/03/2027;0.400;1.100;8.900;1.850;13.680
90001;18/03/2027;0.000;0.900;7.500;1.590;12.400
90001;19/03/2027;0.000;-1.000;6.700;2.360;20.030
90001;20/03/2027;0.100;-3.000;3.800;1.600;14.780
90001;21/03/2027;0.000;-5.300;4.500;2.130;20.220
90001;22/03/2027;0.000;-7.800;4.800;2.440;21.900
90001;23/03/2027;0.000;-6.500;6.900;2.770;22.240
90001;24/03/2027;0.000;-3.800;9.600;3.010;22.510
90001;25/03/2027;0.000;-3.300;9.800;2.990;22.550
90001;26/03/2027;0.000;-2.700;7.800;2.840;22.440
90001;27/03/2027;0.000;-2.000;8.400;2.690;20.870
90001;28/03/2027;0.000;-2.000;10.700;3.140;23.250
90001;29/03/2027;0.000;2.600;9.800;2.870;21.050
90001;30/03/2027;3.200;1.000;7.100;1.020;6.680
90001;31/03/2027;0.500;0.500;7.300;2.190;17.910
90001;01/04/2027;4.700;-4.800;2.000;1.730;19.630
90001;02/04/2027;1.300;-6.700;-1.400;1.760;21.700
90001;03/04/2027;0.400;-8.600;2.800;2.280;20.960
90001;04/04/2027;0.000;-7.800;4.500;2.690;24.700
90001;05/04/2027;0.000;-7.000;10.300;3.270;24.720
90001;06/04/2027;0.000;-1.500;9.900;2.970;22.100
90001;07/04/2027;14.100;1.400;8.800;2.140;16.570
90001;08/04/2027;9.100;3.600;11.000;2.060;15.260
90001;09/04/2027;2.200;-3.600;4.800;2.360;24.650
90001;10/04/2027;0.000;-7.100;7.100;3.190;26.230
90001;11/04/2027;0.000;-1.700;9.200;2.470;19.050
90001;12/04/2027;0.000;1.500;13.000;2.840;19.340
90001;13/04/2027;0.000;0.100;12.600;3.340;23.880
90001;14/04/2027;0.000;-1.500;13.600;3.690;26.050
90001;15/04/2027;0.000;2.200;16.700;4.070;26.450
90001;16/04/2027;0.000;1.600;14.900;3.650;25.330
90001;17/04/2027;0.000;-1.400;12.800;3.580;25.010
90001;18/04/2027;0.000;1.700;13.200;3.700;26.200
90001;19/04/2027;0.000;1.100;13.600;3.810;26.230
90001;20/04/2027;0.200;1.600;10.800;2.010;13.850
90001;21/04/2027;2.000;3.100;8.900;1.860;13.260
90001;22/04/2027;0.700;4.500;12.400;2.800;18.310
90001;23/04/2027;24.600;1.900;7.900;0.960;5.930
90001;24/04/2027;0.800;-1.000;7.400;2.330;18.120
90001;25/04/2027;1.400;3.400;12.400;3.250;22.140
90001;26/04/2027;0.000;0.900;13.200;3.890;27.100
90001;27/04/2027;0.000;1.000;16.300;4.240;27.250
90001;28/04/2027;0.000;2.400;15.300;4.090;26.490
90001;29/04/2027;0.000;2.200;17.100;4.360;27.820
90001;30/04/2027;0.700;2.700;12.500;3.290;22.260
90001;01/05/2027;0.100;1.600;13.500;3.870;26.870
90001;02/05/2027;0.700;2.400;13.900;3.430;22.470
90001;03/05/2027;1.500;4.700;11.900;1.920;12.120
90001;04/05/2027;2.100;5.600;12.200;2.460;16.250
90001;05/05/2027;10.000;5.200;10.700;1.300;8.270
90001;06/05/2027;2.200;4.300;11.000;1.950;13.110
90001;07/05/2027;13.100;4.900;14.100;2.840;18.810
90001;08/05/2027;1.400;5.100;13.900;2.540;16.740
90001;09/05/2027;0.700;4.400;15.500;3.380;21.450
90001;10/05/2027;0.100;3.400;18.700;4.360;26.220
90001;11/05/2027;0.000;4.100;20.800;4.660;27.270
90001;12/05/2027;0.000;6.300;21.300;4.790;27.810
90001;13/05/2027;0.000;6.100;20.800;3.830;21.580
90001;14/05/2027;0.100;7.800;21.500;4.700;26.630
90001;15/05/2027;0.400;8.500;20.800;4.650;26.390
90001;16/05/2027;4.600;9.100;20.500;4.250;24.630
90001;17/05/2027;0.000;9.200;22.800;5.110;28.460
90001;18/05/2027;1.100;8.600;23.800;4.710;25.780
90001;19/05/2027;1.800;10.500;21.100;4.230;23.770
90001;20/05/2027;0.000;12.700;23.600;5.430;29.240
90001;21/05/2027;0.000;11.200;24.400;5.060;27.190
90001;22/05/2027;2.300;12.800;24.200;4.540;23.450
90001;23/05/2027;0.000;13.100;22.300;4.900;26.210
90001;24/05/2027;3.800;10.600;18.500;4.130;23.680
90001;25/05/2027;0.400;10.100;16.900;2.590;14.270
90001;26/05/2027;0.100;6.900;20.900;4.580;25.450
90001;27/05/2027;1.100;7.600;22.500;4.420;23.820
90001;28/05/2027;0.400;8.900;21.600;5.300;30.080
90001;29/05/2027;0.000;7.600;18.400;4.800;28.450
90001;30/05/2027;0.000;7.400;17.700;4.490;26.090
90001;31/05/2027;0.300;9.200;17.300;3.280;18.410
90001;01/06/2027;0.600;6.400;20.700;4.710;26.690
90001;02/06/2027;0.100;10.900;23.900;5.220;26.880
90001;03/06/2027;5.900;12.900;22.000;2.800;14.460
90001;04/06/2027;0.300;11.400;23.900;4.820;25.080
90001;05/06/2027;0.500;11.300;21.700;4.940;27.080
90001;06/06/2027;0.000;8.000;23.800;5.440;29.360
90001;07/06/2027;0.000;9.700;20.300;5.310;30.860
90001;08/06/2027;0.000;6.800;19.400;3.640;19.800
90001;09/06/2027;0.000;7.700;16.200;4.350;27.000
90001;10/06/2027;0.000;5.700;21.500;5.640;32.100
90001;11/06/2027;0.000;6.900;24.700;5.960;31.810
90001;12/06/2027;0.000;10.400;26.200;5.610;29.190
90001;13/06/2027;0.000;12.700;24.100;5.730;30.170
90001;14/06/2027;0.100;10.100;28.300;6.000;29.040
90001;15/06/2027;1.400;15.300;27.100;5.030;24.540
90001;16/06/2027;0.000;12.200;27.500;6.270;30.360
90001;17/06/2027;0.000;12.900;29.800;6.380;29.820
90001;18/06/2027;0.400;14.900;29.800;5.280;25.650
90001;19/06/2027;0.000;15.400;27.400;6.000;28.730
90001;20/06/2027;0.000;15.800;27.100;6.240;30.440
90001;21/06/2027;1.100;16.000;27.900;5.100;23.630
90001;22/06/2027;9.300;13.600;21.800;3.620;19.160
90001;23/06/2027;1.800;10.900;24.900;4.690;24.790
90001;24/06/2027;10.100;10.100;17.800;3.050;18.110
90001;25/06/2027;0.000;7.800;22.200;4.970;26.850
90001;26/06/2027;0.500;12.400;25.400;4.670;23.280
90001;27/06/2027;0.100;12.700;27.300;4.880;23.890
90001;28/06/2027;20.200;11.100;21.400;2.210;12.040
90001;29/06/2027;0.000;9.900;25.300;5.810;29.920
90001;30/06/2027;0.500;10.800;23.600;5.020;26.070
90001;01/07/2027;1.500;13.100;23.900;5.550;30.420
90001;02/07/2027;0.000;10.800;26.700;6.260;30.810
90001;03/07/2027;0.000;14.200;28.700;6.080;28.310
90001;04/07/2027;0.400;15.700;26.700;4.910;23.800
90001;05/07/2027;0.000;12.500;27.100;5.870;29.670
90001;06/07/2027;0.100;12.700;27.300;5.670;27.860
90001;07/07/2027;0.000;11.800;24.800;5.880;30.510
90001;08/07/2027;0.000;12.300;28.400;6.130;30.420
90001;09/07/2027;0.000;13.200;27.000;5.970;29.440
90001;10/07/2027;0.000;11.400;26.700;5.960;30.570
90001;11/07/2027;0.000;13.900;27.700;5.580;26.950
90001;12/07/2027;0.000;14.500;28.200;5.730;28.840
90001;13/07/2027;0.000;15.400;28.100;4.250;19.150
90001;14/07/2027;0.200;16.000;28.000;5.290;25.220
90001;15/07/2027;0.000;15.200;29.400;6.430;30.790
90001;16/07/2027;0.000;13.800;31.200;6.130;28.520
90001;17/07/2027;0.000;13.700;30.000;5.350;24.190
90001;18/07/2027;0.400;16.100;32.000;5.420;26.600
90001;19/07/2027;0.100;16.300;30.800;5.020;23.070
90001;20/07/2027;0.200;16.100;29.100;5.630;24.710
90001;21/07/2027;0.000;15.600;30.300;6.140;29.110
90001;22/07/2027;0.000;15.300;30.900;6.250;27.540
90001;23/07/2027;0.300;17.800;28.300;5.300;24.440
90001;24/07/2027;0.000;14.900;31.200;6.060;27.100
90001;25/07/2027;0.000;17.000;31.300;5.700;25.840
90001;26/07/2027;0.000;15.200;29.000;5.510;26.540
90001;27/07/2027;0.300;16.400;28.400;5.240;25.190
90001;28/07/2027;0.000;15.500;27.200;5.350;24.710
90001;29/07/2027;1.200;13.400;22.500;3.430;17.450
90001;30/07/2027;0.000;11.200;24.000;5.420;28.620
90001;31/07/2027;0.000;11.900;28.200;5.420;26.860
90001;01/08/2027;0.000;12.500;29.300;5.840;28.080
90001;02/08/2027;0.000;13.200;32.200;5.370;24.950
90001;03/08/2027;0.000;15.400;29.200;4.230;19.340
90001;04/08/2027;0.000;16.200;28.900;3.990;18.520
90001;05/08/2027;6.400;16.300;28.500;3.700;17.830
90001;06/08/2027;0.000;14.100;27.400;5.300;26.230
90001;07/08/2027;2.100;14.800;26.200;4.390;22.270
90001;08/08/2027;0.200;11.200;27.000;5.070;25.520
90001;09/08/2027;0.000;12.800;27.300;4.710;23.160
90001;10/08/2027;0.200;14.200;26.700;4.070;20.070
90001;11/08/2027;0.000;12.900;26.300;5.000;24.600
90001;12/08/2027;0.000;13.800;27.500;5.340;26.150
90001;13/08/2027;0.000;14.700;26.500;5.220;25.880
90001;14/08/2027;2.700;12.600;21.300;2.790;14.180
90001;15/08/2027;0.000;10.800;23.300;4.620;24.880
90001;16/08/2027;0.000;10.800;25.300;4.720;22.800
90001;17/08/2027;2.100;12.500;24.600;2.890;13.550
90001;18/08/2027;10.400;10.000;22.400;3.450;18.530
90001;19/08/2027;0.200;10.200;20.100;3.640;20.670
90001;20/08/2027;0.100;9.500;22.900;4.470;24.950
90001;21/08/2027;0.200;10.700;23.600;4.340;23.140
90001;22/08/2027;0.000;10.400;24.400;3.920;20.390
90001;23/08/2027;0.000;10.300;26.600;4.530;23.630
90001;24/08/2027;0.000;11.800;27.400;4.190;21.290
90001;25/08/2027;0.000;13.200;26.200;4.120;20.340
90001;26/08/2027;6.100;12.700;22.600;3.100;16.700
90001;27/08/2027;0.400;10.200;23.800;4.050;21.460
90001;28/08/2027;0.000;10.700;24.000;4.190;22.460
90001;29/08/2027;0.000;11.700;25.300;4.370;23.140
90001;30/08/2027;0.900;13.200;24.800;3.220;14.530
90001;31/08/2027;0.100;12.700;23.300;3.790;20.550
90001;01/09/2027;0.000;9.800;22.900;4.140;22.680
90001;02/09/2027;9.200;10.800;21.000;2.780;15.440
90001;03/09/2027;1.100;11.700;20.400;3.040;16.230
90001;04/09/2027;0.000;10.000;22.200;3.360;17.730
90001;05/09/2027;0.000;12.200;23.000;3.640;19.580
90001;06/09/2027;0.300;10.200;23.800;3.620;19.000
90001;07/09/2027;1.600;13.100;22.300;3.410;17.810
90001;08/09/2027;3.200;12.500;21.300;3.600;20.330
90001;09/09/2027;0.000;8.800;18.800;3.780;22.470
90001;10/09/2027;0.000;6.400;20.600;3.730;21.540
90001;11/09/2027;0.000;5.700;24.000;3.950;22.060
90001;12/09/2027;0.000;8.900;25.600;3.980;21.590
90001;13/09/2027;0.000;11.100;25.700;3.590;17.740
90001;14/09/2027;10.300;13.700;17.500;1.730;8.490
90001;15/09/2027;2.600;10.900;21.500;2.550;14.040
90001;16/09/2027;0.000;8.800;19.600;3.380;20.070
90001;17/09/2027;0.000;3.900;12.700;2.990;20.790
90001;18/09/2027;0.000;2.500;18.600;3.510;21.040
90001;19/09/2027;0.000;4.900;18.800;3.560;20.820
90001;20/09/2027;0.000;4.400;20.400;3.480;20.430
90001;21/09/2027;0.000;6.000;20.000;2.800;16.550
90001;22/09/2027;0.000;8.900;19.000;2.750;16.050
90001;23/09/2027;0.000;4.800;18.800;3.040;18.060
90001;24/09/2027;21.500;7.700;11.200;0.610;3.150
90001;25/09/2027;7.400;4.100;12.900;1.750;11.510
90001;26/09/2027;0.000;3.000;15.700;2.740;17.810
90001;27/09/2027;0.800;5.600;11.800;2.310;16.410
90001;28/09/2027;3.900;5.900;14.000;1.890;12.100
90001;29/09/2027;2.800;6.700;12.100;1.780;12.090
90001;30/09/2027;10.900;3.300;10.900;1.220;7.820
90001;01/10/2027;2.600;2.600;13.700;1.400;8.250
90001;02/10/2027;0.300;9.100;20.600;2.840;16.700
90001;03/10/2027;0.000;6.600;21.400;2.960;17.320
90001;04/10/2027;0.000;5.800;20.800;2.830;16.770
90001;05/10/2027;0.000;6.700;20.800;2.880;16.590
90001;06/10/2027;0.000;6.400;21.900;2.790;16.050
90001;07/10/2027;0.000;9.400;19.700;2.480;14.390
90001;08/10/2027;6.200;6.800;16.800;1.640;9.590
90001;09/10/2027;8.700;7.300;12.900;0.770;4.150
90001;10/10/2027;1.600;4.900;15.500;1.460;8.810
90001;11/10/2027;0.000;5.800;17.500;2.110;13.290
90001;12/10/2027;0.400;7.800;16.200;1.490;8.760
90001;13/10/2027;0.100;3.900;16.300;1.600;9.890
90001;14/10/2027;0.100;4.900;16.800;1.410;8.240
90001;15/10/2027;0.000;5.600;19.200;2.370;14.630
90001;16/10/2027;0.000;5.500;17.800;1.740;10.260
90001;17/10/2027;0.000;7.400;18.800;2.020;12.100
90001;18/10/2027;0.000;6.700;20.300;2.230;13.440
90001;19/10/2027;0.000;6.000;20.800;2.380;13.890
90001;20/10/2027;4.000;7.500;19.000;1.660;9.560
90001;21/10/2027;26.000;11.200;13.200;0.570;2.830
90001;22/10/2027;26.300;8.100;15.500;1.220;7.050
90001;23/10/2027;0.800;6.800;18.300;1.700;9.810
90001;24/10/2027;6.400;8.900;14.900;1.000;5.610
90001;25/10/2027;0.400;5.700;17.100;1.720;10.500
90001;26/10/2027;0.000;5.400;19.800;2.060;12.720
90001;27/10/2027;0.000;7.100;19.300;1.900;11.650
90001;28/10/2027;0.000;9.200;20.100;1.850;11.510
90001;29/10/2027;0.100;6.900;21.000;1.910;11.500
90001;30/10/2027;0.000;5.400;19.200;1.660;10.110
90001;31/10/2027;0.000;5.200;18.500;1.960;11.750
90001;01/11/2027;11.000;5.200;11.800;0.680;4.140
90001;02/11/2027;0.000;2.700;13.600;1.400;10.190
90001;03/11/2027;20.600;2.400;10.500;0.660;4.230
90001;04/11/2027;3.300;0.500;7.700;1.110;9.020
