annee;jourDebut;jourFin;parcelle;couvert;itk;N_lixivie[kgN/ha];N_volatilise_NH3[kgN/ha];N_mineralise_net_SOM[kgN/ha];N_mineralise_net_residus[kgN/ha];N_acquis_couvert[kgN/ha];N_mineral_debut[kgN/ha];N_mineral_fin[kgN/ha];emissions_N2O_directes[kgN/ha];emissions_N2[kgN/ha];N_fixe_legumineuses[kgN/ha];satisfactionAzote_culture[%];satisfactionAzote_ci[%];delta_Corg[kgC/ha];emissions_N2O_denit[kgN-N2O/ha];emissions_N2O_nit[kgN-N2O/ha];emissions_N2O_indirectes_volat[kgN-N2O/ha];emissions_N2O_indirectes_lixiv[kgN-N2O/ha]
2019;213;289;beauce_5_sa_000;solnu;;0.0;0.0;20.57;0.0;0.0;35.0;55.56;0.01;0.0;0;0;0;-229.37;0.0;0.01;0.0;0.0
2019;290;365;beauce_5_sa_000;BTH;;0.26;0.0;12.61;0.0;15.14;55.66;52.71;0.05;0.0;0;8.91;0;-141.29;0.05;0.01;0.0;0.26
2019;213;273;beauce_5_sa_001;solnu;;0.0;0.0;18.68;0.0;0.0;35.0;53.67;0.01;0.0;0;0;0;-207.21;0.0;0.01;0.0;0.0
2019;274;365;beauce_5_sa_001;BTH;;0.29;0.0;14.5;0.0;33.72;53.83;34.13;0.04;0.0;0;19.84;0;-163.39;0.03;0.01;0.0;0.29
2019;213;293;beauce_5_sa_002;solnu;;0.0;0.0;21.24;0.0;0.0;35.0;56.23;0.01;0.0;0;0;0;-235.9;0.0;0.01;0.0;0.0
2019;294;365;beauce_5_sa_002;BTH;;0.25;0.0;11.91;0.0;9.37;56.39;58.47;0.06;0.0;0;5.51;0;-134.46;0.05;0.01;0.0;0.25
2019;213;297;beauce_5_sa_003;solnu;;0.0;0.0;21.98;0.0;0.0;35.0;56.97;0.01;0.0;0;0;0;-243.58;0.0;0.01;0.0;0.0
2019;298;365;beauce_5_sa_003;BTH;;0.27;0.0;11.2;0.0;7.14;57.12;60.7;0.06;0.0;0;4.2;0;-126.97;0.05;0.01;0.0;0.27
2019;213;268;beauce_5_sa_004;solnu;;0.0;0.0;17.73;0.0;0.0;35.0;52.72;0.01;0.0;0;0;0;-195.9;0.0;0.01;0.0;0.0
2019;269;365;beauce_5_sa_004;BTH;;0.32;0.0;15.42;0.0;39.2;52.91;28.59;0.03;0.0;0;23.07;0;-174.34;0.02;0.01;0.0;0.32
2019;213;267;beauce_5_sa_005;solnu;;0.0;0.0;17.54;0.0;0.0;35.0;52.53;0.01;0.0;0;0;0;-192.62;0.0;0.01;0.0;0.0
2019;268;365;beauce_5_sa_005;BTH;;0.32;0.0;15.68;0.0;40.5;52.77;27.36;0.03;0.0;0;23.83;0;-178.41;0.02;0.01;0.0;0.32
