sim_idx,ilot_id,zone,sol_type,zone_meteo,N_lixi,dCorg,rdt
0,beauce_10,beauce,330104_330367_1,13218,1.755,-463.93499999999995,4.89
0,beauce_11,beauce,330104_330367_1,13218,1.755,-463.93499999999995,4.89
0,beauce_12,beauce,330104_330367_1,13218,1.755,-463.93499999999995,4.89
0,beauce_13,beauce,330151_330489_1,13218,2.4749999999999996,-476.22,4.51
0,beauce_14,beauce,330151_330489_1,13218,2.955,-461.9,6.72
0,beauce_15,beauce,330151_330489_1,13218,2.955,-461.9,6.72
0,beauce_16,beauce,330151_330489_1,13218,2.955,-461.9,6.72
0,beauce_17,beauce,330151_330489_1,13218,2.4749999999999996,-476.22,4.51
0,beauce_18,beauce,330151_330489_1,13218,2.955,-461.9,6.72
0,beauce_19,beauce,18960_27491,13218,2.1950000000000003,-587.785,5.03
0,beauce_1,beauce,330151_330489_1,13218,2.58,-488.65500000000003,4.95
0,beauce_20,beauce,18960_27491,13218,2.07,-470.98,7.57
0,beauce_21,beauce,18960_27491,13218,2.07,-470.98,7.57
0,beauce_22,beauce,18960_27491,13218,2.07,-470.98,7.57
0,beauce_23,beauce,18960_27491,13218,2.1950000000000003,-587.785,5.03
0,beauce_24,beauce,18960_27491,13218,2.07,-470.98,7.57
0,beauce_25,beauce,18960_27491,13218,2.1950000000000003,-587.785,5.03
0,beauce_26,beauce,18960_27491,13218,2.0749999999999997,-471.055,7.57
0,beauce_27,beauce,18960_27491,13218,2.0749999999999997,-471.055,7.57
0,beauce_28,beauce,18960_27491,13218,2.0749999999999997,-471.055,7.57
0,beauce_29,beauce,18960_27491,13218,2.1950000000000003,-587.785,5.03
0,beauce_2,beauce,330151_330489_1,13218,2.58,-488.65500000000003,4.95
0,beauce_30,beauce,18960_27491,13218,2.0749999999999997,-471.055,7.57
0,beauce_31,beauce,330151_330489_1,13218,2.4749999999999996,-476.22,4.51
0,beauce_32,beauce,330151_330489_1,13218,2.955,-461.895,6.72
0,beauce_33,beauce,330151_330489_1,13218,2.955,-461.895,6.72
0,beauce_34,beauce,330151_330489_1,13218,2.955,-461.895,6.72
0,beauce_35,beauce,330151_330489_1,13218,2.4749999999999996,-476.22,4.51
0,beauce_36,beauce,330151_330489_1,13218,2.955,-461.895,6.72
0,beauce_37,beauce,330104_330367_1,13218,1.595,-452.69500000000005,4.59
0,beauce_38,beauce,330104_330367_1,13218,1.875,-403.65,7.08
0,beauce_39,beauce,330104_330367_1,13218,1.875,-403.65,7.08
0,beauce_3,beauce,18960_27491,13218,2.4099999999999997,-596.26,5.3
0,beauce_40,beauce,330104_330367_1,13218,1.875,-403.65,7.08
0,beauce_41,beauce,330104_330367_1,13218,1.595,-452.69500000000005,4.59
0,beauce_42,beauce,330104_330367_1,13218,1.875,-403.65,7.08
0,beauce_43,beauce,330104_330367_1,13218,1.595,-452.69500000000005,4.59
0,beauce_44,beauce,330104_330367_1,13218,1.875,-403.65,7.08
0,beauce_45,beauce,330104_330367_1,13218,1.875,-403.65,7.08
0,beauce_46,beauce,330104_330367_1,13218,1.875,-403.65,7.08
0,beauce_47,beauce,330104_330367_1,13218,1.595,-452.69500000000005,4.59
0,beauce_48,beauce,330104_330367_1,13218,1.875,-403.65,7.08
0,beauce_4,beauce,18960_27491,13218,2.4099999999999997,-596.26,5.3
0,beauce_5,beauce,18960_27491,13218,2.4099999999999997,-596.26,5.3
0,beauce_6,beauce,18960_27491,13218,2.4099999999999997,-596.26,5.3
0,beauce_7,beauce,330151_330489_1,13218,2.58,-488.65500000000003,4.95
0,beauce_8,beauce,330151_330489_1,13218,2.58,-488.65500000000003,4.95
0,beauce_9,beauce,330104_330367_1,13218,1.755,-463.93499999999995,4.89
0,copie_beauce_10,beauce,330104_330367_1,13218,1.755,-463.93499999999995,4.89
0,copie_beauce_44,beauce,330104_330367_1,13218,1.875,-403.65,7.08
0,copie_beauce_8,beauce,330151_330489_1,13218,0.01,-314.92333333333335,
0,copie_oceanique_14,oceanique,330151_330489_1,13761,15.485,-502.41499999999996,6.35
0,copie_oceanique_1,oceanique,18960_27491,13761,13.335,-615.325,4.67
0,copie_oceanique_5,oceanique,330104_330367_1,13761,12.1,-491.15,4.36
0,copie_sudouest_18,sudouest,18960_27491,4756,27.86,-760.03,7.7
0,copie_sudouest_1,sudouest,330151_330489_1,4756,0.06333333333333334,-405.49,
0,copie_sudouest_22,sudouest,330104_330367_1,4756,18.4,-624.1550000000001,6.56
0,copie_sudouest_2,sudouest,330151_330489_1,4756,16.3,-653.3199999999999,6.22
0,oceanique_10,oceanique,330151_330489_1,13761,15.485,-502.41499999999996,6.35
0,oceanique_11,oceanique,330151_330489_1,13761,14.465,-515.71,4.25
0,oceanique_12,oceanique,330151_330489_1,13218,2.955,-461.9,6.72
0,oceanique_13,oceanique,330151_330489_1,13761,14.465,-515.71,4.25
0,oceanique_14,oceanique,330151_330489_1,13761,15.485,-502.41499999999996,6.35
0,oceanique_15,oceanique,330151_330489_1,13761,15.485,-502.41499999999996,6.35
0,oceanique_16,oceanique,18960_27491,13761,18.064999999999998,-601.235,7.67
0,oceanique_17,oceanique,18960_27491,13761,14.695,-617.425,4.87
0,oceanique_18,oceanique,18960_27491,13761,18.064999999999998,-601.235,7.67
0,oceanique_19,oceanique,330104_330367_1,13761,13.41,-493.22499999999997,4.56
0,oceanique_1,oceanique,18960_27491,13761,13.335,-615.325,4.67
0,oceanique_20,oceanique,330104_330367_1,13761,14.81,-476.255,6.88
0,oceanique_21,oceanique,330104_330367_1,13761,14.81,-476.255,6.88
0,oceanique_22,oceanique,330104_330367_1,13761,14.81,-476.255,6.88
0,oceanique_23,oceanique,330104_330367_1,13761,13.41,-493.22499999999997,4.56
0,oceanique_24,oceanique,330104_330367_1,13761,14.81,-476.255,6.88
0,oceanique_2,oceanique,330151_330489_1,13761,13.5,-511.685,4.05
0,oceanique_3,oceanique,330151_330489_1,13761,13.5,-511.685,4.05
0,oceanique_4,oceanique,18960_27491,13761,13.335,-615.325,4.67
0,oceanique_5,oceanique,330104_330367_1,13761,12.1,-491.15,4.36
0,oceanique_6,oceanique,330104_330367_1,13761,12.1,-491.15,4.36
0,oceanique_7,oceanique,18960_27491,13761,14.7,-617.425,4.87
0,oceanique_8,oceanique,18960_27491,13761,18.064999999999998,-601.235,7.67
0,oceanique_9,oceanique,18960_27491,13761,18.064999999999998,-601.235,7.67
0,sudouest_10,sudouest,330104_330367_1,4756,18.4,-624.1550000000001,6.56
0,sudouest_11,sudouest,330104_330367_1,4756,18.405,-623.895,6.55
0,sudouest_12,sudouest,330104_330367_1,4756,18.39,-623.895,6.55
0,sudouest_13,sudouest,330151_330489_1,4756,16.3,-653.3199999999999,6.22
0,sudouest_14,sudouest,330151_330489_1,4756,16.3,-653.3199999999999,6.22
0,sudouest_15,sudouest,18960_27491,4756,27.880000000000003,-759.95,7.69
0,sudouest_16,sudouest,18960_27491,4756,27.9,-759.95,7.69
0,sudouest_17,sudouest,18960_27491,4756,27.87,-760.03,7.7
0,sudouest_18,sudouest,18960_27491,4756,27.86,-760.03,7.7
0,sudouest_19,sudouest,330151_330489_1,4756,16.3,-653.3199999999999,6.22
0,sudouest_1,sudouest,330151_330489_1,4756,16.3,-653.3199999999999,6.22
0,sudouest_20,sudouest,330151_330489_1,4756,16.3,-653.3199999999999,6.22
0,sudouest_21,sudouest,330104_330367_1,4756,18.405,-624.1550000000001,6.56
0,sudouest_22,sudouest,330104_330367_1,4756,18.4,-624.1550000000001,6.56
0,sudouest_23,sudouest,330104_330367_1,4756,18.415,-623.895,6.55
0,sudouest_24,sudouest,330104_330367_1,4756,18.395000000000003,-623.895,6.55
0,sudouest_25,sudouest,330151_330489_1,4756,11.67,-678.1850000000001,3.83
0,sudouest_26,sudouest,330151_330489_1,4756,12.629999999999999,-687.625,4.18
0,sudouest_27,sudouest,330151_330489_1,4756,11.67,-678.1850000000001,3.83
0,sudouest_28,sudouest,330151_330489_1,4756,12.629999999999999,-687.625,4.18
0,sudouest_29,sudouest,18960_27491,4756,25.045,-804.475,5.0
0,sudouest_2,sudouest,330151_330489_1,4756,16.3,-653.3199999999999,6.22
0,sudouest_30,sudouest,18960_27491,4756,25.740000000000002,-814.305,5.32
0,sudouest_31,sudouest,18960_27491,4756,25.14,-804.475,5.0
0,sudouest_32,sudouest,18960_27491,4756,25.705,-814.305,5.32
0,sudouest_33,sudouest,18960_27491,4756,25.0,-804.475,5.0
0,sudouest_34,sudouest,18960_27491,4756,25.715000000000003,-814.305,5.32
0,sudouest_35,sudouest,18960_27491,4756,25.095,-804.475,5.0
0,sudouest_36,sudouest,18960_27491,4756,25.655,-814.305,5.32
0,sudouest_37,sudouest,330151_330489_1,4756,11.67,-678.1850000000001,3.83
0,sudouest_38,sudouest,330151_330489_1,4756,12.629999999999999,-687.625,4.18
0,sudouest_39,sudouest,330151_330489_1,4756,11.67,-678.1850000000001,3.83
0,sudouest_3,sudouest,18960_27491,4756,27.895000000000003,-759.95,7.69
0,sudouest_40,sudouest,330151_330489_1,4756,12.629999999999999,-687.625,4.18
0,sudouest_41,sudouest,330104_330367_1,4756,14.379999999999999,-649.63,4.29
0,sudouest_42,sudouest,330104_330367_1,4756,15.195,-656.52,4.62
0,sudouest_43,sudouest,330104_330367_1,4756,14.2,-649.63,4.29
0,sudouest_44,sudouest,330104_330367_1,4756,15.18,-656.52,4.62
0,sudouest_45,sudouest,330104_330367_1,4756,14.35,-649.63,4.29
0,sudouest_46,sudouest,330104_330367_1,4756,15.07,-656.52,4.62
0,sudouest_47,sudouest,330104_330367_1,4756,14.295,-649.63,4.29
0,sudouest_48,sudouest,330104_330367_1,4756,15.205000000000002,-656.52,4.62
0,sudouest_4,sudouest,18960_27491,4756,27.89,-759.95,7.69
0,sudouest_5,sudouest,18960_27491,4756,27.69,-760.03,7.7
0,sudouest_6,sudouest,18960_27491,4756,27.79,-760.03,7.7
0,sudouest_7,sudouest,330151_330489_1,4756,16.3,-653.3199999999999,6.22
0,sudouest_8,sudouest,330151_330489_1,4756,16.3,-653.3199999999999,6.22
0,sudouest_9,sudouest,330104_330367_1,4756,18.405,-624.1550000000001,6.56
1,beauce_10,beauce,330104_330367_1,13218,1.73,-152.805,3.85
1,beauce_11,beauce,330104_330367_1,13218,1.73,-152.805,3.85
1,beauce_12,beauce,330104_330367_1,13218,1.73,-152.805,3.85
1,beauce_13,beauce,330151_330489_1,13218,2.635,-161.775,3.12
1,beauce_14,beauce,330151_330489_1,13218,2.6100000000000003,-160.7,2.18
1,beauce_15,beauce,330151_330489_1,13218,2.6100000000000003,-160.7,2.18
1,beauce_16,beauce,330151_330489_1,13218,2.6100000000000003,-160.7,2.18
1,beauce_17,beauce,330151_330489_1,13218,2.635,-161.775,3.12
1,beauce_18,beauce,330151_330489_1,13218,2.6100000000000003,-160.7,2.18
1,beauce_19,beauce,18960_27491,13218,1.955,-196.74,3.76
1,beauce_1,beauce,330151_330489_1,13218,2.66,-162.0,3.56
1,beauce_20,beauce,18960_27491,13218,2.125,-194.23499999999999,3.44
1,beauce_21,beauce,18960_27491,13218,2.125,-194.23499999999999,3.44
1,beauce_22,beauce,18960_27491,13218,2.125,-194.23499999999999,3.44
1,beauce_23,beauce,18960_27491,13218,1.955,-196.74,3.76
1,beauce_24,beauce,18960_27491,13218,2.125,-194.23499999999999,3.44
1,beauce_25,beauce,18960_27491,13218,1.955,-196.74,3.76
1,beauce_26,beauce,18960_27491,13218,2.125,-194.24,3.44
1,beauce_27,beauce,18960_27491,13218,2.125,-194.24,3.44
1,beauce_28,beauce,18960_27491,13218,2.125,-194.24,3.44
1,beauce_29,beauce,18960_27491,13218,1.955,-196.74,3.76
1,beauce_2,beauce,330151_330489_1,13218,2.66,-162.0,3.56
1,beauce_30,beauce,18960_27491,13218,2.125,-194.24,3.44
1,beauce_31,beauce,330151_330489_1,13218,2.635,-161.775,3.12
1,beauce_32,beauce,330151_330489_1,13218,2.6100000000000003,-160.695,2.18
1,beauce_33,beauce,330151_330489_1,13218,2.6100000000000003,-160.695,2.18
1,beauce_34,beauce,330151_330489_1,13218,2.6100000000000003,-160.695,2.18
1,beauce_35,beauce,330151_330489_1,13218,2.635,-161.775,3.12
1,beauce_36,beauce,330151_330489_1,13218,2.6100000000000003,-160.695,2.18
1,beauce_37,beauce,330104_330367_1,13218,1.7149999999999999,-152.71,3.41
1,beauce_38,beauce,330104_330367_1,13218,1.7249999999999999,-151.51,3.01
1,beauce_39,beauce,330104_330367_1,13218,1.7249999999999999,-151.51,3.01
1,beauce_3,beauce,18960_27491,13218,1.945,-196.57,4.25
1,beauce_40,beauce,330104_330367_1,13218,1.7249999999999999,-151.51,3.01
1,beauce_41,beauce,330104_330367_1,13218,1.7149999999999999,-152.71,3.41
1,beauce_42,beauce,330104_330367_1,13218,1.7249999999999999,-151.51,3.01
1,beauce_43,beauce,330104_330367_1,13218,1.7149999999999999,-152.71,3.41
1,beauce_44,beauce,330104_330367_1,13218,1.7249999999999999,-151.495,3.01
1,beauce_45,beauce,330104_330367_1,13218,1.7249999999999999,-151.495,3.01
1,beauce_46,beauce,330104_330367_1,13218,1.7249999999999999,-151.495,3.01
1,beauce_47,beauce,330104_330367_1,13218,1.7149999999999999,-152.71,3.41
1,beauce_48,beauce,330104_330367_1,13218,1.7249999999999999,-151.495,3.01
1,beauce_4,beauce,18960_27491,13218,1.945,-196.57,4.25
1,beauce_5,beauce,18960_27491,13218,1.945,-196.57,4.25
1,beauce_6,beauce,18960_27491,13218,1.945,-196.57,4.25
1,beauce_7,beauce,330151_330489_1,13218,2.66,-162.0,3.56
1,beauce_8,beauce,330151_330489_1,13218,2.66,-162.0,3.56
1,beauce_9,beauce,330104_330367_1,13218,1.73,-152.805,3.85
1,copie_beauce_10,beauce,330104_330367_1,13218,1.73,-152.805,3.85
1,copie_beauce_44,beauce,330104_330367_1,13218,1.7249999999999999,-151.495,3.01
1,copie_beauce_8,beauce,330151_330489_1,13218,0.006666666666666667,-346.21333333333337,
1,copie_oceanique_14,oceanique,330151_330489_1,13761,13.925,-176.60999999999999,2.29
1,copie_oceanique_1,oceanique,18960_27491,13761,13.02,-214.81,2.81
1,copie_oceanique_5,oceanique,330104_330367_1,13761,12.469999999999999,-167.32,2.64
1,copie_sudouest_18,sudouest,18960_27491,4756,17.095,-265.955,3.55
1,copie_sudouest_1,sudouest,330151_330489_1,4756,0.07333333333333333,-421.71000000000004,
1,copie_sudouest_22,sudouest,330104_330367_1,4756,11.475,-211.705,2.91
1,copie_sudouest_2,sudouest,330151_330489_1,4756,10.125,-223.8,3.48
1,oceanique_10,oceanique,330151_330489_1,13761,13.925,-176.60999999999999,2.29
1,oceanique_11,oceanique,330151_330489_1,13761,10.205,-176.67499999999998,2.96
1,oceanique_12,oceanique,330151_330489_1,13218,2.6100000000000003,-160.7,2.18
1,oceanique_13,oceanique,330151_330489_1,13761,10.205,-176.67499999999998,2.96
1,oceanique_14,oceanique,330151_330489_1,13761,13.925,-176.60999999999999,2.29
1,oceanique_15,oceanique,330151_330489_1,13761,13.925,-176.60999999999999,2.29
1,oceanique_16,oceanique,18960_27491,13761,14.075,-214.56,2.21
1,oceanique_17,oceanique,18960_27491,13761,13.035,-214.875,3.21
1,oceanique_18,oceanique,18960_27491,13761,14.075,-214.56,2.21
1,oceanique_19,oceanique,330104_330367_1,13761,12.525,-167.37,3.0
1,oceanique_1,oceanique,18960_27491,13761,13.02,-214.81,2.81
1,oceanique_20,oceanique,330104_330367_1,13761,13.405000000000001,-167.3,1.83
1,oceanique_21,oceanique,330104_330367_1,13761,13.405000000000001,-167.3,1.83
1,oceanique_22,oceanique,330104_330367_1,13761,13.405000000000001,-167.3,1.83
1,oceanique_23,oceanique,330104_330367_1,13761,12.525,-167.37,3.0
1,oceanique_24,oceanique,330104_330367_1,13761,13.405000000000001,-167.3,1.83
1,oceanique_2,oceanique,330151_330489_1,13761,10.18,-176.61499999999998,2.52
1,oceanique_3,oceanique,330151_330489_1,13761,10.18,-176.61499999999998,2.52
1,oceanique_4,oceanique,18960_27491,13761,13.02,-214.81,2.81
1,oceanique_5,oceanique,330104_330367_1,13761,12.469999999999999,-167.32,2.64
1,oceanique_6,oceanique,330104_330367_1,13761,12.469999999999999,-167.32,2.64
1,oceanique_7,oceanique,18960_27491,13761,13.035,-214.875,3.21
1,oceanique_8,oceanique,18960_27491,13761,14.075,-214.56,2.21
1,oceanique_9,oceanique,18960_27491,13761,14.075,-214.56,2.21
1,sudouest_10,sudouest,330104_330367_1,4756,11.475,-211.705,2.91
1,sudouest_11,sudouest,330104_330367_1,4756,11.48,-211.705,2.91
1,sudouest_12,sudouest,330104_330367_1,4756,11.48,-211.705,2.91
1,sudouest_13,sudouest,330151_330489_1,4756,10.125,-223.8,3.48
1,sudouest_14,sudouest,330151_330489_1,4756,10.125,-223.8,3.48
1,sudouest_15,sudouest,18960_27491,4756,17.115,-265.96,3.55
1,sudouest_16,sudouest,18960_27491,4756,17.115,-265.96,3.55
1,sudouest_17,sudouest,18960_27491,4756,17.095,-265.955,3.55
1,sudouest_18,sudouest,18960_27491,4756,17.095,-265.955,3.55
1,sudouest_19,sudouest,330151_330489_1,4756,10.125,-223.8,3.48
1,sudouest_1,sudouest,330151_330489_1,4756,10.125,-223.8,3.48
1,sudouest_20,sudouest,330151_330489_1,4756,10.125,-223.8,3.48
1,sudouest_21,sudouest,330104_330367_1,4756,11.475,-211.705,2.91
1,sudouest_22,sudouest,330104_330367_1,4756,11.475,-211.705,2.91
1,sudouest_23,sudouest,330104_330367_1,4756,11.48,-211.705,2.91
1,sudouest_24,sudouest,330104_330367_1,4756,11.48,-211.705,2.91
1,sudouest_25,sudouest,330151_330489_1,4756,6.76,-223.64000000000001,2.97
1,sudouest_26,sudouest,330151_330489_1,4756,6.775,-223.965,3.41
1,sudouest_27,sudouest,330151_330489_1,4756,6.76,-223.64000000000001,2.97
1,sudouest_28,sudouest,330151_330489_1,4756,6.775,-223.965,3.41
1,sudouest_29,sudouest,18960_27491,4756,16.215,-267.03000000000003,3.69
1,sudouest_2,sudouest,330151_330489_1,4756,10.125,-223.8,3.48
1,sudouest_30,sudouest,18960_27491,4756,16.255,-267.11,4.16
1,sudouest_31,sudouest,18960_27491,4756,16.215,-267.03000000000003,3.69
1,sudouest_32,sudouest,18960_27491,4756,16.255,-267.11,4.16
1,sudouest_33,sudouest,18960_27491,4756,16.215,-267.03000000000003,3.69
1,sudouest_34,sudouest,18960_27491,4756,16.255,-267.11,4.16
1,sudouest_35,sudouest,18960_27491,4756,16.215,-267.03000000000003,3.69
1,sudouest_36,sudouest,18960_27491,4756,16.255,-267.11,4.16
1,sudouest_37,sudouest,330151_330489_1,4756,6.76,-223.64000000000001,2.97
1,sudouest_38,sudouest,330151_330489_1,4756,6.775,-223.965,3.41
1,sudouest_39,sudouest,330151_330489_1,4756,6.76,-223.64000000000001,2.97
1,sudouest_3,sudouest,18960_27491,4756,17.115,-265.96,3.55
1,sudouest_40,sudouest,330151_330489_1,4756,6.775,-223.965,3.41
1,sudouest_41,sudouest,330104_330367_1,4756,10.745000000000001,-212.085,3.14
1,sudouest_42,sudouest,330104_330367_1,4756,10.774999999999999,-212.22,3.53
1,sudouest_43,sudouest,330104_330367_1,4756,10.745000000000001,-212.085,3.14
1,sudouest_44,sudouest,330104_330367_1,4756,10.774999999999999,-212.22,3.53
1,sudouest_45,sudouest,330104_330367_1,4756,10.745000000000001,-212.085,3.14
1,sudouest_46,sudouest,330104_330367_1,4756,10.774999999999999,-212.22,3.53
1,sudouest_47,sudouest,330104_330367_1,4756,10.745000000000001,-212.085,3.14
1,sudouest_48,sudouest,330104_330367_1,4756,10.774999999999999,-212.22,3.53
1,sudouest_4,sudouest,18960_27491,4756,17.115,-265.96,3.55
1,sudouest_5,sudouest,18960_27491,4756,17.095,-265.955,3.55
1,sudouest_6,sudouest,18960_27491,4756,17.095,-265.955,3.55
1,sudouest_7,sudouest,330151_330489_1,4756,10.125,-223.8,3.48
1,sudouest_8,sudouest,330151_330489_1,4756,10.125,-223.8,3.48
1,sudouest_9,sudouest,330104_330367_1,4756,11.475,-211.705,2.91
2,beauce_10,beauce,330104_330367_1,13218,1.7349999999999999,-231.895,4.84
2,beauce_11,beauce,330104_330367_1,13218,1.7349999999999999,-231.895,4.84
2,beauce_12,beauce,330104_330367_1,13218,1.7349999999999999,-231.895,4.84
2,beauce_13,beauce,330151_330489_1,13218,2.645,-243.235,3.89
2,beauce_14,beauce,330151_330489_1,13218,2.5949999999999998,-238.485,4.34
2,beauce_15,beauce,330151_330489_1,13218,2.5949999999999998,-238.485,4.34
2,beauce_16,beauce,330151_330489_1,13218,2.5949999999999998,-238.485,4.34
2,beauce_17,beauce,330151_330489_1,13218,2.645,-243.235,3.89
2,beauce_18,beauce,330151_330489_1,13218,2.5949999999999998,-238.485,4.34
2,beauce_19,beauce,18960_27491,13218,1.98,-306.96000000000004,4.98
2,beauce_1,beauce,330151_330489_1,13218,2.66,-245.38,4.35
2,beauce_20,beauce,18960_27491,13218,2.1399999999999997,-251.45999999999998,4.97
2,beauce_21,beauce,18960_27491,13218,2.1399999999999997,-251.45999999999998,4.97
2,beauce_22,beauce,18960_27491,13218,2.1399999999999997,-251.45999999999998,4.97
2,beauce_23,beauce,18960_27491,13218,1.98,-306.96000000000004,4.98
2,beauce_24,beauce,18960_27491,13218,2.1399999999999997,-251.45999999999998,4.97
2,beauce_25,beauce,18960_27491,13218,1.98,-306.96000000000004,4.98
2,beauce_26,beauce,18960_27491,13218,2.135,-251.445,4.97
2,beauce_27,beauce,18960_27491,13218,2.135,-251.445,4.97
2,beauce_28,beauce,18960_27491,13218,2.135,-251.445,4.97
2,beauce_29,beauce,18960_27491,13218,1.98,-306.96000000000004,4.98
2,beauce_2,beauce,330151_330489_1,13218,2.66,-245.38,4.35
2,beauce_30,beauce,18960_27491,13218,2.135,-251.445,4.97
2,beauce_31,beauce,330151_330489_1,13218,2.645,-243.235,3.89
2,beauce_32,beauce,330151_330489_1,13218,2.5949999999999998,-238.485,4.34
2,beauce_33,beauce,330151_330489_1,13218,2.5949999999999998,-238.485,4.34
2,beauce_34,beauce,330151_330489_1,13218,2.5949999999999998,-238.485,4.34
2,beauce_35,beauce,330151_330489_1,13218,2.645,-243.235,3.89
2,beauce_36,beauce,330151_330489_1,13218,2.5949999999999998,-238.485,4.34
2,beauce_37,beauce,330104_330367_1,13218,1.72,-230.78,4.48
2,beauce_38,beauce,330104_330367_1,13218,1.7149999999999999,-211.945,4.38
2,beauce_39,beauce,330104_330367_1,13218,1.7149999999999999,-211.945,4.38
2,beauce_3,beauce,18960_27491,13218,1.97,-307.68,5.37
2,beauce_40,beauce,330104_330367_1,13218,1.7149999999999999,-211.945,4.38
2,beauce_41,beauce,330104_330367_1,13218,1.72,-230.78,4.48
2,beauce_42,beauce,330104_330367_1,13218,1.7149999999999999,-211.945,4.38
2,beauce_43,beauce,330104_330367_1,13218,1.72,-230.78,4.48
2,beauce_44,beauce,330104_330367_1,13218,1.7149999999999999,-211.95,4.38
2,beauce_45,beauce,330104_330367_1,13218,1.7149999999999999,-211.95,4.38
2,beauce_46,beauce,330104_330367_1,13218,1.7149999999999999,-211.95,4.38
2,beauce_47,beauce,330104_330367_1,13218,1.72,-230.78,4.48
2,beauce_48,beauce,330104_330367_1,13218,1.7149999999999999,-211.95,4.38
2,beauce_4,beauce,18960_27491,13218,1.97,-307.68,5.37
2,beauce_5,beauce,18960_27491,13218,1.97,-307.68,5.37
2,beauce_6,beauce,18960_27491,13218,1.97,-307.68,5.37
2,beauce_7,beauce,330151_330489_1,13218,2.66,-245.38,4.35
2,beauce_8,beauce,330151_330489_1,13218,2.66,-245.38,4.35
2,beauce_9,beauce,330104_330367_1,13218,1.7349999999999999,-231.895,4.84
2,copie_beauce_10,beauce,330104_330367_1,13218,1.7349999999999999,-231.895,4.84
2,copie_beauce_44,beauce,330104_330367_1,13218,1.7149999999999999,-211.95,4.38
2,copie_beauce_8,beauce,330151_330489_1,13218,0.006666666666666667,-349.46000000000004,
2,copie_oceanique_14,oceanique,330151_330489_1,13761,13.89,-267.58,4.12
2,copie_oceanique_1,oceanique,18960_27491,13761,13.36,-327.91999999999996,4.15
2,copie_oceanique_5,oceanique,330104_330367_1,13761,12.655,-256.175,3.8
2,copie_sudouest_18,sudouest,18960_27491,4756,17.9,-379.005,5.69
2,copie_sudouest_1,sudouest,330151_330489_1,4756,0.08666666666666667,-419.6166666666666,
2,copie_sudouest_22,sudouest,330104_330367_1,4756,11.9,-308.435,4.72
2,copie_sudouest_2,sudouest,330151_330489_1,4756,10.395,-324.96999999999997,4.96
2,oceanique_10,oceanique,330151_330489_1,13761,13.89,-267.58,4.12
2,oceanique_11,oceanique,330151_330489_1,13761,10.344999999999999,-269.29,3.87
2,oceanique_12,oceanique,330151_330489_1,13218,2.5949999999999998,-238.485,4.34
2,oceanique_13,oceanique,330151_330489_1,13761,10.344999999999999,-269.29,3.87
2,oceanique_14,oceanique,330151_330489_1,13761,13.89,-267.58,4.12
2,oceanique_15,oceanique,330151_330489_1,13761,13.89,-267.58,4.12
2,oceanique_16,oceanique,18960_27491,13761,14.19,-323.03499999999997,4.3
2,oceanique_17,oceanique,18960_27491,13761,13.395,-328.38,4.51
2,oceanique_18,oceanique,18960_27491,13761,14.19,-323.03499999999997,4.3
2,oceanique_19,oceanique,330104_330367_1,13761,12.719999999999999,-256.975,4.1
2,oceanique_1,oceanique,18960_27491,13761,13.36,-327.91999999999996,4.15
2,oceanique_20,oceanique,330104_330367_1,13761,13.389999999999999,-253.575,3.63
2,oceanique_21,oceanique,330104_330367_1,13761,13.389999999999999,-253.575,3.63
2,oceanique_22,oceanique,330104_330367_1,13761,13.389999999999999,-253.575,3.63
2,oceanique_23,oceanique,330104_330367_1,13761,12.719999999999999,-256.975,4.1
2,oceanique_24,oceanique,330104_330367_1,13761,13.389999999999999,-253.575,3.63
2,oceanique_2,oceanique,330151_330489_1,13761,10.325,-268.27,3.45
2,oceanique_3,oceanique,330151_330489_1,13761,10.325,-268.27,3.45
2,oceanique_4,oceanique,18960_27491,13761,13.36,-327.91999999999996,4.15
2,oceanique_5,oceanique,330104_330367_1,13761,12.655,-256.175,3.8
2,oceanique_6,oceanique,330104_330367_1,13761,12.655,-256.175,3.8
2,oceanique_7,oceanique,18960_27491,13761,13.395,-328.38,4.51
2,oceanique_8,oceanique,18960_27491,13761,14.19,-323.03499999999997,4.3
2,oceanique_9,oceanique,18960_27491,13761,14.19,-323.03499999999997,4.3
2,sudouest_10,sudouest,330104_330367_1,4756,11.9,-308.435,4.72
2,sudouest_11,sudouest,330104_330367_1,4756,11.9,-308.435,4.72
2,sudouest_12,sudouest,330104_330367_1,4756,11.9,-308.435,4.72
2,sudouest_13,sudouest,330151_330489_1,4756,10.395,-324.96999999999997,4.96
2,sudouest_14,sudouest,330151_330489_1,4756,10.395,-324.96999999999997,4.96
2,sudouest_15,sudouest,18960_27491,4756,17.9,-379.005,5.69
2,sudouest_16,sudouest,18960_27491,4756,17.9,-379.005,5.69
2,sudouest_17,sudouest,18960_27491,4756,17.9,-379.005,5.69
2,sudouest_18,sudouest,18960_27491,4756,17.9,-379.005,5.69
2,sudouest_19,sudouest,330151_330489_1,4756,10.395,-324.96999999999997,4.96
2,sudouest_1,sudouest,330151_330489_1,4756,10.395,-324.96999999999997,4.96
2,sudouest_20,sudouest,330151_330489_1,4756,10.395,-324.96999999999997,4.96
2,sudouest_21,sudouest,330104_330367_1,4756,11.9,-308.435,4.72
2,sudouest_22,sudouest,330104_330367_1,4756,11.9,-308.435,4.72
2,sudouest_23,sudouest,330104_330367_1,4756,11.9,-308.435,4.72
